iteration,attempt,temperature,prompt_type,response,allocation
113,113,1.0,change_order_swap,5€,5
114,114,1.0,change_order_swap,5€,5
115,115,1.0,change_order_swap,5€,5
116,116,1.0,change_order_swap,5€,5
117,117,1.0,change_order_swap,5€,5
118,118,1.0,change_order_swap,5€,5
119,119,1.0,change_order_swap,5€,5
120,120,1.0,change_order_swap,5€,5
121,121,1.0,change_order_swap,5€,5
122,122,1.0,change_order_swap,5€,5
123,123,1.0,change_order_swap,5€,5
124,124,1.0,change_order_swap,5€,5
125,125,1.0,change_order_swap,5€,5
126,126,1.0,change_order_swap,5€,5
127,127,1.0,change_order_swap,5€,5
128,128,1.0,change_order_swap,5€,5
129,129,1.0,change_order_swap,5€,5
130,130,1.0,change_order_swap,5€,5
131,131,1.0,change_order_swap,5€,5
132,132,1.0,change_order_swap,5€,5
133,133,1.0,change_order_swap,5€,5
134,134,1.0,change_order_swap,5€,5
135,135,1.0,change_order_swap,5€,5
136,136,1.0,change_order_swap,5€,5
137,137,1.0,change_order_swap,5€,5
138,138,1.0,change_order_swap,5€,5
139,139,1.0,change_order_swap,5€,5
140,140,1.0,change_order_swap,5€,5
141,141,1.0,change_order_swap,5€,5
142,142,1.0,change_order_swap,5€,5
143,143,1.0,change_order_swap,5€,5
144,144,1.0,change_order_swap,5€,5
145,145,1.0,change_order_swap,5€,5
146,146,1.0,change_order_swap,5€,5
147,147,1.0,change_order_swap,5€,5
148,148,1.0,change_order_swap,5€,5
149,149,1.0,change_order_swap,5€,5
150,150,1.0,change_order_swap,5€,5
151,151,1.0,change_order_swap,5€,5
152,152,1.0,change_order_swap,5€,5
153,153,1.0,change_order_swap,5€,5
154,154,1.0,change_order_swap,5€,5
155,155,1.0,change_order_swap,5€,5
156,156,1.0,change_order_swap,5€,5
157,157,1.0,change_order_swap,5€,5
158,158,1.0,change_order_swap,5€,5
159,159,1.0,change_order_swap,5€,5
160,160,1.0,change_order_swap,5€,5
161,161,1.0,change_order_swap,5€,5
162,162,1.0,change_order_swap,5€,5
163,163,1.0,change_order_swap,5€,5
164,164,1.0,change_order_swap,5€,5
165,165,1.0,change_order_swap,5€,5
166,166,1.0,change_order_swap,5€,5
167,167,1.0,change_order_swap,5€,5
168,168,1.0,change_order_swap,5€,5
169,169,1.0,change_order_swap,5€,5
170,170,1.0,change_order_swap,5€,5
171,171,1.0,change_order_swap,5€,5
172,172,1.0,change_order_swap,5€,5
173,173,1.0,change_order_swap,5€,5
174,174,1.0,change_order_swap,5€,5
175,175,1.0,change_order_swap,5€,5
176,176,1.0,change_order_swap,5€,5
177,177,1.0,change_order_swap,5€,5
178,178,1.0,change_order_swap,5€,5
179,179,1.0,change_order_swap,5€,5
180,180,1.0,change_order_swap,5€,5
181,181,1.0,change_order_swap,5€,5
182,182,1.0,change_order_swap,5€,5
183,183,1.0,change_order_swap,5€,5
184,184,1.0,change_order_swap,5€,5
185,185,1.0,change_order_swap,5€,5
186,186,1.0,change_order_swap,5€,5
187,187,1.0,change_order_swap,5€,5
188,188,1.0,change_order_swap,5€,5
189,189,1.0,change_order_swap,5€,5
190,190,1.0,change_order_swap,5€,5
191,191,1.0,change_order_swap,5€,5
192,192,1.0,change_order_swap,5€,5
193,193,1.0,change_order_swap,5€,5
194,194,1.0,change_order_swap,5€,5
195,195,1.0,change_order_swap,5€,5
196,196,1.0,change_order_swap,5€,5
197,197,1.0,change_order_swap,5€,5
198,198,1.0,change_order_swap,5€,5
199,199,1.0,change_order_swap,5€,5
200,200,1.0,change_order_swap,5€,5
201,201,1.0,change_order_swap,5€,5
202,202,1.0,change_order_swap,5€,5
203,203,1.0,change_order_swap,5€,5
204,204,1.0,change_order_swap,5€,5
205,205,1.0,change_order_swap,5€,5
206,206,1.0,change_order_swap,5€,5
207,207,1.0,change_order_swap,5€,5
208,208,1.0,change_order_swap,5€,5
209,209,1.0,change_order_swap,5€,5
210,210,1.0,change_order_swap,5€,5
211,211,1.0,change_order_swap,5€,5
212,212,1.0,change_order_swap,5€,5
213,213,1.0,change_order_swap,5€,5
214,214,1.0,change_order_swap,5€,5
215,215,1.0,change_order_swap,5€,5
216,216,1.0,change_order_swap,5€,5
217,217,1.0,change_order_swap,5€,5
218,218,1.0,change_order_swap,5€,5
219,219,1.0,change_order_swap,5€,5
220,220,1.0,change_order_swap,5€,5
221,221,1.0,change_order_swap,5€,5
222,222,1.0,change_order_swap,5€,5
223,223,1.0,change_order_swap,5€,5
224,224,1.0,change_order_swap,5€,5
225,225,1.0,change_order_swap,5€,5
226,226,1.0,change_order_swap,5€,5
227,227,1.0,change_order_swap,5€,5
228,228,1.0,change_order_swap,5€,5
229,229,1.0,change_order_swap,5€,5
230,230,1.0,change_order_swap,5€,5
231,231,1.0,change_order_swap,5€,5
232,232,1.0,change_order_swap,5€,5
233,233,1.0,change_order_swap,5€,5
234,234,1.0,change_order_swap,5€,5
235,235,1.0,change_order_swap,5€,5
236,236,1.0,change_order_swap,5€,5
237,237,1.0,change_order_swap,5€,5
238,238,1.0,change_order_swap,5€,5
239,239,1.0,change_order_swap,5€,5
240,240,1.0,change_order_swap,5€,5
241,241,1.0,change_order_swap,5€,5
242,242,1.0,change_order_swap,5€,5
243,243,1.0,change_order_swap,5€,5
244,244,1.0,change_order_swap,5€,5
245,245,1.0,change_order_swap,5€,5
246,246,1.0,change_order_swap,5€,5
247,247,1.0,change_order_swap,5€,5
248,248,1.0,change_order_swap,5€,5
249,249,1.0,change_order_swap,5€,5
250,250,1.0,change_order_swap,5€,5
251,251,1.0,change_order_swap,5€,5
252,252,1.0,change_order_swap,5€,5
253,253,1.0,change_order_swap,5€,5
254,254,1.0,change_order_swap,5€,5
255,255,1.0,change_order_swap,5€,5
256,256,1.0,change_order_swap,5€,5
257,257,1.0,change_order_swap,5€,5
258,258,1.0,change_order_swap,5€,5
259,259,1.0,change_order_swap,5€,5
260,260,1.0,change_order_swap,5€,5
261,261,1.0,change_order_swap,5€,5
262,262,1.0,change_order_swap,5€,5
263,263,1.0,change_order_swap,5€,5
264,264,1.0,change_order_swap,5€,5
265,265,1.0,change_order_swap,5€,5
266,266,1.0,change_order_swap,5€,5
267,267,1.0,change_order_swap,5€,5
268,268,1.0,change_order_swap,5€,5
269,269,1.0,change_order_swap,5€,5
270,270,1.0,change_order_swap,5€,5
271,271,1.0,change_order_swap,5€,5
272,272,1.0,change_order_swap,5€,5
273,273,1.0,change_order_swap,5€,5
274,274,1.0,change_order_swap,5€,5
275,275,1.0,change_order_swap,5€,5
276,276,1.0,change_order_swap,5€,5
277,277,1.0,change_order_swap,5€,5
278,278,1.0,change_order_swap,5€,5
279,279,1.0,change_order_swap,5€,5
280,280,1.0,change_order_swap,5€,5
281,281,1.0,change_order_swap,5€,5
282,282,1.0,change_order_swap,5€,5
283,283,1.0,change_order_swap,5€,5
284,284,1.0,change_order_swap,5€,5
285,285,1.0,change_order_swap,5€,5
286,286,1.0,change_order_swap,5€,5
287,287,1.0,change_order_swap,5€,5
288,288,1.0,change_order_swap,5€,5
289,289,1.0,change_order_swap,5€,5
290,290,1.0,change_order_swap,5€,5
291,291,1.0,change_order_swap,5€,5
292,292,1.0,change_order_swap,5€,5
293,293,1.0,change_order_swap,5€,5
294,294,1.0,change_order_swap,5€,5
295,295,1.0,change_order_swap,5€,5
296,296,1.0,change_order_swap,5€,5
297,297,1.0,change_order_swap,5€,5
298,298,1.0,change_order_swap,5€,5
299,299,1.0,change_order_swap,5€,5
300,300,1.0,change_order_swap,5€,5
301,301,1.0,change_order_swap,5€,5
302,302,1.0,change_order_swap,5€,5
303,303,1.0,change_order_swap,5€,5
304,304,1.0,change_order_swap,5€,5
305,305,1.0,change_order_swap,5€,5
306,306,1.0,change_order_swap,5€,5
307,307,1.0,change_order_swap,5€,5
308,308,1.0,change_order_swap,5€,5
309,309,1.0,change_order_swap,5€,5
310,310,1.0,change_order_swap,5€,5
311,311,1.0,change_order_swap,5€,5
312,312,1.0,change_order_swap,5€,5
313,313,1.0,change_order_swap,5€,5
314,314,1.0,change_order_swap,5€,5
315,315,1.0,change_order_swap,5€,5
316,316,1.0,change_order_swap,5€,5
317,317,1.0,change_order_swap,5€,5
318,318,1.0,change_order_swap,5€,5
319,319,1.0,change_order_swap,5€,5
320,320,1.0,change_order_swap,5€,5
321,321,1.0,change_order_swap,5€,5
322,322,1.0,change_order_swap,5€,5
323,323,1.0,change_order_swap,5€,5
324,324,1.0,change_order_swap,5€,5
325,325,1.0,change_order_swap,5€,5
326,326,1.0,change_order_swap,5€,5
327,327,1.0,change_order_swap,5€,5
328,328,1.0,change_order_swap,5€,5
329,329,1.0,change_order_swap,5€,5
330,330,1.0,change_order_swap,5€,5
331,331,1.0,change_order_swap,5€,5
332,332,1.0,change_order_swap,5€,5
333,333,1.0,change_order_swap,5€,5
334,334,1.0,change_order_swap,5€,5
335,335,1.0,change_order_swap,5€,5
336,336,1.0,change_order_swap,5€,5
337,337,1.0,change_order_swap,5€,5
338,338,1.0,change_order_swap,5€,5
339,339,1.0,change_order_swap,5€,5
340,340,1.0,change_order_swap,5€,5
341,341,1.0,change_order_swap,5€,5
342,342,1.0,change_order_swap,5€,5
343,343,1.0,change_order_swap,5€,5
344,344,1.0,change_order_swap,5€,5
345,345,1.0,change_order_swap,5€,5
346,346,1.0,change_order_swap,5€,5
347,347,1.0,change_order_swap,5€,5
348,348,1.0,change_order_swap,5€,5
349,349,1.0,change_order_swap,5€,5
350,350,1.0,change_order_swap,5€,5
351,351,1.0,change_order_swap,5€,5
352,352,1.0,change_order_swap,5€,5
353,353,1.0,change_order_swap,5€,5
354,354,1.0,change_order_swap,5€,5
355,355,1.0,change_order_swap,5€,5
356,356,1.0,change_order_swap,5€,5
357,357,1.0,change_order_swap,5€,5
358,358,1.0,change_order_swap,5€,5
359,359,1.0,change_order_swap,5€,5
360,360,1.0,change_order_swap,5€,5
361,361,1.0,change_order_swap,5€,5
362,362,1.0,change_order_swap,5€,5
363,363,1.0,change_order_swap,5€,5
364,364,1.0,change_order_swap,5€,5
365,365,1.0,change_order_swap,5€,5
366,366,1.0,change_order_swap,5€,5
367,367,1.0,change_order_swap,5€,5
368,368,1.0,change_order_swap,5€,5
369,369,1.0,change_order_swap,5€,5
370,370,1.0,change_order_swap,5€,5
371,371,1.0,change_order_swap,5€,5
372,372,1.0,change_order_swap,5€,5
373,373,1.0,change_order_swap,5€,5
374,374,1.0,change_order_swap,5€,5
375,375,1.0,change_order_swap,5€,5
376,376,1.0,change_order_swap,5€,5
377,377,1.0,change_order_swap,5€,5
378,378,1.0,change_order_swap,5€,5
379,379,1.0,change_order_swap,5€,5
380,380,1.0,change_order_swap,5€,5
381,381,1.0,change_order_swap,5€,5
382,382,1.0,change_order_swap,5€,5
383,383,1.0,change_order_swap,5€,5
384,384,1.0,change_order_swap,5€,5
385,385,1.0,change_order_swap,5€,5
386,386,1.0,change_order_swap,5€,5
387,387,1.0,change_order_swap,5€,5
388,388,1.0,change_order_swap,5€,5
389,389,1.0,change_order_swap,5€,5
390,390,1.0,change_order_swap,5€,5
391,391,1.0,change_order_swap,5€,5
392,392,1.0,change_order_swap,5€,5
393,393,1.0,change_order_swap,5€,5
394,394,1.0,change_order_swap,5€,5
395,395,1.0,change_order_swap,5€,5
396,396,1.0,change_order_swap,5€,5
397,397,1.0,change_order_swap,5€,5
398,398,1.0,change_order_swap,5€,5
399,399,1.0,change_order_swap,5€,5
400,400,1.0,change_order_swap,5€,5
401,401,1.0,change_order_swap,5€,5
402,402,1.0,change_order_swap,5€,5
403,403,1.0,change_order_swap,5€,5
404,404,1.0,change_order_swap,5€,5
405,405,1.0,change_order_swap,5€,5
406,406,1.0,change_order_swap,5€,5
407,407,1.0,change_order_swap,5€,5
408,408,1.0,change_order_swap,5€,5
409,409,1.0,change_order_swap,5€,5
410,410,1.0,change_order_swap,5€,5
411,411,1.0,change_order_swap,5€,5
412,412,1.0,change_order_swap,5€,5
413,413,1.0,change_order_swap,5€,5
414,414,1.0,change_order_swap,5€,5
415,415,1.0,change_order_swap,5€,5
416,416,1.0,change_order_swap,5€,5
417,417,1.0,change_order_swap,5€,5
418,418,1.0,change_order_swap,5€,5
419,419,1.0,change_order_swap,5€,5
420,420,1.0,change_order_swap,5€,5
421,421,1.0,change_order_swap,5€,5
422,422,1.0,change_order_swap,5€,5
423,423,1.0,change_order_swap,5€,5
424,424,1.0,change_order_swap,5€,5
425,425,1.0,change_order_swap,5€,5
426,426,1.0,change_order_swap,5€,5
427,427,1.0,change_order_swap,5€,5
428,428,1.0,change_order_swap,5€,5
429,429,1.0,change_order_swap,5€,5
430,430,1.0,change_order_swap,5€,5
431,431,1.0,change_order_swap,5€,5
432,432,1.0,change_order_swap,5€,5
433,433,1.0,change_order_swap,5€,5
434,434,1.0,change_order_swap,5€,5
435,435,1.0,change_order_swap,5€,5
436,436,1.0,change_order_swap,5€,5
437,437,1.0,change_order_swap,5€,5
438,438,1.0,change_order_swap,5€,5
439,439,1.0,change_order_swap,5€,5
440,440,1.0,change_order_swap,5€,5
441,441,1.0,change_order_swap,5€,5
442,442,1.0,change_order_swap,5€,5
443,443,1.0,change_order_swap,5€,5
444,444,1.0,change_order_swap,5€,5
445,445,1.0,change_order_swap,5€,5
446,446,1.0,change_order_swap,5€,5
447,447,1.0,change_order_swap,5€,5
448,448,1.0,change_order_swap,5€,5
449,449,1.0,change_order_swap,5€,5
450,450,1.0,change_order_swap,5€,5
451,451,1.0,change_order_swap,5€,5
452,452,1.0,change_order_swap,5€,5
453,453,1.0,change_order_swap,5€,5
454,454,1.0,change_order_swap,5€,5
455,455,1.0,change_order_swap,5€,5
456,456,1.0,change_order_swap,5€,5
457,457,1.0,change_order_swap,5€,5
458,458,1.0,change_order_swap,5€,5
459,459,1.0,change_order_swap,5€,5
460,460,1.0,change_order_swap,5€,5
461,461,1.0,change_order_swap,5€,5
462,462,1.0,change_order_swap,5€,5
463,463,1.0,change_order_swap,5€,5
464,464,1.0,change_order_swap,5€,5
465,465,1.0,change_order_swap,5€,5
466,466,1.0,change_order_swap,5€,5
467,467,1.0,change_order_swap,5€,5
468,468,1.0,change_order_swap,5€,5
469,469,1.0,change_order_swap,5€,5
470,470,1.0,change_order_swap,5€,5
471,471,1.0,change_order_swap,5€,5
472,472,1.0,change_order_swap,5€,5
473,473,1.0,change_order_swap,5€,5
474,474,1.0,change_order_swap,5€,5
475,475,1.0,change_order_swap,5€,5
476,476,1.0,change_order_swap,5€,5
477,477,1.0,change_order_swap,5€,5
478,478,1.0,change_order_swap,5€,5
479,479,1.0,change_order_swap,5€,5
480,480,1.0,change_order_swap,5€,5
481,481,1.0,change_order_swap,5€,5
482,482,1.0,change_order_swap,5€,5
483,483,1.0,change_order_swap,5€,5
484,484,1.0,change_order_swap,5€,5
485,485,1.0,change_order_swap,5€,5
486,486,1.0,change_order_swap,5€,5
487,487,1.0,change_order_swap,5€,5
488,488,1.0,change_order_swap,5€,5
489,489,1.0,change_order_swap,5€,5
490,490,1.0,change_order_swap,5€,5
491,491,1.0,change_order_swap,5€,5
492,492,1.0,change_order_swap,5€,5
493,493,1.0,change_order_swap,5€,5
494,494,1.0,change_order_swap,5€,5
495,495,1.0,change_order_swap,5€,5
496,496,1.0,change_order_swap,5€,5
497,497,1.0,change_order_swap,5€,5
498,498,1.0,change_order_swap,5€,5
499,499,1.0,change_order_swap,5€,5
500,500,1.0,change_order_swap,5€,5
