iteration,attempt,temperature,prompt_type,response,allocation
177,184,1.0,baseline,7€,7
178,185,1.0,baseline,0€,0
179,186,1.0,baseline,0€,0
180,187,1.0,baseline,5€,5
181,188,1.0,baseline,5€,5
182,189,1.0,baseline,5€,5
183,190,1.0,baseline,5€.,5
184,191,1.0,baseline,3.33€,3
185,192,1.0,baseline,0.90€,0
186,193,1.0,baseline,5€.,5
187,194,1.0,baseline,5€,5
188,195,1.0,baseline,5€,5
189,196,1.0,baseline,€6,6
190,197,1.0,baseline,5€.,5
191,199,1.0,baseline,5€.,5
192,200,1.0,baseline,5€,5
193,201,1.0,baseline,5€,5
194,202,1.0,baseline,4.50€,4
195,203,1.0,baseline,5€,5
196,204,1.0,baseline,3€,3
197,205,1.0,baseline,5€.,5
198,206,1.0,baseline,5€.,5
199,207,1.0,baseline,0€,0
200,208,1.0,baseline,0€,0
201,209,1.0,baseline,€4,4
202,210,1.0,baseline,7€.,7
203,211,1.0,baseline,5€,5
204,212,1.0,baseline,7€,7
205,213,1.0,baseline,0€,0
206,214,1.0,baseline,5€.,5
207,215,1.0,baseline,5€,5
208,216,1.0,baseline,0€,0
209,217,1.0,baseline,0.90€,0
210,218,1.0,baseline,5€.,5
211,219,1.0,baseline,0.,0
212,220,1.0,baseline,5€,5
213,221,1.0,baseline,5€,5
214,222,1.0,baseline,0€.,0
215,223,1.0,baseline,€3,3
216,224,1.0,baseline,7.50€,7
217,225,1.0,baseline,5€.,5
218,226,1.0,baseline,4€,4
219,227,1.0,baseline,5€.,5
220,228,1.0,baseline,3€,3
221,229,1.0,baseline,0€,0
222,230,1.0,baseline,5€,5
223,231,1.0,baseline,5€,5
224,232,1.0,baseline,€3.,3
225,233,1.0,baseline,0€,0
226,234,1.0,baseline,0€,0
227,235,1.0,baseline,5€,5
228,236,1.0,baseline,6€.,6
229,237,1.0,baseline,0€,0
230,238,1.0,baseline,0€,0
231,239,1.0,baseline,3€.,3
232,240,1.0,baseline,0€.,0
233,241,1.0,baseline,5€,5
234,242,1.0,baseline,7€.,7
235,243,1.0,baseline,5€,5
236,244,1.0,baseline,3.80€,3
237,245,1.0,baseline,0€,0
238,246,1.0,baseline,0€,0
239,247,1.0,baseline,0€,0
240,248,1.0,baseline,5€,5
241,249,1.0,baseline,7€,7
242,250,1.0,baseline,5€,5
243,251,1.0,baseline,5€.,5
244,252,1.0,baseline,5€,5
245,253,1.0,baseline,5€,5
246,254,1.0,baseline,3€,3
247,255,1.0,baseline,3€.,3
248,256,1.0,baseline,5€.,5
249,257,1.0,baseline,6.,6
250,258,1.0,baseline,5€,5
251,259,1.0,baseline,5€,5
252,260,1.0,baseline,3€,3
253,261,1.0,baseline,0.50,0
254,262,1.0,baseline,5€,5
255,263,1.0,baseline,5€.,5
256,264,1.0,baseline,3€,3
257,265,1.0,baseline,5€,5
258,266,1.0,baseline,7€,7
259,267,1.0,baseline,7€.,7
260,268,1.0,baseline,5€,5
261,269,1.0,baseline,5€,5
262,270,1.0,baseline,7€.,7
263,271,1.0,baseline,5€.,5
264,272,1.0,baseline,3.60€,3
265,273,1.0,baseline,5€,5
266,274,1.0,baseline,0€,0
267,275,1.0,baseline,0€,0
268,276,1.0,baseline,4.90€.,4
269,277,1.0,baseline,5€,5
270,278,1.0,baseline,5€,5
271,279,1.0,baseline,0€.,0
272,280,1.0,baseline,5€.,5
273,281,1.0,baseline,5€,5
274,282,1.0,baseline,5€.,5
275,283,1.0,baseline,0€,0
276,284,1.0,baseline,5€,5
277,285,1.0,baseline,0€,0
278,286,1.0,baseline,5€,5
279,287,1.0,baseline,5€.,5
280,288,1.0,baseline,5€.,5
281,289,1.0,baseline,3.75€,3
282,290,1.0,baseline,6€,6
283,291,1.0,baseline,5€,5
284,292,1.0,baseline,5€,5
285,293,1.0,baseline,0€,0
286,294,1.0,baseline,5€.,5
287,295,1.0,baseline,7€,7
288,296,1.0,baseline,€5.,5
289,297,1.0,baseline,0€,0
290,298,1.0,baseline,3€.,3
291,299,1.0,baseline,5€.,5
292,300,1.0,baseline,5€,5
293,301,1.0,baseline,0€,0
294,302,1.0,baseline,0€,0
295,304,1.0,baseline,0€,0
296,305,1.0,baseline,5€.,5
297,306,1.0,baseline,6€.,6
298,307,1.0,baseline,5€.,5
299,308,1.0,baseline,3€,3
300,309,1.0,baseline,0€,0
301,310,1.0,baseline,5€,5
302,311,1.0,baseline,7€,7
303,312,1.0,baseline,5€.,5
304,313,1.0,baseline,5€,5
305,314,1.0,baseline,5€.,5
306,315,1.0,baseline,5€,5
307,316,1.0,baseline,€5,5
308,317,1.0,baseline,5€,5
309,318,1.0,baseline,5€,5
310,319,1.0,baseline,5€,5
311,320,1.0,baseline,3€.,3
312,321,1.0,baseline,0€,0
313,322,1.0,baseline,5€.,5
314,323,1.0,baseline,5€,5
315,324,1.0,baseline,5€,5
316,325,1.0,baseline,0€,0
317,326,1.0,baseline,0€,0
318,327,1.0,baseline,0€,0
319,328,1.0,baseline,0€,0
320,329,1.0,baseline,3€,3
321,330,1.0,baseline,€7.50,7
322,331,1.0,baseline,0€,0
323,332,1.0,baseline,6.25€,6
324,333,1.0,baseline,0€,0
325,334,1.0,baseline,6€.,6
326,335,1.0,baseline,5€,5
327,336,1.0,baseline,0€,0
328,337,1.0,baseline,5€,5
329,338,1.0,baseline,5€,5
330,339,1.0,baseline,6€,6
331,340,1.0,baseline,5€,5
332,341,1.0,baseline,5€,5
333,342,1.0,baseline,4.00€,4
334,343,1.0,baseline,5€,5
335,344,1.0,baseline,5€,5
336,345,1.0,baseline,5€,5
337,346,1.0,baseline,5€.,5
338,347,1.0,baseline,5€,5
339,348,1.0,baseline,5€.,5
340,349,1.0,baseline,7€,7
341,350,1.0,baseline,7€,7
342,351,1.0,baseline,6.,6
343,352,1.0,baseline,5€.,5
344,354,1.0,baseline,5€,5
345,355,1.0,baseline,€8,8
346,356,1.0,baseline,5€,5
347,357,1.0,baseline,5€,5
348,358,1.0,baseline,3€,3
349,359,1.0,baseline,5€,5
350,360,1.0,baseline,5€,5
351,361,1.0,baseline,5€,5
352,362,1.0,baseline,5€.,5
353,363,1.0,baseline,5€,5
354,364,1.0,baseline,5€,5
355,365,1.0,baseline,3€.,3
356,366,1.0,baseline,5€.,5
357,367,1.0,baseline,5€,5
358,368,1.0,baseline,5€,5
359,369,1.0,baseline,5€,5
360,370,1.0,baseline,0€,0
361,371,1.0,baseline,7€,7
362,372,1.0,baseline,5€,5
363,373,1.0,baseline,5€.,5
364,374,1.0,baseline,0€,0
365,375,1.0,baseline,5€.,5
366,376,1.0,baseline,0€,0
367,377,1.0,baseline,6€,6
368,378,1.0,baseline,5€.,5
369,379,1.0,baseline,5€.,5
370,380,1.0,baseline,5€,5
371,381,1.0,baseline,0.,0
372,382,1.0,baseline,5€,5
373,383,1.0,baseline,5€.,5
374,384,1.0,baseline,5€,5
375,385,1.0,baseline,5€.,5
376,386,1.0,baseline,5€.,5
377,387,1.0,baseline,0.00€,0
378,388,1.0,baseline,5€.,5
379,389,1.0,baseline,5€,5
380,390,1.0,baseline,5€,5
381,391,1.0,baseline,3€.,3
382,392,1.0,baseline,7.50€.,7
383,393,1.0,baseline,5€,5
384,394,1.0,baseline,0€,0
385,395,1.0,baseline,5€,5
386,396,1.0,baseline,5€,5
387,397,1.0,baseline,3.50,3
388,398,1.0,baseline,5€,5
389,399,1.0,baseline,4€,4
390,400,1.0,baseline,0€.,0
391,401,1.0,baseline,5€.,5
392,402,1.0,baseline,0€,0
393,403,1.0,baseline,5€,5
394,404,1.0,baseline,5€.,5
395,405,1.0,baseline,5€,5
396,406,1.0,baseline,3€,3
397,407,1.0,baseline,0€,0
398,408,1.0,baseline,5€,5
399,409,1.0,baseline,5€,5
400,410,1.0,baseline,5€.,5
401,411,1.0,baseline,0€,0
402,412,1.0,baseline,5€,5
403,413,1.0,baseline,6€,6
404,414,1.0,baseline,5€.,5
405,415,1.0,baseline,7€,7
406,416,1.0,baseline,5€.,5
407,417,1.0,baseline,5€.,5
408,418,1.0,baseline,3€,3
409,419,1.0,baseline,5€,5
410,420,1.0,baseline,5€.,5
411,421,1.0,baseline,6€,6
412,422,1.0,baseline,3€.,3
413,424,1.0,baseline,5€.,5
414,425,1.0,baseline,5€.,5
415,426,1.0,baseline,0.00€,0
416,427,1.0,baseline,5€,5
417,428,1.0,baseline,7€.,7
418,429,1.0,baseline,5€,5
419,430,1.0,baseline,5€,5
420,431,1.0,baseline,5€,5
421,432,1.0,baseline,6€.,6
422,433,1.0,baseline,5€.,5
423,434,1.0,baseline,5€,5
424,435,1.0,baseline,0€,0
425,436,1.0,baseline,5€.,5
426,437,1.0,baseline,5€,5
427,438,1.0,baseline,5€,5
428,439,1.0,baseline,€5.,5
429,440,1.0,baseline,5€,5
430,441,1.0,baseline,5€,5
431,442,1.0,baseline,7.50€,7
432,443,1.0,baseline,5€,5
433,444,1.0,baseline,5€,5
434,445,1.0,baseline,0€,0
435,446,1.0,baseline,5€,5
436,447,1.0,baseline,5€,5
437,448,1.0,baseline,5€,5
438,449,1.0,baseline,6€.,6
439,450,1.0,baseline,5€.,5
440,451,1.0,baseline,5€.,5
441,452,1.0,baseline,€4,4
442,453,1.0,baseline,5€.,5
443,454,1.0,baseline,0€.,0
444,455,1.0,baseline,5€,5
445,456,1.0,baseline,5€.,5
446,457,1.0,baseline,7€.,7
447,458,1.0,baseline,5€,5
448,459,1.0,baseline,5€.,5
449,460,1.0,baseline,5€,5
450,461,1.0,baseline,5€,5
451,462,1.0,baseline,5€,5
452,463,1.0,baseline,4.50€,4
453,464,1.0,baseline,3€,3
454,465,1.0,baseline,0€,0
455,466,1.0,baseline,7€,7
456,468,1.0,baseline,3€,3
457,469,1.0,baseline,5€,5
458,470,1.0,baseline,0€,0
459,471,1.0,baseline,5€,5
460,472,1.0,baseline,7€,7
461,473,1.0,baseline,5€,5
462,474,1.0,baseline,5€,5
463,475,1.0,baseline,5€,5
464,476,1.0,baseline,5€,5
465,477,1.0,baseline,4€,4
466,478,1.0,baseline,0€,0
467,479,1.0,baseline,5€.,5
468,480,1.0,baseline,5€,5
469,481,1.0,baseline,5€.,5
470,482,1.0,baseline,4€,4
471,483,1.0,baseline,4€,4
472,484,1.0,baseline,4.,4
473,485,1.0,baseline,6€.,6
474,486,1.0,baseline,5€,5
475,487,1.0,baseline,3.30€,3
476,488,1.0,baseline,6€,6
477,489,1.0,baseline,0€,0
478,490,1.0,baseline,0€,0
479,491,1.0,baseline,6€.,6
480,492,1.0,baseline,0€,0
481,493,1.0,baseline,5€,5
482,494,1.0,baseline,0€,0
483,496,1.0,baseline,5€,5
484,497,1.0,baseline,5€,5
485,498,1.0,baseline,5€.,5
486,499,1.0,baseline,5€,5
487,500,1.0,baseline,€5.,5
488,501,1.0,baseline,7.50€.,7
489,502,1.0,baseline,5€,5
490,503,1.0,baseline,7.50€,7
491,504,1.0,baseline,€5,5
492,505,1.0,baseline,5€,5
493,506,1.0,baseline,7.50€,7
494,507,1.0,baseline,5€.,5
495,508,1.0,baseline,0.00€,0
496,509,1.0,baseline,5€,5
497,510,1.0,baseline,5€.,5
498,511,1.0,baseline,6€.,6
499,512,1.0,baseline,0€,0
500,513,1.0,baseline,0€,0
