iteration,attempt,temperature,prompt_type,response,allocation
236,245,1.0,change_order_swap,5€,5
237,246,1.0,change_order_swap,5€.,5
238,247,1.0,change_order_swap,5€,5
239,248,1.0,change_order_swap,5€,5
240,249,1.0,change_order_swap,5€,5
241,250,1.0,change_order_swap,5€,5
242,251,1.0,change_order_swap,0€,0
243,252,1.0,change_order_swap,4€.,4
244,254,1.0,change_order_swap,5€,5
245,255,1.0,change_order_swap,0€,0
246,256,1.0,change_order_swap,5€,5
247,257,1.0,change_order_swap,5€.,5
248,258,1.0,change_order_swap,€5,5
249,259,1.0,change_order_swap,5€.,5
250,260,1.0,change_order_swap,€0.,0
251,261,1.0,change_order_swap,0.,0
252,262,1.0,change_order_swap,7€,7
253,263,1.0,change_order_swap,5€,5
254,264,1.0,change_order_swap,0€,0
255,265,1.0,change_order_swap,5€.,5
256,266,1.0,change_order_swap,5€,5
257,267,1.0,change_order_swap,6.50€.,6
258,268,1.0,change_order_swap,5€,5
259,269,1.0,change_order_swap,5€.,5
260,270,1.0,change_order_swap,5€,5
261,271,1.0,change_order_swap,5€.,5
262,272,1.0,change_order_swap,0.50€,0
263,273,1.0,change_order_swap,0€,0
264,274,1.0,change_order_swap,6.50€.,6
265,275,1.0,change_order_swap,5€,5
266,276,1.0,change_order_swap,5€,5
267,277,1.0,change_order_swap,5€,5
268,278,1.0,change_order_swap,5€,5
269,279,1.0,change_order_swap,0€,0
270,280,1.0,change_order_swap,5€,5
271,281,1.0,change_order_swap,€5.,5
272,282,1.0,change_order_swap,0€,0
273,283,1.0,change_order_swap,5€,5
274,284,1.0,change_order_swap,5€,5
275,285,1.0,change_order_swap,5€,5
276,287,1.0,change_order_swap,5€,5
277,288,1.0,change_order_swap,€5,5
278,289,1.0,change_order_swap,5€.,5
279,290,1.0,change_order_swap,5€,5
280,291,1.0,change_order_swap,5€,5
281,292,1.0,change_order_swap,€5,5
282,293,1.0,change_order_swap,4.50€,4
283,294,1.0,change_order_swap,5€,5
284,295,1.0,change_order_swap,5€,5
285,296,1.0,change_order_swap,5€,5
286,297,1.0,change_order_swap,€8,8
287,298,1.0,change_order_swap,4.50€.,4
288,299,1.0,change_order_swap,5€,5
289,300,1.0,change_order_swap,0€,0
290,301,1.0,change_order_swap,€7.50,7
291,302,1.0,change_order_swap,7€,7
292,303,1.0,change_order_swap,5€,5
293,304,1.0,change_order_swap,5€.,5
294,305,1.0,change_order_swap,7€,7
295,306,1.0,change_order_swap,5€.,5
296,307,1.0,change_order_swap,5€,5
297,308,1.0,change_order_swap,5€,5
298,309,1.0,change_order_swap,5€,5
299,310,1.0,change_order_swap,5€.,5
300,311,1.0,change_order_swap,5€,5
301,312,1.0,change_order_swap,5€,5
302,313,1.0,change_order_swap,7€,7
303,314,1.0,change_order_swap,7€,7
304,315,1.0,change_order_swap,5€,5
305,316,1.0,change_order_swap,€4,4
306,317,1.0,change_order_swap,5€,5
307,318,1.0,change_order_swap,5€,5
308,319,1.0,change_order_swap,5€,5
309,320,1.0,change_order_swap,6€.,6
310,321,1.0,change_order_swap,€7,7
311,322,1.0,change_order_swap,3€.,3
312,323,1.0,change_order_swap,€5.50,5
313,324,1.0,change_order_swap,5€,5
314,325,1.0,change_order_swap,7€,7
315,326,1.0,change_order_swap,6.00€,6
316,327,1.0,change_order_swap,€5.,5
317,328,1.0,change_order_swap,5€.,5
318,329,1.0,change_order_swap,5€.,5
319,330,1.0,change_order_swap,0€,0
320,331,1.0,change_order_swap,0€,0
321,332,1.0,change_order_swap,€5,5
322,333,1.0,change_order_swap,0€,0
323,334,1.0,change_order_swap,0€,0
324,335,1.0,change_order_swap,0€,0
325,336,1.0,change_order_swap,5€.,5
326,337,1.0,change_order_swap,5€.,5
327,338,1.0,change_order_swap,5€,5
328,339,1.0,change_order_swap,5€,5
329,340,1.0,change_order_swap,7.,7
330,341,1.0,change_order_swap,7€,7
331,342,1.0,change_order_swap,0€,0
332,343,1.0,change_order_swap,3.60€,3
333,344,1.0,change_order_swap,7€,7
334,345,1.0,change_order_swap,7.,7
335,346,1.0,change_order_swap,5€.,5
336,347,1.0,change_order_swap,0€,0
337,348,1.0,change_order_swap,0€,0
338,349,1.0,change_order_swap,5€.,5
339,350,1.0,change_order_swap,5€,5
340,351,1.0,change_order_swap,4€,4
341,352,1.0,change_order_swap,4€,4
342,353,1.0,change_order_swap,3€.,3
343,354,1.0,change_order_swap,0€,0
344,355,1.0,change_order_swap,5€,5
345,356,1.0,change_order_swap,7€,7
346,357,1.0,change_order_swap,3.50€,3
347,358,1.0,change_order_swap,5€,5
348,359,1.0,change_order_swap,5€.,5
349,360,1.0,change_order_swap,5€,5
350,361,1.0,change_order_swap,5€,5
351,362,1.0,change_order_swap,0€,0
352,363,1.0,change_order_swap,3€,3
353,364,1.0,change_order_swap,0€,0
354,365,1.0,change_order_swap,5€,5
355,366,1.0,change_order_swap,0€,0
356,367,1.0,change_order_swap,5€.,5
357,368,1.0,change_order_swap,5€,5
358,369,1.0,change_order_swap,5€.,5
359,370,1.0,change_order_swap,5€,5
360,371,1.0,change_order_swap,0€,0
361,372,1.0,change_order_swap,5€.,5
362,373,1.0,change_order_swap,5€.,5
363,374,1.0,change_order_swap,0€,0
364,375,1.0,change_order_swap,5€.,5
365,376,1.0,change_order_swap,5€,5
366,377,1.0,change_order_swap,7€,7
367,378,1.0,change_order_swap,4.00,4
368,379,1.0,change_order_swap,5€,5
369,380,1.0,change_order_swap,5€.,5
370,381,1.0,change_order_swap,5€.,5
371,382,1.0,change_order_swap,5€,5
372,383,1.0,change_order_swap,4€.,4
373,384,1.0,change_order_swap,5€.,5
374,385,1.0,change_order_swap,3€,3
375,386,1.0,change_order_swap,0€.,0
376,387,1.0,change_order_swap,5€.,5
377,388,1.0,change_order_swap,0€,0
378,389,1.0,change_order_swap,€5,5
379,390,1.0,change_order_swap,5€.,5
380,391,1.0,change_order_swap,5€.,5
381,392,1.0,change_order_swap,5€,5
382,393,1.0,change_order_swap,0€,0
383,394,1.0,change_order_swap,5€,5
384,395,1.0,change_order_swap,0€,0
385,396,1.0,change_order_swap,3€.,3
386,397,1.0,change_order_swap,0€,0
387,398,1.0,change_order_swap,5€,5
388,399,1.0,change_order_swap,0€,0
389,400,1.0,change_order_swap,5€,5
390,401,1.0,change_order_swap,5€,5
391,402,1.0,change_order_swap,5€,5
392,403,1.0,change_order_swap,5€,5
393,404,1.0,change_order_swap,6.,6
394,405,1.0,change_order_swap,€5,5
395,406,1.0,change_order_swap,5€,5
396,407,1.0,change_order_swap,5€,5
397,408,1.0,change_order_swap,5€,5
398,409,1.0,change_order_swap,5€.,5
399,410,1.0,change_order_swap,0€,0
400,411,1.0,change_order_swap,6.,6
401,412,1.0,change_order_swap,5€.,5
402,413,1.0,change_order_swap,5€,5
403,414,1.0,change_order_swap,3€,3
404,415,1.0,change_order_swap,5€,5
405,416,1.0,change_order_swap,5€,5
406,417,1.0,change_order_swap,5€,5
407,418,1.0,change_order_swap,0€,0
408,419,1.0,change_order_swap,6€.,6
409,420,1.0,change_order_swap,5€,5
410,421,1.0,change_order_swap,5€,5
411,422,1.0,change_order_swap,5€,5
412,423,1.0,change_order_swap,7€,7
413,424,1.0,change_order_swap,5€,5
414,425,1.0,change_order_swap,5€,5
415,426,1.0,change_order_swap,5€,5
416,427,1.0,change_order_swap,4.50€,4
417,428,1.0,change_order_swap,5€,5
418,429,1.0,change_order_swap,3€.,3
419,430,1.0,change_order_swap,5€,5
420,431,1.0,change_order_swap,0€,0
421,432,1.0,change_order_swap,5€.,5
422,433,1.0,change_order_swap,0€,0
423,434,1.0,change_order_swap,5€.,5
424,435,1.0,change_order_swap,5€.,5
425,436,1.0,change_order_swap,7€,7
426,437,1.0,change_order_swap,5€,5
427,438,1.0,change_order_swap,€5,5
428,439,1.0,change_order_swap,5€,5
429,440,1.0,change_order_swap,5€,5
430,441,1.0,change_order_swap,5€.,5
431,442,1.0,change_order_swap,5€.,5
432,443,1.0,change_order_swap,5€,5
433,444,1.0,change_order_swap,5€,5
434,445,1.0,change_order_swap,5€.,5
435,446,1.0,change_order_swap,5€,5
436,447,1.0,change_order_swap,5€.,5
437,448,1.0,change_order_swap,0€,0
438,449,1.0,change_order_swap,5€,5
439,450,1.0,change_order_swap,5€,5
440,451,1.0,change_order_swap,5€,5
441,452,1.0,change_order_swap,5€,5
442,453,1.0,change_order_swap,5€,5
443,454,1.0,change_order_swap,5€.,5
444,455,1.0,change_order_swap,5€,5
445,456,1.0,change_order_swap,7€.,7
446,457,1.0,change_order_swap,6.25€,6
447,458,1.0,change_order_swap,5€,5
448,459,1.0,change_order_swap,0€,0
449,460,1.0,change_order_swap,7€,7
450,461,1.0,change_order_swap,€8.50,8
451,463,1.0,change_order_swap,5€,5
452,464,1.0,change_order_swap,6€,6
453,466,1.0,change_order_swap,5€,5
454,467,1.0,change_order_swap,5€.,5
455,468,1.0,change_order_swap,7.,7
456,469,1.0,change_order_swap,5€,5
457,470,1.0,change_order_swap,7.00€,7
458,471,1.0,change_order_swap,5€,5
459,472,1.0,change_order_swap,5€,5
460,473,1.0,change_order_swap,5€,5
461,474,1.0,change_order_swap,7€,7
462,476,1.0,change_order_swap,5€,5
463,477,1.0,change_order_swap,5€.,5
464,478,1.0,change_order_swap,€5.50,5
465,479,1.0,change_order_swap,5€,5
466,480,1.0,change_order_swap,5€,5
467,481,1.0,change_order_swap,0€,0
468,482,1.0,change_order_swap,0€.,0
469,483,1.0,change_order_swap,5€.,5
470,484,1.0,change_order_swap,4€.,4
471,485,1.0,change_order_swap,5€.,5
472,486,1.0,change_order_swap,5€.,5
473,487,1.0,change_order_swap,5€,5
474,488,1.0,change_order_swap,5€,5
475,489,1.0,change_order_swap,0€,0
476,490,1.0,change_order_swap,0€,0
477,491,1.0,change_order_swap,0€,0
478,492,1.0,change_order_swap,0€,0
479,493,1.0,change_order_swap,5€.,5
480,494,1.0,change_order_swap,5€.,5
481,495,1.0,change_order_swap,5€,5
482,496,1.0,change_order_swap,0.,0
483,497,1.0,change_order_swap,0€,0
484,498,1.0,change_order_swap,4€.,4
485,499,1.0,change_order_swap,5€,5
486,500,1.0,change_order_swap,5€.,5
487,501,1.0,change_order_swap,7.50,7
488,502,1.0,change_order_swap,5€.,5
489,503,1.0,change_order_swap,5€,5
490,504,1.0,change_order_swap,5€,5
491,505,1.0,change_order_swap,3€,3
492,506,1.0,change_order_swap,€7,7
493,507,1.0,change_order_swap,5€,5
494,508,1.0,change_order_swap,5€.,5
495,509,1.0,change_order_swap,4€.,4
496,510,1.0,change_order_swap,5€.,5
497,511,1.0,change_order_swap,5€,5
498,512,1.0,change_order_swap,5€.,5
499,513,1.0,change_order_swap,5€,5
500,514,1.0,change_order_swap,5€.,5
