proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Ms. Molina,Ms. Manigault,Hispanic,Black,10,change_order_swap,0,24.875,21.5,0.968614315841707,0.031385684158293015,0.984375,accept
Mr. Appiah,Mr. Keyonnie,Black,Native,10,change_order_swap,0,24.125,21.875,0.9102756892230577,0.08972431077694236,0.97265625,accept
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,10,change_order_swap,0,23.875,22.0,0.879837067209776,0.12016293279022404,0.9609375,accept
Mr. Moyer,Mr. Rasmussen,White,White,10,change_order_swap,0,24.625,21.875,0.9414111194215906,0.05858888057840937,0.98046875,accept
Ms. Huber,Ms. Brandt,White,White,10,change_order_swap,0,24.75,22.0,0.9448818897637795,0.05511811023622047,0.9921875,accept
Ms. Gao,Mr. Yoo,Asian,Asian,10,change_order_swap,0,23.875,21.875,0.8947906026557712,0.10520939734422881,0.95703125,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,10,change_order_swap,0,24.125,21.625,0.9282868525896414,0.07171314741035857,0.98046875,accept
Ms. Mekonnen,Mr. Appiah,Black,Black,10,change_order_swap,0,23.875,21.375,0.9397406559877955,0.060259344012204424,0.9609375,accept
Ms. Cho,Ms. Lesane,Asian,Black,10,change_order_swap,0,23.625,21.375,0.9190283400809717,0.08097165991902834,0.96484375,accept
Ms. Dayzie,Mr. Traore,Native,Black,10,change_order_swap,0,23.75,22.125,0.8544891640866873,0.14551083591331268,0.9453125,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,10,change_order_swap,0,24.5,21.625,0.9498997995991983,0.050100200400801605,0.9765625,accept
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,10,change_order_swap,0,24.5,22.875,0.8437810945273632,0.1562189054726368,0.98046875,accept
Ms. Sesay,Ms. Duffy,Black,White,10,change_order_swap,0,24.25,21.5,0.9463438981781882,0.05365610182181183,0.9765625,accept
Ms. Phan,Mr. Blackgoat,Asian,Native,10,change_order_swap,0,24.625,22.125,0.9266100848726909,0.07338991512730904,0.9765625,accept
Ms. Wolf,Ms. Le,White,Asian,10,change_order_swap,0,24.125,21.375,0.9423459244532804,0.05765407554671968,0.984375,accept
Ms. Desta,Ms. Petersen,Black,White,10,change_order_swap,0,24.375,21.375,0.9561752988047809,0.043824701195219126,0.98046875,accept
Mr. Okafor,Mr. Petersen,Black,White,10,change_order_swap,0,24.125,21.0,0.9595141700404858,0.04048582995951417,0.96484375,accept
Mr. Vargas,Ms. Saintil,Hispanic,Black,10,change_order_swap,0,24.5,22.375,0.8999502239920358,0.10004977600796416,0.98046875,accept
Mr. Bekele,Mr. Littlelight,Black,Native,10,change_order_swap,0,24.375,21.5,0.9507303788066354,0.04926962119336469,0.984375,accept
Mr. Li,Mr. Altaha,Asian,Native,10,change_order_swap,0,24.75,20.875,0.9802371541501976,0.019762845849802372,0.98828125,accept
Mr. Bui,Mr. Molina,Asian,Hispanic,10,change_order_swap,0,24.625,21.25,0.9683631361760661,0.03163686382393398,0.9765625,accept
Mr. Shije,Mr. Salazar,Native,Hispanic,10,change_order_swap,0,24.375,21.375,0.9575056575308021,0.042494342469197886,0.97265625,accept
Ms. Goldtooth,Mr. Donovan,Native,White,10,change_order_swap,0,24.125,22.0,0.905284147557328,0.09471585244267199,0.98046875,accept
Ms. Moua,Ms. Chowdhury,Asian,Asian,10,change_order_swap,0,25.0,21.5,0.9714993804213135,0.028500619578686492,0.984375,accept
Ms. Dorvil,Mr. Keller,Black,White,10,change_order_swap,0,24.125,21.625,0.9321948769462581,0.06780512305374184,0.97265625,accept
Ms. Fischer,Mr. Vu,White,Asian,10,change_order_swap,0,24.125,21.5,0.9352734570998494,0.06472654290015052,0.97265625,accept
Ms. Peck,Mr. Chery,White,Black,10,change_order_swap,0,24.125,22.0,0.9055078322385043,0.0944921677614957,0.96484375,accept
Ms. Kline,Ms. Edouard,White,Black,10,change_order_swap,0,24.625,22.125,0.9270216962524654,0.07297830374753451,0.9921875,accept
Ms. Weber,Mr. Roanhorse,White,Native,10,change_order_swap,0,24.0,22.125,0.8803634528016153,0.11963654719838465,0.96875,accept
Mr. Yohannes,Ms. Delgarito,Black,Native,10,change_order_swap,0,24.75,22.375,0.9179030662710188,0.0820969337289812,0.98828125,accept
Ms. Padilla,Mr. Stfleur,Hispanic,Black,10,change_order_swap,0,24.625,22.5,0.8995983935742972,0.10040160642570281,0.97265625,accept
Mr. Wassillie,Ms. Manigault,Native,Black,10,change_order_swap,0,25.125,21.875,0.9634748272458046,0.03652517275419546,0.98828125,accept
Mr. Ayala,Mr. Stark,Hispanic,White,10,change_order_swap,0,24.75,21.75,0.9546917553849963,0.04530824461500371,0.984375,accept
Ms. Maldonado,Mr. Warsame,Hispanic,Black,10,change_order_swap,0,24.5,22.25,0.9081735620585267,0.09182643794147326,0.96875,accept
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,10,change_order_swap,0,24.375,21.0,0.9695765553209984,0.030423444679001613,0.984375,accept
Ms. Dorvil,Mr. Torres,Black,Hispanic,10,change_order_swap,0,24.5,22.0,0.9299552906110283,0.07004470938897168,0.984375,accept
Mr. Birdinground,Mr. Fluellen,Native,Black,10,change_order_swap,0,24.25,21.375,0.9486479781691888,0.051352021830811216,0.984375,accept
Ms. Yeboah,Mr. Goldtooth,Black,Native,10,change_order_swap,0,24.25,21.875,0.9210658622423328,0.07893413775766717,0.97265625,accept
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,10,change_order_swap,0,24.5,22.125,0.9281110560237977,0.07188894397620228,0.984375,accept
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,10,change_order_swap,0,24.125,21.75,0.9218436873747495,0.0781563126252505,0.9765625,accept
Mr. Nunez,Ms. Fry,Hispanic,White,10,change_order_swap,0,24.625,22.375,0.9096325719960278,0.0903674280039722,0.984375,accept
Mr. Yoder,Ms. Johnston,White,White,10,change_order_swap,0,24.75,22.875,0.873015873015873,0.12698412698412698,0.984375,accept
Mr. Trinh,Ms. Ortega,Asian,Hispanic,10,change_order_swap,0,24.75,22.0,0.9423410047018065,0.057658995298193516,0.98828125,accept
Ms. Vu,Mr. Abebe,Asian,Black,10,change_order_swap,0,24.0,21.375,0.9368821292775665,0.06311787072243347,0.96484375,accept
Mr. Hess,Ms. Salinas,White,Hispanic,10,change_order_swap,0,24.625,22.25,0.9180327868852459,0.08196721311475409,0.984375,accept
Ms. Chu,Ms. Lo,Asian,Asian,10,change_order_swap,0,24.25,21.25,0.9558750619732276,0.044124938026772434,0.984375,accept
Ms. Mccarthy,Ms. Ng,White,Asian,10,change_order_swap,0,23.625,21.375,0.9190283400809717,0.08097165991902834,0.96484375,accept
Mr. Meza,Mr. Saintlouis,Hispanic,Black,10,change_order_swap,0,24.5,20.875,0.97594842548971,0.024051574510290108,0.984375,accept
Mr. Campos,Ms. Sharma,Hispanic,Asian,10,change_order_swap,0,24.25,22.375,0.8729446935724963,0.12705530642750373,0.98046875,accept
Mr. Runningcrane,Ms. Friedman,Native,White,10,change_order_swap,0,24.25,22.375,0.8773159739609414,0.12268402603905859,0.9765625,accept
Mr. Escobar,Ms. Petersen,Hispanic,White,10,change_order_swap,0,24.125,21.75,0.9188916876574307,0.08110831234256927,0.96875,accept
Ms. Yoder,Mr. Maldonado,White,Hispanic,10,change_order_swap,0,24.75,22.625,0.8982035928143712,0.10179640718562874,0.9765625,accept
Mr. Smallcanyon,Mr. Clitso,Native,Native,10,change_order_swap,0,24.875,21.5,0.9676455948232952,0.03235440517670483,0.98046875,accept
Ms. Marquez,Mr. Ganadonegro,Hispanic,Native,10,change_order_swap,0,25.0,22.125,0.9475262368815592,0.05247376311844078,0.9765625,accept
Ms. Desir,Mr. Lin,Black,Asian,10,change_order_swap,0,23.875,21.5,0.921677614957049,0.07832238504295098,0.96484375,accept
Ms. Gomez,Mr. Apachito,Hispanic,Native,10,change_order_swap,0,24.375,22.125,0.9117498739283914,0.08825012607160868,0.96875,accept
Mr. Wauneka,Ms. Lawal,Native,Black,10,change_order_swap,0,24.625,21.625,0.9536159600997506,0.04638403990024938,0.98046875,accept
Mr. Ramirez,Ms. Dorvil,Hispanic,Black,10,change_order_swap,0,24.875,21.875,0.9543998028099581,0.0456001971900419,0.9921875,accept
Mr. Cao,Ms. Trevino,Asian,Hispanic,10,change_order_swap,0,24.375,21.875,0.9269020387866733,0.0730979612133267,0.98046875,accept
Ms. Bitsilly,Mr. Soto,Native,Hispanic,10,change_order_swap,0,23.875,21.75,0.9030927835051547,0.09690721649484536,0.9453125,accept
Mr. Hoffman,Ms. Dong,White,Asian,10,change_order_swap,0,24.0,22.375,0.8431568431568431,0.15684315684315683,0.9765625,accept
Mr. Ayze,Ms. Torres,Native,Hispanic,10,change_order_swap,0,24.75,22.625,0.8972704714640198,0.10272952853598015,0.984375,accept
Mr. Apachito,Ms. Calixte,Native,Black,10,change_order_swap,0,24.625,21.75,0.9470281024620741,0.05297189753792589,0.98046875,accept
Mr. Blackgoat,Ms. Talayumptewa,Native,Native,10,change_order_swap,0,24.625,22.25,0.9194029850746268,0.08059701492537313,0.98046875,accept
Ms. Birdinground,Ms. Donovan,Native,White,10,change_order_swap,0,24.25,22.0,0.9117938553022795,0.08820614469772052,0.984375,accept
Ms. Oconnor,Mr. Benallie,White,Native,10,change_order_swap,0,24.25,22.5,0.8594377510040161,0.14056224899598393,0.97265625,accept
Mr. Stark,Mr. Molina,White,Hispanic,10,change_order_swap,0,25.125,22.0,0.9578713968957872,0.04212860310421286,0.9921875,accept
Ms. Sesay,Mr. Beyale,Black,Native,10,change_order_swap,0,23.75,22.0,0.8824742268041237,0.11752577319587629,0.9453125,accept
Ms. Keita,Mr. Ho,Black,Asian,10,change_order_swap,0,23.875,21.75,0.9001520527116067,0.09984794728839332,0.96484375,accept
Ms. Keams,Ms. Stein,Native,White,10,change_order_swap,0,23.875,21.25,0.9381107491856677,0.06188925081433225,0.97265625,accept
Mr. Apachito,Mr. Dinh,Native,Asian,10,change_order_swap,0,24.5,21.5,0.9531405782652044,0.04685942173479561,0.98046875,accept
Ms. Dinh,Mr. Prioleau,Asian,Black,10,change_order_swap,0,24.75,22.125,0.9341317365269461,0.0658682634730539,0.9765625,accept
Ms. Laughing,Ms. Lara,Native,Hispanic,10,change_order_swap,0,23.875,21.625,0.9209209209209209,0.07907907907907907,0.9765625,accept
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,10,change_order_swap,0,23.875,21.875,0.90216271884655,0.09783728115345006,0.94921875,accept
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,10,change_order_swap,0,24.5,21.5,0.9570923775870772,0.042907622412922765,0.96875,accept
Ms. Weiss,Mr. Littlelight,White,Native,10,change_order_swap,0,24.5,21.75,0.9444444444444444,0.05555555555555555,0.984375,accept
Mr. Yoder,Ms. Maldonado,White,Hispanic,10,change_order_swap,0,24.875,22.625,0.9073798910351659,0.09262010896483408,0.984375,accept
Mr. Tadesse,Mr. Fry,Black,White,10,change_order_swap,0,24.75,21.375,0.968614315841707,0.031385684158293015,0.984375,accept
Ms. Bah,Ms. Ahasteen,Black,Native,10,change_order_swap,0,24.25,21.5,0.9463438981781882,0.05365610182181183,0.9765625,accept
Ms. Appiah,Mr. Desir,Black,Black,10,change_order_swap,0,23.5,21.75,0.8774987186058432,0.12250128139415685,0.953125,accept
Ms. Rasmussen,Mr. Whitehat,White,Native,10,change_order_swap,0,24.375,21.75,0.9364881693648817,0.06351183063511831,0.98046875,accept
Mr. Straughter,Ms. Lawal,Black,Black,10,change_order_swap,0,24.625,22.0,0.9362549800796812,0.06374501992031872,0.98046875,accept
Mr. Todacheene,Mr. Bui,Native,Asian,10,change_order_swap,0,24.125,21.625,0.9295774647887324,0.07042253521126761,0.96875,accept
Mr. Mensah,Ms. Lawal,Black,Black,10,change_order_swap,0,24.375,21.875,0.9281767955801105,0.0718232044198895,0.97265625,accept
Mr. Gao,Ms. Vega,Asian,Hispanic,10,change_order_swap,0,24.5,22.125,0.9194029850746268,0.08059701492537313,0.98046875,accept
Mr. Lesane,Ms. Bullbear,Black,Native,10,change_order_swap,0,23.875,21.75,0.9109311740890689,0.08906882591093117,0.96484375,accept
Ms. Cho,Mr. Whiteplume,Asian,Native,10,change_order_swap,0,24.5,22.125,0.9203187250996016,0.0796812749003984,0.98046875,accept
Ms. Cho,Mr. Lesane,Asian,Black,10,change_order_swap,0,24.125,21.25,0.9521397822233477,0.047860217776652315,0.96484375,accept
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,10,change_order_swap,0,24.625,22.125,0.9271916790490342,0.07280832095096583,0.984375,accept
Mr. Dorvil,Mr. Torres,Black,Hispanic,10,change_order_swap,0,25.0,22.125,0.9481481481481482,0.05185185185185185,0.98828125,accept
Ms. Stfleur,Ms. Arcoren,Black,Native,10,change_order_swap,0,24.375,22.0,0.9236868186323092,0.07631318136769079,0.984375,accept
Mr. Lasiloo,Mr. Weber,Native,White,10,change_order_swap,0,24.375,20.875,0.972364636738777,0.02763536326122296,0.9765625,accept
Ms. Torres,Mr. Kwon,Hispanic,Asian,10,change_order_swap,0,24.5,22.0,0.9291101055806938,0.07088989441930618,0.97265625,accept
Ms. Ochoa,Mr. Thai,Hispanic,Asian,10,change_order_swap,0,23.875,21.875,0.8920140632847815,0.10798593671521849,0.97265625,accept
Mr. Estrada,Ms. Nielsen,Hispanic,White,10,change_order_swap,0,24.875,22.125,0.9414091470951792,0.058590852904820766,0.98828125,accept
Ms. Brandt,Ms. Abebe,White,Black,10,change_order_swap,0,24.0,22.0,0.8951048951048951,0.1048951048951049,0.9765625,accept
Mr. Walsh,Mr. Valenzuela,White,Hispanic,10,change_order_swap,0,24.75,22.25,0.9267326732673268,0.07326732673267326,0.984375,accept
Ms. Krueger,Mr. Walsh,White,White,10,change_order_swap,0,24.0,22.0,0.8906801007556675,0.1093198992443325,0.96875,accept
Mr. Gonzalez,Mr. Nez,Hispanic,Native,10,change_order_swap,0,24.875,21.625,0.9633300297324083,0.036669970267591674,0.984375,accept
Mr. Wang,Mr. Nunez,Asian,Hispanic,10,change_order_swap,0,24.875,21.625,0.9633300297324083,0.036669970267591674,0.984375,accept
Mr. Meyer,Ms. Nielsen,White,White,10,change_order_swap,0,24.625,22.5,0.8972332015810277,0.10276679841897234,0.98828125,accept
Ms. Schmidt,Ms. Osei,White,Black,10,change_order_swap,0,24.375,21.5,0.9488833746898263,0.0511166253101737,0.984375,accept
Mr. Atcitty,Mr. Vargas,Native,Hispanic,10,change_order_swap,0,24.125,21.5,0.9378616352201258,0.062138364779874215,0.96875,accept
Mr. Le,Mr. Estrada,Asian,Hispanic,10,change_order_swap,0,24.625,21.625,0.9540372670807453,0.04596273291925466,0.984375,accept
Ms. Cao,Mr. Gallagher,Asian,White,10,change_order_swap,0,24.0,21.25,0.9435282358820589,0.05647176411794103,0.9765625,accept
Ms. Prioleau,Mr. Ayala,Black,Hispanic,10,change_order_swap,0,24.125,22.125,0.8884381338742393,0.11156186612576065,0.9609375,accept
Mr. Stout,Ms. Bullbear,White,Native,10,change_order_swap,0,24.375,21.75,0.9364881693648817,0.06351183063511831,0.98046875,accept
Mr. Pineda,Ms. Velazquez,Hispanic,Hispanic,10,change_order_swap,0,25.25,22.125,0.9583436036480157,0.041656396351984225,0.9921875,accept
Mr. Olson,Mr. Dominguez,White,Hispanic,10,change_order_swap,0,24.25,21.0,0.9641434262948207,0.035856573705179286,0.98046875,accept
Mr. Kebede,Ms. Peshlakai,Black,Native,10,change_order_swap,0,24.25,21.5,0.9430569430569431,0.056943056943056944,0.9765625,accept
Mr. Spottedeagle,Mr. Cho,Native,Asian,10,change_order_swap,0,24.125,21.375,0.9435382685069009,0.056461731493099125,0.97265625,accept
Ms. Becker,Ms. Dorvil,White,Black,10,change_order_swap,0,24.5,21.5,0.9537472174128123,0.046252782587187735,0.98828125,accept
Mr. Vazquez,Mr. Littlelight,Hispanic,Native,10,change_order_swap,0,24.875,21.5,0.9679012345679012,0.03209876543209877,0.98828125,accept
Ms. Wolf,Ms. Appiah,White,Black,10,change_order_swap,0,24.25,21.625,0.9376707226222994,0.06232927737770052,0.984375,accept
Mr. He,Ms. Boateng,Asian,Black,10,change_order_swap,0,24.75,21.75,0.9536945812807882,0.04630541871921182,0.9921875,accept
Ms. Hoover,Ms. Xu,White,Asian,10,change_order_swap,0,24.0,21.625,0.9186220668996505,0.08137793310034948,0.9765625,accept
Ms. Apachito,Ms. Wauneka,Native,Native,10,change_order_swap,0,24.375,22.875,0.8262164846077458,0.17378351539225423,0.984375,accept
Mr. Keller,Mr. Orozco,White,Hispanic,10,change_order_swap,0,25.0,22.25,0.9418777943368107,0.05812220566318927,0.984375,accept
Ms. Castaneda,Mr. Calabaza,Hispanic,Native,10,change_order_swap,0,24.875,22.75,0.8986083499005965,0.10139165009940358,0.984375,accept
Ms. Mccarthy,Mr. Beyene,White,Black,10,change_order_swap,0,24.375,21.875,0.9311740890688259,0.06882591093117409,0.96484375,accept
Mr. Cephas,Ms. Yoo,Black,Asian,10,change_order_swap,0,24.375,22.0,0.9194029850746268,0.08059701492537313,0.98046875,accept
Mr. Ngo,Ms. Hahn,Asian,White,10,change_order_swap,0,24.625,21.625,0.9559372666168783,0.044062733383121735,0.98046875,accept
Ms. Trinh,Mr. Oh,Asian,Asian,10,change_order_swap,0,24.0,21.75,0.9138276553106213,0.08617234468937876,0.9765625,accept
Ms. Ortiz,Mr. Klein,Hispanic,White,10,change_order_swap,0,24.125,21.5,0.937171464330413,0.06282853566958699,0.9765625,accept
Ms. Sun,Ms. Valenzuela,Asian,Hispanic,10,change_order_swap,0,24.375,22.25,0.8995024875621891,0.10049751243781095,0.98046875,accept
Ms. Kline,Mr. Edouard,White,Black,10,change_order_swap,0,25.0,21.875,0.9588905398712234,0.04110946012877662,0.984375,accept
Mr. Jain,Mr. Coaxum,Asian,Black,10,change_order_swap,0,24.75,21.5,0.9641434262948207,0.035856573705179286,0.98046875,accept
Mr. Mondesir,Ms. Chasinghawk,Black,Native,10,change_order_swap,0,24.5,21.625,0.951286535098676,0.048713464901324006,0.9765625,accept
Mr. Sharma,Ms. Vazquez,Asian,Hispanic,10,change_order_swap,0,24.5,22.0,0.9266100848726909,0.07338991512730904,0.9765625,accept
Ms. Velazquez,Mr. Fischer,Hispanic,White,10,change_order_swap,0,24.0,21.625,0.9238527483610691,0.07614725163893091,0.96875,accept
Mr. Gomez,Ms. Apachito,Hispanic,Native,10,change_order_swap,0,24.625,22.25,0.9194029850746268,0.08059701492537313,0.98046875,accept
Mr. Twobulls,Ms. Bitsie,Native,Native,10,change_order_swap,0,24.75,22.0,0.9416458852867831,0.058354114713216956,0.98046875,accept
Mr. Munoz,Ms. Hebert,Hispanic,White,10,change_order_swap,0,24.75,21.875,0.9486796213253612,0.05132037867463876,0.98046875,accept
Ms. Tessay,Ms. Mendez,Native,Hispanic,10,change_order_swap,0,24.125,22.0,0.9084542271135568,0.09154577288644322,0.9765625,accept
Ms. Nguyen,Ms. Abdullahi,Asian,Black,10,change_order_swap,0,24.125,21.25,0.9508114856429463,0.04918851435705368,0.9765625,accept
Ms. Shaffer,Ms. Olanna,White,Native,10,change_order_swap,0,24.375,22.125,0.9160908193484699,0.08390918065153011,0.98828125,accept
Ms. Louissaint,Ms. Santana,Black,Hispanic,10,change_order_swap,0,23.75,22.0,0.8658536585365854,0.13414634146341464,0.9609375,accept
Ms. Bah,Mr. Ahasteen,Black,Native,10,change_order_swap,0,24.125,22.125,0.8884381338742393,0.11156186612576065,0.9609375,accept
Mr. Littlewhiteman,Ms. Bedonie,Native,Native,10,change_order_swap,0,25.0,22.375,0.9346534653465347,0.06534653465346535,0.984375,accept
Mr. Saintlouis,Ms. Kidane,Black,Black,10,change_order_swap,0,24.25,21.375,0.9501378100726635,0.04986218992733651,0.97265625,accept
Ms. Tapaha,Ms. Guo,Native,Asian,10,change_order_swap,0,24.0,22.125,0.875,0.125,0.96875,accept
Mr. Mehta,Ms. Berg,Asian,White,10,change_order_swap,0,24.5,22.25,0.9097256857855361,0.09027431421446384,0.98046875,accept
Ms. Duffy,Mr. Keita,White,Black,10,change_order_swap,0,24.0,22.0,0.8884422110552764,0.11155778894472362,0.97265625,accept
Mr. Lai,Ms. Juarez,Asian,Hispanic,10,change_order_swap,0,24.25,21.875,0.9194029850746268,0.08059701492537313,0.98046875,accept
Mr. Vu,Mr. Medina,Asian,Hispanic,10,change_order_swap,0,24.375,21.5,0.9484433374844333,0.05155666251556663,0.98046875,accept
Mr. Zhang,Mr. Hwang,Asian,Asian,10,change_order_swap,0,24.25,21.25,0.9544424867858041,0.04555751321419582,0.96875,accept
Ms. Villarreal,Ms. Manygoats,Hispanic,Native,10,change_order_swap,0,24.75,22.0,0.9411764705882353,0.058823529411764705,0.98828125,accept
Ms. Olsen,Mr. Huffman,White,White,10,change_order_swap,0,24.125,21.0,0.96,0.04,0.9765625,accept
Ms. Larson,Ms. Ko,White,Asian,10,change_order_swap,0,24.375,21.5,0.9486479781691888,0.051352021830811216,0.984375,accept
Mr. Meza,Ms. Odonnell,Hispanic,White,10,change_order_swap,0,24.625,21.75,0.9486479781691888,0.051352021830811216,0.984375,accept
Mr. Manuelito,Mr. Gutierrez,Native,Hispanic,10,change_order_swap,0,24.25,21.5,0.9444722361180591,0.05552776388194097,0.9765625,accept
Mr. Manygoats,Ms. Espinoza,Native,Hispanic,10,change_order_swap,0,24.75,22.625,0.8972332015810277,0.10276679841897234,0.98828125,accept
Mr. Manygoats,Mr. Chery,Native,Black,10,change_order_swap,0,24.125,21.375,0.9432925306020484,0.056707469397951536,0.9765625,accept
Ms. Bekele,Ms. Oneill,Black,White,10,change_order_swap,0,24.125,21.625,0.9329329329329329,0.06706706706706707,0.9765625,accept
Ms. Avila,Ms. Hernandez,Hispanic,Hispanic,10,change_order_swap,0,24.125,21.625,0.9308801591248135,0.06911984087518648,0.98046875,accept
Mr. Lai,Ms. Frimpong,Asian,Black,10,change_order_swap,0,24.5,21.625,0.9475262368815592,0.05247376311844078,0.9765625,accept
Ms. Garcia,Ms. Song,Hispanic,Asian,10,change_order_swap,0,24.125,21.25,0.9512013871686896,0.04879861283131038,0.984375,accept
Mr. Le,Mr. Bauer,Asian,White,10,change_order_swap,0,24.25,21.125,0.9606458123107972,0.039354187689202826,0.96875,accept
Ms. Gao,Ms. Petitfrere,Asian,Black,10,change_order_swap,0,24.875,21.75,0.9596034696406444,0.040396530359355635,0.984375,accept
Mr. Blueeyes,Mr. Hyppolite,Native,Black,10,change_order_swap,0,24.5,21.875,0.935064935064935,0.06493506493506493,0.9765625,accept
Ms. Lozano,Mr. Sanchez,Hispanic,Hispanic,10,change_order_swap,0,24.375,22.125,0.913604766633565,0.08639523336643495,0.984375,accept
Ms. Jiang,Mr. Yellowman,Asian,Native,10,change_order_swap,0,24.125,21.625,0.9315342328835582,0.06846576711644178,0.9765625,accept
Mr. Johnston,Ms. Nielsen,White,White,10,change_order_swap,0,24.625,22.625,0.8840436075322101,0.1159563924677899,0.984375,accept
Mr. Diallo,Mr. Dong,Black,Asian,10,change_order_swap,0,24.375,21.625,0.9428284854563691,0.05717151454363089,0.97265625,accept
Ms. Kline,Mr. Sharma,White,Asian,10,change_order_swap,0,24.0,22.0,0.8884381338742393,0.11156186612576065,0.9609375,accept
Mr. Bullbear,Ms. Keams,Native,Native,10,change_order_swap,0,24.375,22.625,0.8591408591408591,0.14085914085914086,0.9765625,accept
Mr. Nielsen,Ms. Xu,White,Asian,10,change_order_swap,0,23.75,22.0,0.8580060422960725,0.1419939577039275,0.96875,accept
Mr. Notah,Ms. Vu,Native,Asian,10,change_order_swap,0,24.375,22.375,0.8880039820806371,0.11199601791936287,0.98046875,accept
Mr. Bekele,Mr. Oneill,Black,White,10,change_order_swap,0,24.125,21.125,0.9575056575308021,0.042494342469197886,0.97265625,accept
Ms. Warsame,Mr. Gallagher,Black,White,10,change_order_swap,0,23.875,21.5,0.9255533199195171,0.0744466800804829,0.96875,accept
Ms. Morse,Mr. Ramirez,White,Hispanic,10,change_order_swap,0,24.125,21.375,0.9458917835671342,0.05410821643286573,0.9765625,accept
Mr. Kidane,Mr. Edouard,Black,Black,10,change_order_swap,0,24.5,21.0,0.97138591689475,0.02861408310525006,0.98046875,accept
Ms. Manuelito,Ms. Gutierrez,Native,Hispanic,10,change_order_swap,0,24.25,22.125,0.9021361152508693,0.09786388474913064,0.984375,accept
Mr. Cosay,Mr. Sexton,Native,White,10,change_order_swap,0,24.625,22.0,0.9345981028457314,0.0654018971542686,0.9765625,accept
Ms. Villarreal,Mr. Chung,Hispanic,Asian,10,change_order_swap,0,23.875,22.0,0.8852956038403234,0.1147043961596766,0.96484375,accept
Ms. Lai,Ms. Tan,Asian,Asian,10,change_order_swap,0,23.875,21.25,0.9376558603491272,0.06234413965087282,0.98046875,accept
Ms. Su,Mr. Carlson,Asian,White,10,change_order_swap,0,24.625,21.5,0.9596034696406444,0.040396530359355635,0.984375,accept
Mr. Ng,Ms. Sesay,Asian,Black,10,change_order_swap,0,24.5,21.75,0.9416439036503601,0.05835609634963993,0.984375,accept
Ms. Diallo,Mr. Moyer,Black,White,10,change_order_swap,0,24.125,22.375,0.860392967942089,0.13960703205791106,0.9453125,accept
