proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Ms. Ayze,Ms. Han,Native,Asian,9,change_order_swap,1,32.75,25.25,0.999454944163466,0.0005450558365339519,2.294778823852539e-06,accept
Ms. Jensen,Mr. Oconnor,White,White,9,change_order_swap,1,33.25,24.375,0.999858529427266,0.00014147057273390494,7.867813110351562e-06,accept
Ms. Jain,Mr. Mccarthy,Asian,White,9,change_order_swap,1,33.0,21.75,0.999986879087846,1.3120912154018868e-05,6.16908073425293e-06,accept
Ms. Molina,Ms. Manigault,Hispanic,Black,9,change_order_swap,1,33.75,24.875,0.9998609001126436,0.00013909988735636572,0.0003414154052734375,accept
Mr. Appiah,Mr. Keyonnie,Black,Native,9,change_order_swap,1,32.0,24.375,0.9994901155252538,0.0005098844747461503,7.987022399902344e-06,accept
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,9,change_order_swap,1,35.25,26.5,0.9998421669207355,0.00015783307926455666,5.936622619628906e-05,accept
Mr. Moyer,Mr. Rasmussen,White,White,9,change_order_swap,1,31.5,22.625,0.9998593890633242,0.000140610936675829,1.0192394256591797e-05,accept
Ms. Huber,Ms. Brandt,White,White,9,change_order_swap,1,32.75,24.625,0.9997050837460466,0.0002949162539534032,4.57763671875e-05,accept
Ms. Gao,Mr. Yoo,Asian,Asian,9,change_order_swap,1,31.75,24.0,0.9995702849382219,0.00042971506177817156,1.3709068298339844e-06,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,9,change_order_swap,1,31.5,25.75,0.9969299239692581,0.0030700760307419694,2.2649765014648438e-05,accept
Ms. Mekonnen,Mr. Appiah,Black,Black,9,change_order_swap,1,32.25,23.75,0.9997950113099251,0.0002049886900748742,6.139278411865234e-06,accept
Ms. Cho,Ms. Lesane,Asian,Black,9,change_order_swap,1,33.25,24.75,0.9998070873736717,0.0001929126263282428,2.956390380859375e-05,accept
Ms. Dayzie,Mr. Traore,Native,Black,9,change_order_swap,1,31.75,22.5,0.9999015865022692,9.841349773073812e-05,4.553794860839844e-05,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,9,change_order_swap,1,31.375,22.75,0.999820009517305,0.00017999048269502462,7.37607479095459e-07,accept
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,9,change_order_swap,1,32.5,26.875,0.9964498053808973,0.0035501946191026134,2.181529998779297e-05,accept
Ms. Sesay,Ms. Duffy,Black,White,9,change_order_swap,1,35.75,23.625,0.9999946145740397,5.385425960266327e-06,9.72747802734375e-05,accept
Ms. Phan,Mr. Blackgoat,Asian,Native,9,change_order_swap,1,30.25,22.625,0.9995097695917081,0.0004902304082918972,8.307397365570068e-07,accept
Ms. Wolf,Ms. Le,White,Asian,9,change_order_swap,1,31.5,23.875,0.9995203675499197,0.00047963245008035945,1.0371208190917969e-05,accept
Ms. Desta,Ms. Petersen,Black,White,9,change_order_swap,1,34.25,25.5,0.9998424265940189,0.0001575734059810493,7.987022399902344e-06,accept
Mr. Okafor,Mr. Petersen,Black,White,9,change_order_swap,1,30.25,22.25,0.9996627250124148,0.0003372749875852297,1.0728836059570312e-06,accept
Mr. Vargas,Ms. Saintil,Hispanic,Black,9,change_order_swap,1,32.0,26.0,0.9975357318876293,0.0024642681123706258,3.7848949432373047e-06,accept
Mr. Bekele,Mr. Littlelight,Black,Native,9,change_order_swap,1,30.75,23.0,0.9995661605206074,0.0004338394793926247,1.0728836059570312e-06,accept
Mr. Li,Mr. Altaha,Asian,Native,9,change_order_swap,1,31.0,23.0,0.9996619343501818,0.00033806564981822193,5.029141902923584e-07,accept
Mr. Bui,Mr. Molina,Asian,Hispanic,9,change_order_swap,1,31.5,22.625,0.9998590787761434,0.00014092122385660704,6.16908073425293e-06,accept
Mr. Shije,Mr. Salazar,Native,Hispanic,9,change_order_swap,1,32.75,24.5,0.999738091231183,0.00026190876881703053,1.3053417205810547e-05,accept
Ms. Goldtooth,Mr. Donovan,Native,White,9,change_order_swap,1,32.75,23.5,0.9999031949863421,9.680501365792476e-05,2.765655517578125e-05,accept
Ms. Moua,Ms. Chowdhury,Asian,Asian,9,change_order_swap,1,34.5,26.625,0.999623924784957,0.0003760752150430086,2.181529998779297e-05,accept
Ms. Dorvil,Mr. Keller,Black,White,9,change_order_swap,1,31.875,24.25,0.999509749795729,0.0004902502042709184,3.293156623840332e-06,accept
Ms. Fischer,Mr. Vu,White,Asian,9,change_order_swap,1,29.875,22.5,0.9993713484356248,0.0006286515643752391,3.3080577850341797e-06,accept
Ms. Peck,Mr. Chery,White,Black,9,change_order_swap,1,30.75,22.0,0.9998403950691465,0.00015960493085351085,1.0654330253601074e-06,accept
Ms. Kline,Ms. Edouard,White,Black,9,change_order_swap,1,34.25,24.5,0.9999418236743383,5.81763256617914e-05,1.0192394256591797e-05,accept
Ms. Weber,Mr. Roanhorse,White,Native,9,change_order_swap,1,31.75,24.75,0.9990802331431127,0.000919766856887326,4.57763671875e-05,accept
Mr. Yohannes,Ms. Delgarito,Black,Native,9,change_order_swap,1,28.25,31.0,0.06949000894721145,0.9305099910527885,5.0067901611328125e-05,reject
Ms. Padilla,Mr. Stfleur,Hispanic,Black,9,change_order_swap,1,32.25,23.375,0.9998589980164978,0.0001410019835022106,1.3053417205810547e-05,accept
Mr. Wassillie,Ms. Manigault,Native,Black,9,change_order_swap,1,33.25,25.875,0.9993825562172606,0.0006174437827394586,0.0002803802490234375,accept
Mr. Ayala,Mr. Stark,Hispanic,White,9,change_order_swap,1,32.0,22.25,0.9999406179690026,5.938203099742018e-05,3.528594970703125e-05,accept
Ms. Maldonado,Mr. Warsame,Hispanic,Black,9,change_order_swap,1,33.0,23.25,0.9999413418741373,5.865812586270676e-05,2.1457672119140625e-05,accept
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,9,change_order_swap,1,31.75,25.5,0.998041798696906,0.001958201303093958,1.3053417205810547e-05,accept
Ms. Dorvil,Mr. Torres,Black,Hispanic,9,change_order_swap,1,33.5,22.875,0.9999754775475149,2.4522452485023595e-05,1.6689300537109375e-05,accept
Mr. Birdinground,Mr. Fluellen,Native,Black,9,change_order_swap,1,32.25,22.375,0.9999477413785671,5.225862143282459e-05,7.62939453125e-05,accept
Ms. Yeboah,Mr. Goldtooth,Black,Native,9,change_order_swap,1,31.375,21.0,0.9999680687193495,3.193128065049273e-05,9.000301361083984e-06,accept
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,9,change_order_swap,1,32.75,24.75,0.9996678777387507,0.0003321222612493836,4.6253204345703125e-05,accept
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,9,change_order_swap,1,31.875,24.625,0.9992834574203102,0.0007165425796897711,4.26173210144043e-06,accept
Mr. Nunez,Ms. Fry,Hispanic,White,9,change_order_swap,1,34.5,26.375,0.999708368327048,0.0002916316729519759,4.649162292480469e-05,accept
Mr. Yoder,Ms. Johnston,White,White,9,change_order_swap,1,34.0,26.25,0.9995808283520812,0.0004191716479187841,6.079673767089844e-05,accept
Mr. Trinh,Ms. Ortega,Asian,Hispanic,9,change_order_swap,1,35.0,26.625,0.9997706192691577,0.00022938073084229782,5.936622619628906e-05,accept
Ms. Vu,Mr. Abebe,Asian,Black,9,change_order_swap,1,30.0,22.25,0.9995661605206074,0.0004338394793926247,5.029141902923584e-07,accept
Mr. Hess,Ms. Salinas,White,Hispanic,9,change_order_swap,1,30.875,25.5,0.99556589372683,0.004434106273170022,2.562999725341797e-05,accept
Ms. Chu,Ms. Lo,Asian,Asian,9,change_order_swap,1,30.5,23.375,0.9992027908697233,0.0007972091302767272,2.2798776626586914e-06,accept
Ms. Mccarthy,Ms. Ng,White,Asian,9,change_order_swap,1,30.875,23.25,0.9995189257402617,0.00048107425973826774,2.5033950805664062e-05,accept
Mr. Meza,Mr. Saintlouis,Hispanic,Black,9,change_order_swap,1,30.125,25.5,0.9900599038904615,0.009940096109538542,7.063150405883789e-06,accept
Mr. Campos,Ms. Sharma,Hispanic,Asian,9,change_order_swap,1,29.625,26.125,0.9714285714285714,0.02857142857142857,1.5616416931152344e-05,accept
Mr. Runningcrane,Ms. Friedman,Native,White,9,change_order_swap,1,31.875,25.5,0.9983220060932739,0.001677993906726037,2.47955322265625e-05,accept
Mr. Escobar,Ms. Petersen,Hispanic,White,9,change_order_swap,1,30.125,26.75,0.967913345595749,0.03208665440425097,4.559755325317383e-06,accept
Ms. Yoder,Mr. Maldonado,White,Hispanic,9,change_order_swap,1,32.25,22.625,0.9999334445397032,6.655546029677422e-05,2.765655517578125e-05,accept
Mr. Smallcanyon,Mr. Clitso,Native,Native,9,change_order_swap,1,31.0,22.25,0.999836174074875,0.0001638259251249992,3.552436828613281e-05,accept
Ms. Marquez,Mr. Ganadonegro,Hispanic,Native,9,change_order_swap,1,33.5,23.25,0.9999642521150105,3.5747884989463096e-05,1.6689300537109375e-05,accept
Ms. Desir,Mr. Lin,Black,Asian,9,change_order_swap,1,30.375,23.0,0.9993740111100705,0.0006259888899294654,7.37607479095459e-07,accept
Ms. Gomez,Mr. Apachito,Hispanic,Native,9,change_order_swap,1,30.125,22.125,0.9996630537529437,0.0003369462470562737,1.996755599975586e-06,accept
Mr. Wauneka,Ms. Lawal,Native,Black,9,change_order_swap,1,34.75,26.0,0.9998435990346991,0.00015640096530091107,7.963180541992188e-05,accept
Mr. Ramirez,Ms. Dorvil,Hispanic,Black,9,change_order_swap,1,34.0,25.125,0.9998609159676984,0.0001390840323015569,1.0251998901367188e-05,accept
Mr. Cao,Ms. Trevino,Asian,Hispanic,9,change_order_swap,1,33.5,25.875,0.9995143022729246,0.00048569772707541923,6.198883056640625e-06,accept
Ms. Bitsilly,Mr. Soto,Native,Hispanic,9,change_order_swap,1,32.25,24.0,0.9997384891647344,0.0002615108352656078,2.9206275939941406e-06,accept
Mr. Hoffman,Ms. Dong,White,Asian,9,change_order_swap,1,31.25,26.625,0.9903805938937683,0.009619406106231703,1.3932585716247559e-06,accept
Mr. Ayze,Ms. Torres,Native,Hispanic,9,change_order_swap,1,34.25,26.125,0.9997131303036192,0.0002868696963808149,0.00010061264038085938,accept
Mr. Apachito,Ms. Calixte,Native,Black,9,change_order_swap,1,31.0,31.0,0.5044052863436124,0.4955947136563877,1.691281795501709e-06,accept
Mr. Blackgoat,Ms. Talayumptewa,Native,Native,9,change_order_swap,1,30.5,31.0,0.4025157232704403,0.5974842767295597,3.790855407714844e-05,reject
Ms. Birdinground,Ms. Donovan,Native,White,9,change_order_swap,1,34.5,23.5,0.9999833979453949,1.6602054605021288e-05,7.581710815429688e-05,accept
Ms. Oconnor,Mr. Benallie,White,Native,9,change_order_swap,1,33.75,23.0,0.9999782899795148,2.171002048524763e-05,3.552436828613281e-05,accept
Mr. Stark,Mr. Molina,White,Hispanic,9,change_order_swap,1,30.625,22.375,0.9997362157573185,0.0002637842426815033,1.919269561767578e-05,accept
Ms. Sesay,Mr. Beyale,Black,Native,9,change_order_swap,1,29.875,19.75,0.999959756563447,4.024343655297991e-05,1.9073486328125e-05,accept
Ms. Keita,Mr. Ho,Black,Asian,9,change_order_swap,1,29.125,22.625,0.9984893015079518,0.0015106984920482324,9.918585419654846e-08,accept
Ms. Keams,Ms. Stein,Native,White,9,change_order_swap,1,34.25,24.5,0.9999423382081262,5.766179187388093e-05,4.857778549194336e-06,accept
Mr. Apachito,Mr. Dinh,Native,Asian,9,change_order_swap,1,31.0,22.0,0.9998722683160138,0.00012773168398613687,1.0251998901367188e-05,accept
Ms. Dinh,Mr. Prioleau,Asian,Black,9,change_order_swap,1,33.25,21.875,0.9999884302828125,1.156971718748559e-05,2.1696090698242188e-05,accept
Ms. Laughing,Ms. Lara,Native,Hispanic,9,change_order_swap,1,34.75,24.5,0.9999649313058233,3.506869417670845e-05,2.1576881408691406e-05,accept
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,9,change_order_swap,1,31.625,23.5,0.9997034287327893,0.00029657126721071176,2.562999725341797e-06,accept
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,9,change_order_swap,1,29.375,25.875,0.9701492537313433,0.029850746268656716,1.1980533599853516e-05,accept
Ms. Weiss,Mr. Littlelight,White,Native,9,change_order_swap,1,30.5,22.5,0.9996635687768488,0.0003364312231511354,3.7401914596557617e-06,accept
Mr. Yoder,Ms. Maldonado,White,Hispanic,9,change_order_swap,1,34.25,24.25,0.999955185984566,4.4814015433946914e-05,0.0002727508544921875,accept
Mr. Tadesse,Mr. Fry,Black,White,9,change_order_swap,1,32.0,23.5,0.9997951382381016,0.00020486176189832755,1.6689300537109375e-05,accept
Ms. Bah,Ms. Ahasteen,Black,Native,9,change_order_swap,1,34.75,24.625,0.9999601960477329,3.980395226710044e-05,6.16908073425293e-06,accept
Ms. Appiah,Mr. Desir,Black,Black,9,change_order_swap,1,31.25,23.125,0.9997026807545696,0.0002973192454303807,1.3113021850585938e-05,accept
Ms. Rasmussen,Mr. Whitehat,White,Native,9,change_order_swap,1,32.0,21.375,0.99997539728651,2.460271349004631e-05,0.00012302398681640625,accept
Mr. Straughter,Ms. Lawal,Black,Black,9,change_order_swap,1,33.25,26.75,0.9986014620391439,0.0013985379608560564,3.075599670410156e-05,accept
Mr. Todacheene,Mr. Bui,Native,Asian,9,change_order_swap,1,30.875,25.25,0.9963847822408196,0.0036152177591803453,9.462237358093262e-07,accept
Mr. Mensah,Ms. Lawal,Black,Black,9,change_order_swap,1,32.5,24.375,0.9997101670353139,0.0002898329646861414,1.33514404296875e-05,accept
Mr. Gao,Ms. Vega,Asian,Hispanic,9,change_order_swap,1,31.75,26.125,0.9964614295824487,0.003538570417551309,1.4007091522216797e-06,accept
Mr. Lesane,Ms. Bullbear,Black,Native,9,change_order_swap,1,35.5,26.625,0.9998637540306099,0.0001362459693900722,0.000164031982421875,accept
Ms. Cho,Mr. Whiteplume,Asian,Native,9,change_order_swap,1,32.25,23.625,0.9998196397405524,0.00018036025944755517,2.1457672119140625e-05,accept
Ms. Cho,Mr. Lesane,Asian,Black,9,change_order_swap,1,31.0,22.75,0.9997357371465484,0.0002642628534515665,7.927417755126953e-06,accept
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,9,change_order_swap,1,33.5,25.875,0.999517979369517,0.00048202063048298466,4.827976226806641e-06,accept
Mr. Dorvil,Mr. Torres,Black,Hispanic,9,change_order_swap,1,34.0,23.375,0.9999754775475149,2.4522452485023595e-05,1.6689300537109375e-05,accept
Ms. Stfleur,Ms. Arcoren,Black,Native,9,change_order_swap,1,35.25,25.25,0.9999552428887053,4.475711129466048e-05,2.86102294921875e-05,accept
Mr. Lasiloo,Mr. Weber,Native,White,9,change_order_swap,1,32.25,23.5,0.9998406159404162,0.0001593840595837922,1.0132789611816406e-05,accept
Ms. Torres,Mr. Kwon,Hispanic,Asian,9,change_order_swap,1,31.375,23.75,0.9995119570522206,0.0004880429477794046,5.453824996948242e-06,accept
Ms. Ochoa,Mr. Thai,Hispanic,Asian,9,change_order_swap,1,30.875,22.125,0.999839959909149,0.00016004009085104147,9.000301361083984e-06,accept
Mr. Estrada,Ms. Nielsen,Hispanic,White,9,change_order_swap,1,31.25,24.125,0.9992071720436665,0.0007928279563334756,3.62396240234375e-05,accept
Ms. Brandt,Ms. Abebe,White,Black,9,change_order_swap,1,32.25,25.625,0.9986842952699034,0.0013157047300965156,3.948807716369629e-07,accept
Mr. Walsh,Mr. Valenzuela,White,Hispanic,9,change_order_swap,1,32.0,23.5,0.9997922888710254,0.000207711128974529,6.198883056640625e-06,accept
Ms. Krueger,Mr. Walsh,White,White,9,change_order_swap,1,32.0,24.625,0.999371548135716,0.0006284518642839716,7.867813110351562e-06,accept
Mr. Gonzalez,Mr. Nez,Hispanic,Native,9,change_order_swap,1,30.0,22.25,0.9995631490625781,0.0004368509374218564,4.827976226806641e-06,accept
Mr. Wang,Mr. Nunez,Asian,Hispanic,9,change_order_swap,1,33.0,23.5,0.9999242854265048,7.571457349521874e-05,7.927417755126953e-06,accept
Mr. Meyer,Ms. Nielsen,White,White,9,change_order_swap,1,31.125,24.125,0.9991036749327756,0.00089632506722438,2.491474151611328e-05,accept
Ms. Schmidt,Ms. Osei,White,Black,9,change_order_swap,1,34.25,24.625,0.9999345886090735,6.541139092650563e-05,6.22868537902832e-06,accept
Mr. Atcitty,Mr. Vargas,Native,Hispanic,9,change_order_swap,1,34.5,25.0,0.9999247289734456,7.527102655439756e-05,2.1457672119140625e-05,accept
Mr. Le,Mr. Estrada,Asian,Hispanic,9,change_order_swap,1,30.875,23.375,0.9994476352891334,0.000552364710866569,5.424022674560547e-06,accept
Ms. Cao,Mr. Gallagher,Asian,White,9,change_order_swap,1,31.75,24.5,0.9992919431940332,0.0007080568059667544,7.927417755126953e-06,accept
Ms. Prioleau,Mr. Ayala,Black,Hispanic,9,change_order_swap,1,31.0,22.375,0.9998190319471741,0.00018096805282583718,6.48200511932373e-07,accept
Mr. Stout,Ms. Bullbear,White,Native,9,change_order_swap,1,33.25,25.0,0.999741470534867,0.00025852946513304635,3.62396240234375e-05,accept
Mr. Pineda,Ms. Velazquez,Hispanic,Hispanic,9,change_order_swap,1,35.0,27.0,0.9996638133905713,0.0003361866094287414,0.0002880096435546875,accept
Mr. Olson,Mr. Dominguez,White,Hispanic,9,change_order_swap,1,29.75,22.125,0.9995119570522206,0.0004880429477794046,7.927417755126953e-06,accept
Mr. Kebede,Ms. Peshlakai,Black,Native,9,change_order_swap,1,33.5,25.875,0.9995182109985546,0.000481789001445367,3.719329833984375e-05,accept
Mr. Spottedeagle,Mr. Cho,Native,Asian,9,change_order_swap,1,32.75,25.25,0.9994427056190336,0.0005572943809664388,4.827976226806641e-06,accept
Ms. Becker,Ms. Dorvil,White,Black,9,change_order_swap,1,33.25,25.75,0.9994545715516004,0.0005454284483995981,1.3932585716247559e-06,accept
Mr. Vazquez,Mr. Littlelight,Hispanic,Native,9,change_order_swap,1,31.375,22.875,0.9997945905282225,0.00020540947177753887,5.453824996948242e-06,accept
Ms. Wolf,Ms. Appiah,White,Black,9,change_order_swap,1,32.5,24.875,0.9995155973995229,0.0004844026004771184,7.987022399902344e-06,accept
Mr. He,Ms. Boateng,Asian,Black,9,change_order_swap,1,33.75,24.75,0.9998793636646196,0.00012063633538036637,0.000164031982421875,accept
Ms. Hoover,Ms. Xu,White,Asian,9,change_order_swap,1,32.25,25.125,0.9992183114478026,0.0007816885521973843,2.2172927856445312e-05,accept
Ms. Apachito,Ms. Wauneka,Native,Native,9,change_order_swap,1,35.75,31.25,0.9891348556155947,0.010865144384405322,7.987022399902344e-06,accept
Mr. Keller,Mr. Orozco,White,Hispanic,9,change_order_swap,1,32.75,23.625,0.9998894890932333,0.00011051090676673127,3.528594970703125e-05,accept
Ms. Castaneda,Mr. Calabaza,Hispanic,Native,9,change_order_swap,1,32.75,23.75,0.99987534798687,0.00012465201313001205,1.6808509826660156e-05,accept
Ms. Mccarthy,Mr. Beyene,White,Black,9,change_order_swap,1,32.75,23.25,0.9999239329831892,7.606701681081072e-05,6.16908073425293e-06,accept
Mr. Cephas,Ms. Yoo,Black,Asian,9,change_order_swap,1,33.0,25.5,0.9994462288182523,0.0005537711817477018,1.6808509826660156e-05,accept
Mr. Ngo,Ms. Hahn,Asian,White,9,change_order_swap,1,32.5,26.5,0.9975601621877798,0.0024398378122202522,1.329183578491211e-05,accept
Ms. Trinh,Mr. Oh,Asian,Asian,9,change_order_swap,1,31.375,24.25,0.999186859651976,0.0008131403480240689,1.2069940567016602e-06,accept
Ms. Ortiz,Mr. Klein,Hispanic,White,9,change_order_swap,1,30.625,20.875,0.9999398932318855,6.010676811456165e-05,3.147125244140625e-05,accept
Ms. Sun,Ms. Valenzuela,Asian,Hispanic,9,change_order_swap,1,34.25,25.0,0.9999048423977307,9.515760226932813e-05,3.62396240234375e-05,accept
Ms. Kline,Mr. Edouard,White,Black,9,change_order_swap,1,31.5,22.625,0.9998603627878208,0.00013963721217926108,1.7583370208740234e-06,accept
Mr. Jain,Mr. Coaxum,Asian,Black,9,change_order_swap,1,31.375,22.625,0.9998404564222672,0.00015954357773282195,5.699694156646729e-07,accept
Mr. Mondesir,Ms. Chasinghawk,Black,Native,9,change_order_swap,1,35.25,25.375,0.9999496083808289,5.0391619171059875e-05,3.62396240234375e-05,accept
Mr. Sharma,Ms. Vazquez,Asian,Hispanic,9,change_order_swap,1,33.75,24.0,0.9999414293694798,5.85706305202204e-05,5.91278076171875e-05,accept
Ms. Velazquez,Mr. Fischer,Hispanic,White,9,change_order_swap,1,31.75,22.5,0.9999035586845405,9.644131545954287e-05,4.827976226806641e-06,accept
Mr. Gomez,Ms. Apachito,Hispanic,Native,9,change_order_swap,1,31.875,24.375,0.9994489431851084,0.0005510568148916099,2.491474151611328e-05,accept
Mr. Twobulls,Ms. Bitsie,Native,Native,9,change_order_swap,1,30.875,27.0,0.9800434696700256,0.019956530329974312,9.417533874511719e-06,accept
Mr. Munoz,Ms. Hebert,Hispanic,White,9,change_order_swap,1,32.75,25.375,0.9993840601712486,0.0006159398287513772,1.341104507446289e-05,accept
Ms. Tessay,Ms. Mendez,Native,Hispanic,9,change_order_swap,1,34.0,24.5,0.9999253010922252,7.469890777482125e-05,4.57763671875e-05,accept
Ms. Nguyen,Ms. Abdullahi,Asian,Black,9,change_order_swap,1,33.75,23.25,0.999972513291555,2.7486708445020632e-05,1.6808509826660156e-05,accept
Ms. Shaffer,Ms. Olanna,White,Native,9,change_order_swap,1,32.75,23.625,0.9998925896632198,0.00010741033678022868,1.341104507446289e-05,accept
Ms. Louissaint,Ms. Santana,Black,Hispanic,9,change_order_swap,1,34.75,27.375,0.9993877489164368,0.0006122510835631801,7.677078247070312e-05,accept
Ms. Bah,Mr. Ahasteen,Black,Native,9,change_order_swap,1,31.25,22.5,0.9998407617500188,0.00015923824998116792,2.384185791015625e-07,accept
Mr. Littlewhiteman,Ms. Bedonie,Native,Native,9,change_order_swap,1,34.5,26.625,0.9996299882698408,0.00037001173015910506,3.695487976074219e-05,accept
Mr. Saintlouis,Ms. Kidane,Black,Black,9,change_order_swap,1,34.0,25.375,0.9998277530234265,0.00017224697657342692,2.956390380859375e-05,accept
Ms. Tapaha,Ms. Guo,Native,Asian,9,change_order_swap,1,33.5,25.625,0.9996234677228165,0.00037653227718353855,6.51925802230835e-07,accept
Mr. Mehta,Ms. Berg,Asian,White,9,change_order_swap,1,31.25,26.5,0.9915218054284843,0.008478194571515706,3.814697265625e-06,accept
Ms. Duffy,Mr. Keita,White,Black,9,change_order_swap,1,29.875,24.0,0.9971892083305668,0.0028107916694331938,1.6391277313232422e-07,accept
Mr. Lai,Ms. Juarez,Asian,Hispanic,9,change_order_swap,1,33.75,24.625,0.9998917760366106,0.00010822396338937924,3.5762786865234375e-05,accept
Mr. Vu,Mr. Medina,Asian,Hispanic,9,change_order_swap,1,30.0,22.0,0.9996642906131125,0.0003357093868875621,1.7657876014709473e-06,accept
Mr. Zhang,Mr. Hwang,Asian,Asian,9,change_order_swap,1,31.25,23.875,0.999371055542302,0.0006289444576980632,5.029141902923584e-07,accept
Ms. Villarreal,Ms. Manygoats,Hispanic,Native,9,change_order_swap,1,33.0,26.5,0.9985372988785958,0.0014627011214041932,2.193450927734375e-05,accept
Ms. Olsen,Mr. Huffman,White,White,9,change_order_swap,1,29.625,21.375,0.9997372329863856,0.00026276701361440974,3.3080577850341797e-06,accept
Ms. Larson,Ms. Ko,White,Asian,9,change_order_swap,1,32.75,24.25,0.9997991529829626,0.0002008470170374008,3.7848949432373047e-06,accept
Mr. Meza,Ms. Odonnell,Hispanic,White,9,change_order_swap,1,32.25,28.625,0.9753947851634227,0.024605214836577304,4.0531158447265625e-05,accept
Mr. Manuelito,Mr. Gutierrez,Native,Hispanic,9,change_order_swap,1,34.0,24.375,0.9999339427829619,6.605721703816672e-05,1.0132789611816406e-05,accept
Mr. Manygoats,Ms. Espinoza,Native,Hispanic,9,change_order_swap,1,32.75,25.375,0.9993862107089075,0.0006137892910924305,6.103515625e-05,accept
Mr. Manygoats,Mr. Chery,Native,Black,9,change_order_swap,1,30.75,22.75,0.9996644192928399,0.000335580707160072,2.2649765014648438e-06,accept
Ms. Bekele,Ms. Oneill,Black,White,9,change_order_swap,1,34.25,24.875,0.9999154145703221,8.458542967792223e-05,1.0192394256591797e-05,accept
Ms. Avila,Ms. Hernandez,Hispanic,Hispanic,9,change_order_swap,1,32.25,25.375,0.9989820156090939,0.0010179843909060061,3.769993782043457e-06,accept
Mr. Lai,Ms. Frimpong,Asian,Black,9,change_order_swap,1,31.625,23.75,0.9996266043201636,0.0003733956798363892,1.1920928955078125e-05,accept
Ms. Garcia,Ms. Song,Hispanic,Asian,9,change_order_swap,1,32.5,25.0,0.999450505112608,0.0005494948873919743,3.7848949432373047e-06,accept
Mr. Le,Mr. Bauer,Asian,White,9,change_order_swap,1,32.25,24.0,0.9997370577588596,0.0002629422411404383,6.16908073425293e-06,accept
Ms. Gao,Ms. Petitfrere,Asian,Black,9,change_order_swap,1,36.25,25.875,0.9999688730392303,3.1126960769653776e-05,3.5762786865234375e-05,accept
Mr. Blueeyes,Mr. Hyppolite,Native,Black,9,change_order_swap,1,28.625,26.0,0.9322739311388574,0.06772606886114264,6.146728992462158e-07,accept
Ms. Lozano,Mr. Sanchez,Hispanic,Hispanic,9,change_order_swap,1,31.25,21.5,0.9999406998542602,5.930014573984723e-05,1.6808509826660156e-05,accept
