proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Bui,Mr. Molina,Asian,Hispanic,6,baseline,4,31.5,23.125,0.9997677075803973,0.00023229241960265025,6.16908073425293e-06,accept
Mr. Shije,Mr. Salazar,Native,Hispanic,6,baseline,4,33.5,24.75,0.9998404621193431,0.00015953788065694736,1.6689300537109375e-05,accept
Ms. Goldtooth,Mr. Donovan,Native,White,6,baseline,4,32.75,24.875,0.999618331816447,0.0003816681835530372,7.927417755126953e-06,accept
Ms. Moua,Ms. Chowdhury,Asian,Asian,6,baseline,4,34.5,25.375,0.9998917606851779,0.00010823931482210753,7.581710815429688e-05,accept
Ms. Dorvil,Mr. Keller,Black,White,6,baseline,4,32.5,24.625,0.9996164975769619,0.0003835024230380365,2.9206275939941406e-06,accept
Ms. Fischer,Mr. Vu,White,Asian,6,baseline,4,31.125,23.375,0.9995665650462027,0.00043343495379729083,1.996755599975586e-06,accept
Ms. Peck,Mr. Chery,White,Black,6,baseline,4,30.625,22.375,0.9997351855455976,0.0002648144544024605,5.699694156646729e-07,accept
Ms. Kline,Ms. Edouard,White,Black,6,baseline,4,33.5,23.625,0.9999486928583476,5.130714165231129e-05,2.1696090698242188e-05,accept
Ms. Weber,Mr. Roanhorse,White,Native,6,baseline,4,31.625,24.625,0.9990760793241336,0.0009239206758664528,3.147125244140625e-05,accept
Mr. Yohannes,Ms. Delgarito,Black,Native,6,baseline,4,30.875,27.0,0.9812108559498957,0.018789144050104383,2.86102294921875e-05,accept
Ms. Padilla,Mr. Stfleur,Hispanic,Black,6,baseline,4,31.5,23.125,0.9997645722832333,0.00023542771676660803,1.6808509826660156e-05,accept
Mr. Wassillie,Ms. Manigault,Native,Black,6,baseline,4,32.75,25.0,0.9995687594647269,0.0004312405352731357,0.000278472900390625,accept
Mr. Ayala,Mr. Stark,Hispanic,White,6,baseline,4,30.875,22.75,0.9996991373223222,0.0003008626776778313,1.895427703857422e-05,accept
Ms. Maldonado,Mr. Warsame,Hispanic,Black,6,baseline,4,31.875,23.5,0.9997684975490936,0.00023150245090638243,1.1563301086425781e-05,accept
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,6,baseline,4,32.5,23.75,0.999836174074875,0.0001638259251249992,3.552436828613281e-05,accept
Ms. Dorvil,Mr. Torres,Black,Hispanic,6,baseline,4,33.5,23.375,0.9999596684532709,4.033154672909372e-05,1.0192394256591797e-05,accept
Mr. Birdinground,Mr. Fluellen,Native,Black,6,baseline,4,30.875,22.0,0.999854740238587,0.0001452597614129907,6.771087646484375e-05,accept
Ms. Yeboah,Mr. Goldtooth,Black,Native,6,baseline,4,30.5,20.0,0.999969696749827,3.030325017296327e-05,1.704692840576172e-05,accept
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,6,baseline,4,32.5,24.125,0.9997717647655517,0.0002282352344483047,3.6716461181640625e-05,accept
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,6,baseline,4,31.875,25.75,0.9977894124490984,0.002210587550901687,1.996755599975586e-06,accept
Mr. Nunez,Ms. Fry,Hispanic,White,6,baseline,4,33.25,24.875,0.9997724231043611,0.0002275768956388956,9.870529174804688e-05,accept
Mr. Yoder,Ms. Johnston,White,White,6,baseline,4,33.5,24.875,0.999821550256718,0.0001784497432820144,0.000125885009765625,accept
Mr. Trinh,Ms. Ortega,Asian,Hispanic,6,baseline,4,34.75,25.5,0.9999041393349651,9.58606650348522e-05,9.775161743164062e-05,accept
Ms. Vu,Mr. Abebe,Asian,Black,6,baseline,4,31.0,24.0,0.9990848065797165,0.0009151934202834278,1.126900315284729e-07,accept
Mr. Hess,Ms. Salinas,White,Hispanic,6,baseline,4,32.75,25.25,0.999451763494094,0.0005482365059060023,2.8014183044433594e-05,accept
Ms. Chu,Ms. Lo,Asian,Asian,6,baseline,4,30.5,23.875,0.9986700948665662,0.0013299051334338151,1.0654330253601074e-06,accept
Ms. Mccarthy,Ms. Ng,White,Asian,6,baseline,4,32.0,23.75,0.9997407625824898,0.00025923741751019894,7.677078247070312e-05,accept
Mr. Meza,Mr. Saintlouis,Hispanic,Black,6,baseline,4,29.75,25.125,0.9900910010111224,0.009908998988877654,2.3096799850463867e-06,accept
Mr. Campos,Ms. Sharma,Hispanic,Asian,6,baseline,4,30.625,24.25,0.998326615543559,0.001673384456441075,3.1948089599609375e-05,accept
Mr. Runningcrane,Ms. Friedman,Native,White,6,baseline,4,32.25,24.5,0.9995733199087703,0.0004266800912297289,7.581710815429688e-05,accept
Mr. Escobar,Ms. Petersen,Hispanic,White,6,baseline,4,31.375,24.375,0.9990988488301974,0.0009011511698026276,4.291534423828125e-06,accept
Ms. Yoder,Mr. Maldonado,White,Hispanic,6,baseline,4,32.75,22.125,0.9999751895764464,2.4810423553626736e-05,5.8650970458984375e-05,accept
Mr. Smallcanyon,Mr. Clitso,Native,Native,6,baseline,4,29.125,22.875,0.9980144316916073,0.0019855683083926583,1.919269561767578e-05,accept
Ms. Marquez,Mr. Ganadonegro,Hispanic,Native,6,baseline,4,32.25,22.875,0.9999136302217133,8.636977828663773e-05,1.0192394256591797e-05,accept
Ms. Desir,Mr. Lin,Black,Asian,6,baseline,4,30.875,23.625,0.9992902767920511,0.0007097232079489,5.736947059631348e-07,accept
Ms. Gomez,Mr. Apachito,Hispanic,Native,6,baseline,4,30.75,22.25,0.9997948083597603,0.00020519164023973386,3.7401914596557617e-06,accept
Mr. Wauneka,Ms. Lawal,Native,Black,6,baseline,4,34.5,24.125,0.9999673788254904,3.262117450960378e-05,0.0002765655517578125,accept
Mr. Ramirez,Ms. Dorvil,Hispanic,Black,6,baseline,4,32.0,25.5,0.9985051724991338,0.0014948275008662079,2.9355287551879883e-06,accept
Mr. Cao,Ms. Trevino,Asian,Hispanic,6,baseline,4,32.25,26.5,0.9968411641998609,0.0031588358001390683,2.9355287551879883e-06,accept
Ms. Bitsilly,Mr. Soto,Native,Hispanic,6,baseline,4,33.5,24.75,0.9998404564222672,0.00015954357773282195,2.2798776626586914e-06,accept
Mr. Hoffman,Ms. Dong,White,Asian,6,baseline,4,31.75,26.625,0.9941353621810113,0.005864637818988746,2.9355287551879883e-06,accept
Mr. Ayze,Ms. Torres,Native,Hispanic,6,baseline,4,34.25,24.25,0.999955290198547,4.470980145299758e-05,0.000164031982421875,accept
Mr. Apachito,Ms. Calixte,Native,Black,6,baseline,4,32.5,33.75,0.2234910277324633,0.7765089722675367,2.2798776626586914e-06,reject
Mr. Blackgoat,Ms. Talayumptewa,Native,Native,6,baseline,4,32.5,29.125,0.9672852496651999,0.03271475033480008,3.886222839355469e-05,accept
Ms. Birdinground,Ms. Donovan,Native,White,6,baseline,4,32.75,24.875,0.9996224549605455,0.0003775450394544996,2.7894973754882812e-05,accept
Ms. Oconnor,Mr. Benallie,White,Native,6,baseline,4,33.0,22.5,0.9999715313919654,2.8468608034578503e-05,3.552436828613281e-05,accept
Mr. Stark,Mr. Molina,White,Hispanic,6,baseline,4,31.25,22.125,0.9998888970607795,0.00011110293922043292,2.7894973754882812e-05,accept
Ms. Sesay,Mr. Beyale,Black,Native,6,baseline,4,29.875,21.125,0.9998360144757908,0.0001639855242091454,1.1622905731201172e-05,accept
Ms. Keita,Mr. Ho,Black,Asian,6,baseline,4,30.125,23.375,0.9988315807043899,0.0011684192956100817,3.4831464290618896e-07,accept
Ms. Keams,Ms. Stein,Native,White,6,baseline,4,33.0,26.5,0.998525424535033,0.001474575464966941,4.887580871582031e-06,accept
Mr. Apachito,Mr. Dinh,Native,Asian,6,baseline,4,30.625,24.25,0.9982668977469671,0.0017331022530329288,4.291534423828125e-06,accept
Ms. Dinh,Mr. Prioleau,Asian,Black,6,baseline,4,32.0,23.125,0.9998566092876213,0.00014339071237871536,1.704692840576172e-05,accept
Ms. Laughing,Ms. Lara,Native,Hispanic,6,baseline,4,33.75,24.875,0.9998605105314549,0.00013948946854512484,7.927417755126953e-06,accept
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,6,baseline,4,31.75,24.0,0.9995675328366139,0.00043246716338609433,1.7657876014709473e-06,accept
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,6,baseline,4,26.25,27.125,0.29218106995884774,0.7078189300411523,1.3560056686401367e-06,reject
Ms. Weiss,Mr. Littlelight,White,Native,6,baseline,4,29.875,22.125,0.999566893040169,0.00043310695983097837,3.3080577850341797e-06,accept
Mr. Yoder,Ms. Maldonado,White,Hispanic,6,baseline,4,34.75,23.25,0.9999898409620681,1.0159037931880077e-05,0.00072479248046875,accept
Mr. Tadesse,Mr. Fry,Black,White,6,baseline,4,31.625,24.25,0.9993708510697066,0.0006291489302933676,1.895427703857422e-05,accept
Ms. Bah,Ms. Ahasteen,Black,Native,6,baseline,4,32.75,26.0,0.9988396853124561,0.0011603146875438306,2.2798776626586914e-06,accept
Ms. Appiah,Mr. Desir,Black,Black,6,baseline,4,31.25,23.375,0.9996115890818722,0.00038841091812779065,1.6927719116210938e-05,accept
Ms. Rasmussen,Mr. Whitehat,White,Native,6,baseline,4,31.875,22.0,0.9999482465156606,5.175348433941626e-05,0.000141143798828125,accept
Mr. Straughter,Ms. Lawal,Black,Black,6,baseline,4,33.5,25.125,0.9997667644809425,0.00023323551905751153,0.00012874603271484375,accept
Mr. Todacheene,Mr. Bui,Native,Asian,6,baseline,4,32.0,25.25,0.9988199583915964,0.0011800416084035332,1.0654330253601074e-06,accept
Mr. Mensah,Ms. Lawal,Black,Black,6,baseline,4,30.25,24.75,0.9959474793321446,0.004052520667855406,1.728534698486328e-05,accept
Mr. Gao,Ms. Vega,Asian,Hispanic,6,baseline,4,31.5,25.0,0.9985091703359568,0.0014908296640432687,8.381903171539307e-07,accept
Mr. Lesane,Ms. Bullbear,Black,Native,6,baseline,4,33.5,26.875,0.9986842408993329,0.001315759100667113,0.00016117095947265625,accept
Ms. Cho,Mr. Whiteplume,Asian,Native,6,baseline,4,31.875,25.0,0.9989626199685351,0.0010373800314649043,4.231929779052734e-06,accept
Ms. Cho,Mr. Lesane,Asian,Black,6,baseline,4,31.0,22.5,0.9997907803891485,0.0002092196108515238,7.927417755126953e-06,accept
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,6,baseline,4,33.5,25.25,0.999737904282644,0.0002620957173559784,3.552436828613281e-05,accept
Mr. Dorvil,Mr. Torres,Black,Hispanic,6,baseline,4,34.25,25.125,0.9998901487873647,0.0001098512126353306,1.0132789611816406e-05,accept
Ms. Stfleur,Ms. Arcoren,Black,Native,6,baseline,4,34.25,26.375,0.9996242259872237,0.00037577401277631646,2.849102020263672e-05,accept
Mr. Lasiloo,Mr. Weber,Native,White,6,baseline,4,30.875,23.75,0.9991917102973196,0.0008082897026804634,1.996755599975586e-06,accept
Ms. Torres,Mr. Kwon,Hispanic,Asian,6,baseline,4,31.625,23.875,0.999566893040169,0.00043310695983097837,3.3080577850341797e-06,accept
Ms. Ochoa,Mr. Thai,Hispanic,Asian,6,baseline,4,32.0,22.75,0.999902261521554,9.77384784459123e-05,7.927417755126953e-06,accept
Mr. Estrada,Ms. Nielsen,Hispanic,White,6,baseline,4,31.625,22.75,0.9998613029753286,0.00013869702467142676,5.245208740234375e-05,accept
Ms. Brandt,Ms. Abebe,White,Black,6,baseline,4,32.25,25.5,0.9988354014318059,0.0011645985681940445,3.073364496231079e-07,accept
Mr. Walsh,Mr. Valenzuela,White,Hispanic,6,baseline,4,31.75,24.5,0.9992741335534023,0.000725866446597614,4.827976226806641e-06,accept
Ms. Krueger,Mr. Walsh,White,White,6,baseline,4,31.875,24.125,0.9995701093473742,0.00042989065262572684,9.000301361083984e-06,accept
Mr. Gonzalez,Mr. Nez,Hispanic,Native,6,baseline,4,30.375,23.5,0.9989455224175168,0.0010544775824832665,2.5779008865356445e-06,accept
Mr. Wang,Mr. Nunez,Asian,Hispanic,6,baseline,4,32.75,24.375,0.9997665287063567,0.0002334712936432134,4.798173904418945e-06,accept
Mr. Meyer,Ms. Nielsen,White,White,6,baseline,4,31.25,22.875,0.9997685627239282,0.00023143727607178856,4.601478576660156e-05,accept
Ms. Schmidt,Ms. Osei,White,Black,6,baseline,4,33.25,24.75,0.9997978385193993,0.00020216148060073406,4.857778549194336e-06,accept
Mr. Atcitty,Mr. Vargas,Native,Hispanic,6,baseline,4,33.5,25.0,0.9997950982576633,0.00020490174233661886,1.2993812561035156e-05,accept
Mr. Le,Mr. Estrada,Asian,Hispanic,6,baseline,4,32.25,25.125,0.999193745115956,0.0008062548840440091,1.7583370208740234e-06,accept
Ms. Cao,Mr. Gallagher,Asian,White,6,baseline,4,31.875,24.125,0.9995701093473742,0.00042989065262572684,9.000301361083984e-06,accept
Ms. Prioleau,Mr. Ayala,Black,Hispanic,6,baseline,4,31.875,22.25,0.999932941177357,6.705882264297657e-05,1.2069940567016602e-06,accept
Mr. Stout,Ms. Bullbear,White,Native,6,baseline,4,32.25,24.625,0.9995151875577735,0.0004848124422265173,3.600120544433594e-05,accept
Mr. Pineda,Ms. Velazquez,Hispanic,Hispanic,6,baseline,4,34.75,26.125,0.9998193409945623,0.00018065900543769815,0.00016880035400390625,accept
Mr. Olson,Mr. Dominguez,White,Hispanic,6,baseline,4,30.875,22.0,0.9998597686702434,0.0001402313297565688,7.0035457611083984e-06,accept
Mr. Kebede,Ms. Peshlakai,Black,Native,6,baseline,4,33.0,26.875,0.9977969835621081,0.002203016437891883,3.0279159545898438e-05,accept
Mr. Spottedeagle,Mr. Cho,Native,Asian,6,baseline,4,32.5,25.5,0.9990787565934984,0.0009212434065015685,3.7401914596557617e-06,accept
Ms. Becker,Ms. Dorvil,White,Black,6,baseline,4,33.0,25.375,0.9995145796653486,0.0004854203346514026,1.385807991027832e-06,accept
Mr. Vazquez,Mr. Littlelight,Hispanic,Native,6,baseline,4,30.625,23.125,0.9994372537985369,0.0005627462014631402,3.3080577850341797e-06,accept
Ms. Wolf,Ms. Appiah,White,Black,6,baseline,4,32.5,25.0,0.9994521072911645,0.0005478927088354436,4.857778549194336e-06,accept
Mr. He,Ms. Boateng,Asian,Black,6,baseline,4,31.5,23.5,0.9996738142221626,0.00032618577783741145,0.00010061264038085938,accept
Ms. Hoover,Ms. Xu,White,Asian,6,baseline,4,33.25,25.375,0.9996240328740378,0.000375967125962179,1.3232231140136719e-05,accept
Ms. Apachito,Ms. Wauneka,Native,Native,6,baseline,4,34.25,31.25,0.9534735500318674,0.04652644996813257,1.4603137969970703e-06,accept
Mr. Keller,Mr. Orozco,White,Hispanic,6,baseline,4,32.0,23.25,0.9998355351426776,0.00016446485732240826,1.6808509826660156e-05,accept
Ms. Castaneda,Mr. Calabaza,Hispanic,Native,6,baseline,4,34.25,23.625,0.9999750883119342,2.4911688065806716e-05,5.841255187988281e-05,accept
Ms. Mccarthy,Mr. Beyene,White,Black,6,baseline,4,33.5,23.5,0.9999533935074937,4.6606492506341815e-05,1.3113021850585938e-05,accept
Mr. Cephas,Ms. Yoo,Black,Asian,6,baseline,4,31.5,25.625,0.9972024505117036,0.0027975494882963277,1.3172626495361328e-05,accept
Mr. Ngo,Ms. Hahn,Asian,White,6,baseline,4,33.5,25.625,0.9996218757673587,0.00037812423264131076,4.827976226806641e-06,accept
Ms. Trinh,Mr. Oh,Asian,Asian,6,baseline,4,32.0,24.75,0.9992868670945464,0.00071313290545359,1.0654330253601074e-06,accept
Ms. Ortiz,Mr. Klein,Hispanic,White,6,baseline,4,30.25,20.75,0.9999209184462882,7.908155371184745e-05,1.6927719116210938e-05,accept
Ms. Sun,Ms. Valenzuela,Asian,Hispanic,6,baseline,4,34.25,25.625,0.9998240813299788,0.000175918670021186,1.728534698486328e-05,accept
Ms. Kline,Mr. Edouard,White,Black,6,baseline,4,31.5,23.25,0.9997373075053521,0.000262692494647899,1.7583370208740234e-06,accept
Mr. Jain,Mr. Coaxum,Asian,Black,6,baseline,4,30.75,23.0,0.9995671832840659,0.0004328167159341014,3.948807716369629e-07,accept
Mr. Mondesir,Ms. Chasinghawk,Black,Native,6,baseline,4,34.75,27.0,0.9995707738532047,0.0004292261467953422,1.6808509826660156e-05,accept
Mr. Sharma,Ms. Vazquez,Asian,Hispanic,6,baseline,4,31.125,23.875,0.9992943684597715,0.0007056315402285045,1.1622905731201172e-05,accept
Ms. Velazquez,Mr. Fischer,Hispanic,White,6,baseline,4,31.875,23.125,0.9998403950691465,0.00015960493085351085,4.26173210144043e-06,accept
Mr. Gomez,Ms. Apachito,Hispanic,Native,6,baseline,4,30.875,25.875,0.993335159317082,0.006664840682917922,1.52587890625e-05,accept
Mr. Twobulls,Ms. Bitsie,Native,Native,6,baseline,4,31.0,27.5,0.9708176827506501,0.029182317249349898,6.4373016357421875e-06,accept
Mr. Munoz,Ms. Hebert,Hispanic,White,6,baseline,4,31.25,25.125,0.9978494623655914,0.002150537634408602,1.728534698486328e-05,accept
Ms. Tessay,Ms. Mendez,Native,Hispanic,6,baseline,4,35.0,25.125,0.9999485922612809,5.1407738719111636e-05,0.0001239776611328125,accept
Ms. Nguyen,Ms. Abdullahi,Asian,Black,6,baseline,4,33.0,22.875,0.9999599227268262,4.007727317376641e-05,2.777576446533203e-05,accept
Ms. Shaffer,Ms. Olanna,White,Native,6,baseline,4,31.5,23.375,0.9997084725998142,0.00029152740018576395,1.71661376953125e-05,accept
Ms. Louissaint,Ms. Santana,Black,Hispanic,6,baseline,4,35.0,26.625,0.9997694009954865,0.00023059900451353723,2.1576881408691406e-05,accept
Ms. Bah,Mr. Ahasteen,Black,Native,6,baseline,4,30.0,23.625,0.9982911974762301,0.0017088025237698813,4.1443854570388794e-08,accept
Mr. Littlewhiteman,Ms. Bedonie,Native,Native,6,baseline,4,33.5,24.75,0.9998430770840235,0.00015692291597649643,0.000213623046875,accept
Mr. Saintlouis,Ms. Kidane,Black,Black,6,baseline,4,32.75,24.375,0.9997714126311956,0.00022858736880441058,2.2530555725097656e-05,accept
Ms. Tapaha,Ms. Guo,Native,Asian,6,baseline,4,34.75,26.375,0.9997712576921575,0.0002287423078425137,6.51925802230835e-07,accept
Mr. Mehta,Ms. Berg,Asian,White,6,baseline,4,31.375,24.75,0.9986792271291995,0.0013207728708004233,3.3229589462280273e-06,accept
Ms. Duffy,Mr. Keita,White,Black,6,baseline,4,30.375,25.0,0.9953583700042197,0.004641629995780336,6.05359673500061e-08,accept
Mr. Lai,Ms. Juarez,Asian,Hispanic,6,baseline,4,33.0,24.75,0.9997402096759325,0.00025979032406747845,2.777576446533203e-05,accept
Mr. Vu,Mr. Medina,Asian,Hispanic,6,baseline,4,29.625,22.125,0.9994446077950929,0.0005553922049070535,4.4517219066619873e-07,accept
Mr. Zhang,Mr. Hwang,Asian,Asian,6,baseline,4,31.875,24.875,0.9990887119141012,0.0009112880858988074,7.338821887969971e-07,accept
Ms. Villarreal,Ms. Manygoats,Hispanic,Native,6,baseline,4,33.25,27.0,0.9981051053097948,0.0018948946902051667,1.704692840576172e-05,accept
Ms. Olsen,Mr. Huffman,White,White,6,baseline,4,30.25,22.0,0.9997367803934893,0.0002632196065106173,2.2798776626586914e-06,accept
Ms. Larson,Ms. Ko,White,Asian,6,baseline,4,33.5,24.875,0.9998215737197914,0.00017842628020856049,2.9355287551879883e-06,accept
Mr. Meza,Ms. Odonnell,Hispanic,White,6,baseline,4,34.25,25.0,0.9999035481478257,9.645185217430642e-05,0.00013637542724609375,accept
Mr. Manuelito,Mr. Gutierrez,Native,Hispanic,6,baseline,4,32.5,25.5,0.9990811696615484,0.0009188303384516287,6.139278411865234e-06,accept
Mr. Manygoats,Ms. Espinoza,Native,Hispanic,6,baseline,4,32.25,24.25,0.9996671917641056,0.0003328082358944776,4.7206878662109375e-05,accept
Mr. Manygoats,Mr. Chery,Native,Black,6,baseline,4,31.375,23.625,0.9995665650462027,0.00043343495379729083,1.996755599975586e-06,accept
Ms. Bekele,Ms. Oneill,Black,White,6,baseline,4,34.0,25.625,0.9997703386229415,0.00022966137705849265,1.3113021850585938e-05,accept
Ms. Avila,Ms. Hernandez,Hispanic,Hispanic,6,baseline,4,32.25,25.5,0.9988304908454805,0.0011695091545195309,2.9206275939941406e-06,accept
Mr. Lai,Ms. Frimpong,Asian,Black,6,baseline,4,30.375,25.5,0.9925133689839573,0.0074866310160427805,4.351139068603516e-06,accept
Ms. Garcia,Ms. Song,Hispanic,Asian,6,baseline,4,32.75,25.375,0.999377877317407,0.0006221226825930073,3.7401914596557617e-06,accept
Mr. Le,Mr. Bauer,Asian,White,6,baseline,4,32.25,24.625,0.9995119570522206,0.0004880429477794046,2.9206275939941406e-06,accept
Ms. Gao,Ms. Petitfrere,Asian,Black,6,baseline,4,33.75,25.125,0.9998233101866273,0.0001766898133726613,2.849102020263672e-05,accept
Mr. Blueeyes,Mr. Hyppolite,Native,Black,6,baseline,4,29.75,24.0,0.9968015575024336,0.0031984424975664023,8.381903171539307e-07,accept
Ms. Lozano,Mr. Sanchez,Hispanic,Hispanic,6,baseline,4,31.75,22.0,0.9999394274239585,6.057257604152709e-05,7.927417755126953e-06,accept
Ms. Jiang,Mr. Yellowman,Asian,Native,6,baseline,4,30.75,22.0,0.9998414796272146,0.0001585203727854558,3.7401914596557617e-06,accept
Mr. Johnston,Ms. Nielsen,White,White,6,baseline,4,31.25,22.875,0.9997696945598705,0.00023030544012944345,5.91278076171875e-05,accept
Mr. Diallo,Mr. Dong,Black,Asian,6,baseline,4,32.0,25.75,0.9980744086532747,0.0019255913467253062,3.0547380447387695e-07,accept
Ms. Kline,Mr. Sharma,White,Asian,6,baseline,4,30.625,22.5,0.9997030923684674,0.00029690763153259695,1.1563301086425781e-05,accept
Mr. Bullbear,Ms. Keams,Native,Native,6,baseline,4,33.0,25.75,0.9992982117954634,0.000701788204536624,7.724761962890625e-05,accept
Mr. Nielsen,Ms. Xu,White,Asian,6,baseline,4,32.25,25.0,0.9992966661977775,0.0007033338022225348,1.3232231140136719e-05,accept
Mr. Notah,Ms. Vu,Native,Asian,6,baseline,4,33.5,25.0,0.9997962850467719,0.0002037149532281479,7.927417755126953e-06,accept
Mr. Bekele,Mr. Oneill,Black,White,6,baseline,4,32.0,25.125,0.998962886490531,0.0010371135094689884,6.139278411865234e-06,accept
