proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Mr. Ravenell,Ms. Peck,Black,White,0,baseline,10,30.5,37.5,0.0009141410589972575,0.9990858589410028,8.270144462585449e-07,reject
Ms. Ayze,Ms. Han,Native,Asian,0,baseline,10,29.625,36.75,0.0008028556959523721,0.9991971443040476,2.207234501838684e-07,reject
Ms. Jensen,Mr. Oconnor,White,White,0,baseline,10,32.75,30.25,0.9241622574955908,0.07583774250440917,1.6530975699424744e-08,accept
Ms. Jain,Mr. Mccarthy,Asian,White,0,baseline,10,32.25,30.125,0.8928571428571429,0.10714285714285714,4.889443516731262e-09,accept
Ms. Molina,Ms. Manigault,Hispanic,Black,0,baseline,10,31.125,37.25,0.002210392769792171,0.9977896072302078,4.4405460357666016e-06,reject
Mr. Appiah,Mr. Keyonnie,Black,Native,0,baseline,10,23.375,30.0,0.0013224014810896587,0.9986775985189104,8.585629984736443e-10,reject
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,0,baseline,10,33.0,39.75,0.001175395063340734,0.9988246049366593,7.12275505065918e-06,reject
Mr. Moyer,Mr. Rasmussen,White,White,0,baseline,10,27.75,31.875,0.01588306017844713,0.9841169398215529,2.87545844912529e-08,reject
Ms. Huber,Ms. Brandt,White,White,0,baseline,10,31.375,35.0,0.026109242351433606,0.9738907576485664,7.264316082000732e-07,reject
Ms. Gao,Mr. Yoo,Asian,Asian,0,baseline,10,33.75,31.75,0.8807339449541285,0.11926605504587157,2.223532646894455e-08,accept
Mr. Shah,Ms. Dominguez,Asian,Hispanic,0,baseline,10,28.5,34.75,0.001960694906752998,0.998039305093247,1.0192394256591797e-05,reject
Ms. Mekonnen,Mr. Appiah,Black,Black,0,baseline,10,32.5,30.875,0.8349900596421471,0.16500994035785288,1.8335413187742233e-09,accept
Ms. Cho,Ms. Lesane,Asian,Black,0,baseline,10,26.5,30.25,0.02312673450508788,0.9768732654949122,6.707523425575346e-12,reject
Ms. Dayzie,Mr. Traore,Native,Black,0,baseline,10,33.25,28.75,0.988896653466884,0.011103346533115925,1.8719583749771118e-07,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,0,baseline,10,32.25,29.625,0.932806324110672,0.06719367588932806,2.3010215954855084e-10,accept
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,0,baseline,10,29.875,37.75,0.0003820741223797417,0.9996179258776202,5.817413330078125e-05,reject
Ms. Sesay,Ms. Duffy,Black,White,0,baseline,10,31.75,38.5,0.0011716231745942764,0.9988283768254057,6.48200511932373e-07,reject
Ms. Phan,Mr. Blackgoat,Asian,Native,0,baseline,10,30.25,26.75,0.9706496377256539,0.029350362274346065,7.392372936010361e-09,accept
Ms. Wolf,Ms. Le,White,Asian,0,baseline,10,27.125,30.625,0.029504597227940167,0.9704954027720598,2.6542693376541138e-08,reject
Ms. Desta,Ms. Petersen,Black,White,0,baseline,10,30.0,37.25,0.0007156333355019192,0.999284366664498,2.905726432800293e-06,reject
Mr. Okafor,Mr. Petersen,Black,White,0,baseline,10,29.0,36.0,0.000909302094049713,0.9990906979059503,6.845220923423767e-08,reject
Mr. Vargas,Ms. Saintil,Hispanic,Black,0,baseline,10,30.5,35.0,0.010936757013789824,0.9890632429862102,1.8347054719924927e-07,reject
Mr. Bekele,Mr. Littlelight,Black,Native,0,baseline,10,27.75,34.0,0.001923718162464411,0.9980762818375356,5.3085386753082275e-08,reject
Mr. Li,Mr. Altaha,Asian,Native,0,baseline,10,25.375,31.375,0.002478003232178129,0.9975219967678218,6.344635039567947e-09,reject
Mr. Bui,Mr. Molina,Asian,Hispanic,0,baseline,10,28.625,34.75,0.0021848181357383813,0.9978151818642617,8.307397365570068e-07,reject
Mr. Shije,Mr. Salazar,Native,Hispanic,0,baseline,10,28.875,35.25,0.001701944843768073,0.9982980551562319,1.7583370208740234e-06,reject
Ms. Goldtooth,Mr. Donovan,Native,White,0,baseline,10,29.25,33.0,0.022900763358778626,0.9770992366412213,3.129243850708008e-07,reject
Ms. Moua,Ms. Chowdhury,Asian,Asian,0,baseline,10,33.25,38.75,0.0040974172459831495,0.9959025827540169,1.0132789611816406e-05,reject
Ms. Dorvil,Mr. Keller,Black,White,0,baseline,10,32.0,31.375,0.650887573964497,0.34911242603550297,2.459273673593998e-09,accept
Ms. Fischer,Mr. Vu,White,Asian,0,baseline,10,31.75,30.0,0.8516746411483254,0.14832535885167464,4.866160452365875e-08,accept
Ms. Peck,Mr. Chery,White,Black,0,baseline,10,31.5,27.875,0.9740134744947064,0.02598652550529355,4.729372449219227e-10,accept
Ms. Kline,Ms. Edouard,White,Black,0,baseline,10,30.125,34.75,0.009717897914897631,0.9902821020851024,3.0919909477233887e-07,reject
Ms. Weber,Mr. Roanhorse,White,Native,0,baseline,10,33.75,28.875,0.9923556519381946,0.007644348061805368,1.0728836059570312e-06,accept
Mr. Yohannes,Ms. Delgarito,Black,Native,0,baseline,10,28.125,36.5,0.0002559843789997559,0.9997440156210002,5.8650970458984375e-05,reject
Ms. Padilla,Mr. Stfleur,Hispanic,Black,0,baseline,10,31.125,33.0,0.13212795549374132,0.8678720445062587,1.6763806343078613e-07,reject
Mr. Wassillie,Ms. Manigault,Native,Black,0,baseline,10,29.125,34.75,0.0036829045318009664,0.996317095468199,8.940696716308594e-06,reject
Mr. Ayala,Mr. Stark,Hispanic,White,0,baseline,10,29.25,35.0,0.0031799597637744174,0.9968200402362256,2.1576881408691406e-05,reject
Ms. Maldonado,Mr. Warsame,Hispanic,Black,0,baseline,10,33.5,31.875,0.8359240069084629,0.16407599309153714,1.3504177331924438e-07,accept
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,0,baseline,10,27.75,35.25,0.0005542406380390338,0.999445759361961,1.6689300537109375e-05,reject
Ms. Dorvil,Mr. Torres,Black,Hispanic,0,baseline,10,33.0,35.0,0.1188118811881188,0.8811881188118812,4.7031790018081665e-08,reject
Mr. Birdinground,Mr. Fluellen,Native,Black,0,baseline,10,27.125,30.875,0.022988505747126436,0.9770114942528736,9.685754776000977e-07,reject
Ms. Yeboah,Mr. Goldtooth,Black,Native,0,baseline,10,27.25,31.5,0.014110032362459547,0.9858899676375404,1.7955899238586426e-06,reject
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,0,baseline,10,29.375,36.25,0.0010501681868339827,0.998949831813166,1.3634562492370605e-06,reject
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,0,baseline,10,29.75,31.625,0.1335149863760218,0.8664850136239782,5.3551048040390015e-09,reject
Mr. Nunez,Ms. Fry,Hispanic,White,0,baseline,10,30.125,38.5,0.00023320867342931543,0.9997667913265706,9.632110595703125e-05,reject
Mr. Yoder,Ms. Johnston,White,White,0,baseline,10,30.5,37.0,0.0015257611122899552,0.99847423888771,2.8759241104125977e-06,reject
Mr. Trinh,Ms. Ortega,Asian,Hispanic,0,baseline,10,32.75,40.75,0.00033737465096079995,0.9996626253490392,1.0132789611816406e-05,reject
Ms. Vu,Mr. Abebe,Asian,Black,0,baseline,10,29.0,26.375,0.932421340629275,0.06757865937072503,5.184119800105691e-11,accept
Mr. Hess,Ms. Salinas,White,Hispanic,0,baseline,10,28.75,35.5,0.0011844213753222322,0.9988155786246777,1.0013580322265625e-05,reject
Ms. Chu,Ms. Lo,Asian,Asian,0,baseline,10,27.25,26.75,0.6220735785953178,0.3779264214046823,3.410605131648481e-11,accept
Ms. Mccarthy,Ms. Ng,White,Asian,0,baseline,10,30.5,31.375,0.29553264604810997,0.7044673539518901,8.498318493366241e-09,reject
Mr. Meza,Mr. Saintlouis,Hispanic,Black,0,baseline,10,26.25,32.75,0.0014974751871843985,0.9985025248128157,8.344650268554688e-07,reject
Mr. Campos,Ms. Sharma,Hispanic,Asian,0,baseline,10,28.0,35.75,0.00043546242309996637,0.9995645375769,0.00015926361083984375,reject
Mr. Runningcrane,Ms. Friedman,Native,White,0,baseline,10,29.125,35.0,0.002818321380290081,0.99718167861971,1.0132789611816406e-05,reject
Mr. Escobar,Ms. Petersen,Hispanic,White,0,baseline,10,28.625,35.25,0.001334885620417045,0.9986651143795829,4.76837158203125e-06,reject
Ms. Yoder,Mr. Maldonado,White,Hispanic,0,baseline,10,29.125,33.0,0.02040816326530612,0.9795918367346939,5.140900611877441e-07,reject
Mr. Smallcanyon,Mr. Clitso,Native,Native,0,baseline,10,25.5,31.0,0.00403370169701888,0.9959662983029811,4.887580871582031e-06,reject
Ms. Marquez,Mr. Ganadonegro,Hispanic,Native,0,baseline,10,31.375,33.75,0.08518086347724621,0.9148191365227538,7.497146725654602e-08,reject
Ms. Desir,Mr. Lin,Black,Asian,0,baseline,10,29.75,31.375,0.16461916461916462,0.8353808353808354,5.9371814131736755e-09,reject
Ms. Gomez,Mr. Apachito,Hispanic,Native,0,baseline,10,30.125,30.125,0.4987593052109181,0.5012406947890818,9.406358003616333e-08,reject
Mr. Wauneka,Ms. Lawal,Native,Black,0,baseline,10,30.875,35.0,0.01610854889379052,0.9838914511062095,8.717179298400879e-07,reject
Mr. Ramirez,Ms. Dorvil,Hispanic,Black,0,baseline,10,30.125,37.75,0.0004905968928863451,0.9995094031071137,2.8461217880249023e-06,reject
Mr. Cao,Ms. Trevino,Asian,Hispanic,0,baseline,10,28.5,35.75,0.0007101873566213475,0.9992898126433787,3.557652235031128e-07,reject
Ms. Bitsilly,Mr. Soto,Native,Hispanic,0,baseline,10,29.25,34.75,0.004070458556968409,0.9959295414430316,2.5262124836444855e-08,reject
Mr. Hoffman,Ms. Dong,White,Asian,0,baseline,10,30.0,29.625,0.5954825462012321,0.40451745379876797,1.4202669262886047e-08,accept
Mr. Ayze,Ms. Torres,Native,Hispanic,0,baseline,10,31.125,39.25,0.00030217800609004904,0.99969782199391,2.753734588623047e-05,reject
Mr. Apachito,Ms. Calixte,Native,Black,0,baseline,10,30.5,37.0,0.0015121651075722972,0.9984878348924277,1.7415732145309448e-07,reject
Mr. Blackgoat,Ms. Talayumptewa,Native,Native,0,baseline,10,29.625,34.25,0.009757804299654007,0.990242195700346,3.7439167499542236e-07,reject
Ms. Birdinground,Ms. Donovan,Native,White,0,baseline,10,29.125,34.75,0.0036263598849568587,0.9963736401150431,3.725290298461914e-06,reject
Ms. Oconnor,Mr. Benallie,White,Native,0,baseline,10,30.125,33.25,0.041995841995842,0.9580041580041581,1.1175870895385742e-06,reject
Mr. Stark,Mr. Molina,White,Hispanic,0,baseline,10,25.875,31.75,0.002814491252561187,0.9971855087474388,6.444752216339111e-07,reject
Ms. Sesay,Mr. Beyale,Black,Native,0,baseline,10,27.0,31.625,0.009679618268575324,0.9903203817314247,2.1327286958694458e-07,reject
Ms. Keita,Mr. Ho,Black,Asian,0,baseline,10,28.125,31.75,0.025887862625211394,0.9741121373747886,3.4924596548080444e-09,reject
Ms. Keams,Ms. Stein,Native,White,0,baseline,10,28.875,36.75,0.00038234073881246596,0.9996176592611875,5.587935447692871e-08,reject
Mr. Apachito,Mr. Dinh,Native,Asian,0,baseline,10,25.0,31.0,0.002477291494632535,0.9975227085053675,3.5157427191734314e-08,reject
Ms. Dinh,Mr. Prioleau,Asian,Black,0,baseline,10,33.25,31.75,0.8174936921783011,0.1825063078216989,1.387670636177063e-07,accept
Ms. Laughing,Ms. Lara,Native,Hispanic,0,baseline,10,29.625,35.5,0.0028122761969641393,0.9971877238030359,8.344650268554688e-07,reject
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,0,baseline,10,33.5,32.75,0.6793048973143759,0.320695102685624,3.67872416973114e-08,accept
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,0,baseline,10,26.25,31.125,0.007534606623444892,0.9924653933765551,1.6577541828155518e-07,reject
Ms. Weiss,Mr. Littlelight,White,Native,0,baseline,10,30.25,27.25,0.9525581395348838,0.04744186046511628,5.878973752260208e-09,accept
Mr. Yoder,Ms. Maldonado,White,Hispanic,0,baseline,10,30.875,37.25,0.001725796039890919,0.9982742039601091,3.528594970703125e-05,reject
Mr. Tadesse,Mr. Fry,Black,White,0,baseline,10,27.75,34.75,0.0009083874440668843,0.9990916125559332,6.48200511932373e-07,reject
Ms. Bah,Ms. Ahasteen,Black,Native,0,baseline,10,29.25,34.25,0.006663854913538591,0.9933361450864614,6.472691893577576e-08,reject
Ms. Appiah,Mr. Desir,Black,Black,0,baseline,10,30.875,31.0,0.46804123711340206,0.5319587628865979,4.507601261138916e-07,reject
Ms. Rasmussen,Mr. Whitehat,White,Native,0,baseline,10,30.125,28.375,0.8514694201747418,0.14853057982525814,2.339482307434082e-06,accept
Mr. Straughter,Ms. Lawal,Black,Black,0,baseline,10,29.75,34.0,0.01425157121359653,0.9857484287864035,1.648440957069397e-07,reject
Mr. Todacheene,Mr. Bui,Native,Asian,0,baseline,10,29.5,31.75,0.09532710280373832,0.9046728971962616,1.5599653124809265e-08,reject
Mr. Mensah,Ms. Lawal,Black,Black,0,baseline,10,28.375,35.25,0.0010444667122626755,0.9989555332877373,1.3709068298339844e-06,reject
Mr. Gao,Ms. Vega,Asian,Hispanic,0,baseline,10,29.5,34.25,0.008617152236356175,0.9913828477636438,2.2649765014648438e-06,reject
Mr. Lesane,Ms. Bullbear,Black,Native,0,baseline,10,31.5,39.5,0.0003391601660968165,0.9996608398339032,0.00020313262939453125,reject
Ms. Cho,Mr. Whiteplume,Asian,Native,0,baseline,10,31.625,27.875,0.9769970723546634,0.02300292764533668,2.775341272354126e-07,accept
Ms. Cho,Mr. Lesane,Asian,Black,0,baseline,10,30.0,29.0,0.7303921568627451,0.2696078431372549,5.9371814131736755e-09,accept
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,0,baseline,10,29.0,35.25,0.001931868842714407,0.9980681311572855,8.307397365570068e-07,reject
Mr. Dorvil,Mr. Torres,Black,Hispanic,0,baseline,10,32.0,38.5,0.0014983233048731183,0.9985016766951269,3.0547380447387695e-07,reject
Ms. Stfleur,Ms. Arcoren,Black,Native,0,baseline,10,30.5,36.5,0.0024822490330774116,0.9975177509669226,5.029141902923584e-07,reject
Mr. Lasiloo,Mr. Weber,Native,White,0,baseline,10,27.625,35.0,0.0006289444576980632,0.999371055542302,5.029141902923584e-07,reject
Ms. Torres,Mr. Kwon,Hispanic,Asian,0,baseline,10,31.625,30.625,0.7294117647058823,0.27058823529411763,4.7497451305389404e-07,accept
Ms. Ochoa,Mr. Thai,Hispanic,Asian,0,baseline,10,32.0,29.875,0.8929889298892989,0.1070110701107011,1.2665987014770508e-07,accept
Mr. Estrada,Ms. Nielsen,Hispanic,White,0,baseline,10,28.25,34.0,0.0032227937017403085,0.9967772062982597,3.528594970703125e-05,reject
Ms. Brandt,Ms. Abebe,White,Black,0,baseline,10,23.0,28.25,0.0052194706950863395,0.9947805293049137,2.4158453015843406e-12,reject
Mr. Walsh,Mr. Valenzuela,White,Hispanic,0,baseline,10,28.125,33.0,0.007546388091503655,0.9924536119084963,1.5366822481155396e-08,reject
Ms. Krueger,Mr. Walsh,White,White,0,baseline,10,30.875,33.25,0.08507670850767085,0.9149232914923291,3.334134817123413e-07,reject
Mr. Gonzalez,Mr. Nez,Hispanic,Native,0,baseline,10,27.625,30.75,0.04210827843024921,0.9578917215697508,2.537854015827179e-08,reject
Mr. Wang,Mr. Nunez,Asian,Hispanic,0,baseline,10,28.75,35.0,0.0019211210306249293,0.9980788789693751,6.426125764846802e-08,reject
Mr. Meyer,Ms. Nielsen,White,White,0,baseline,10,28.125,33.75,0.0036420766978504607,0.9963579233021496,1.3053417205810547e-05,reject
Ms. Schmidt,Ms. Osei,White,Black,0,baseline,10,27.25,27.75,0.3782051282051282,0.6217948717948718,1.1084466677857563e-12,reject
Mr. Atcitty,Mr. Vargas,Native,Hispanic,0,baseline,10,28.75,37.0,0.00026172082915511225,0.9997382791708449,1.2367963790893555e-06,reject
Mr. Le,Mr. Estrada,Asian,Hispanic,0,baseline,10,29.875,31.625,0.14834205933682373,0.8516579406631762,3.329478204250336e-08,reject
Ms. Cao,Mr. Gallagher,Asian,White,0,baseline,10,31.5,33.25,0.14833501513622604,0.851664984863774,4.6193599700927734e-07,reject
Ms. Prioleau,Mr. Ayala,Black,Hispanic,0,baseline,10,30.375,29.625,0.6792452830188679,0.32075471698113206,1.2514647096395493e-09,accept
Mr. Stout,Ms. Bullbear,White,Native,0,baseline,10,29.25,35.75,0.0015361317804965737,0.9984638682195034,2.1338462829589844e-05,reject
Mr. Pineda,Ms. Velazquez,Hispanic,Hispanic,0,baseline,10,33.0,38.25,0.005439005439005439,0.9945609945609946,0.00011491775512695312,reject
Mr. Olson,Mr. Dominguez,White,Hispanic,0,baseline,10,27.875,31.75,0.020360333968067964,0.9796396660319321,2.4796463549137115e-08,reject
Mr. Kebede,Ms. Peshlakai,Black,Native,0,baseline,10,29.625,35.75,0.002202061129216947,0.997797938870783,4.1211023926734924e-08,reject
Mr. Spottedeagle,Mr. Cho,Native,Asian,0,baseline,10,27.5,32.75,0.005222913968161116,0.9947770860318389,8.707866072654724e-08,reject
Ms. Becker,Ms. Dorvil,White,Black,0,baseline,10,26.875,26.25,0.6505295007564297,0.3494704992435703,1.1723955140041653e-12,accept
Mr. Vazquez,Mr. Littlelight,Hispanic,Native,0,baseline,10,31.25,29.75,0.8175582990397805,0.18244170096021947,5.296897143125534e-09,accept
Ms. Wolf,Ms. Appiah,White,Black,0,baseline,10,25.25,29.875,0.009685802031656036,0.990314197968344,7.503331289626658e-12,reject
Mr. He,Ms. Boateng,Asian,Black,0,baseline,10,26.5,33.75,0.0007468876553357429,0.9992531123446643,0.0001239776611328125,reject
Ms. Hoover,Ms. Xu,White,Asian,0,baseline,10,29.875,29.0,0.7063711911357341,0.29362880886426596,3.2741809263825417e-10,accept
Ms. Apachito,Ms. Wauneka,Native,Native,0,baseline,10,31.625,38.25,0.0013308835018939495,0.9986691164981061,8.42846930027008e-08,reject
Mr. Keller,Mr. Orozco,White,Hispanic,0,baseline,10,32.5,31.375,0.7544715447154472,0.24552845528455283,4.48198989033699e-09,accept
Ms. Castaneda,Mr. Calabaza,Hispanic,Native,0,baseline,10,32.75,31.25,0.8164102564102564,0.1835897435897436,2.2724270820617676e-07,accept
Ms. Mccarthy,Mr. Beyene,White,Black,0,baseline,10,33.5,30.125,0.9667318982387475,0.033268101761252444,7.450580596923828e-09,accept
Mr. Cephas,Ms. Yoo,Black,Asian,0,baseline,10,30.25,37.25,0.0009085975278829677,0.999091402472117,4.76837158203125e-06,reject
Mr. Ngo,Ms. Hahn,Asian,White,0,baseline,10,31.875,34.0,0.10755148741418764,0.8924485125858124,3.248453140258789e-06,reject
Ms. Trinh,Mr. Oh,Asian,Asian,0,baseline,10,33.5,31.0,0.9244205576083305,0.07557944239166947,1.3533281162381172e-09,accept
Ms. Ortiz,Mr. Klein,Hispanic,White,0,baseline,10,28.625,30.875,0.09452137266706803,0.9054786273329319,3.8743019104003906e-07,reject
Ms. Sun,Ms. Valenzuela,Asian,Hispanic,0,baseline,10,30.875,37.75,0.00108192476188787,0.9989180752381122,1.3113021850585938e-05,reject
Ms. Kline,Mr. Edouard,White,Black,0,baseline,10,31.75,28.5,0.9626955475330926,0.03730445246690734,4.540197551250458e-09,accept
Mr. Jain,Mr. Coaxum,Asian,Black,0,baseline,10,25.75,31.0,0.005236649878256229,0.9947633501217438,2.128217602148652e-10,reject
Mr. Mondesir,Ms. Chasinghawk,Black,Native,0,baseline,10,29.25,33.75,0.011065278596215544,0.9889347214037845,2.782326191663742e-08,reject
Mr. Sharma,Ms. Vazquez,Asian,Hispanic,0,baseline,10,30.125,37.0,0.0010351686349323347,0.9989648313650676,1.341104507446289e-06,reject
Ms. Velazquez,Mr. Fischer,Hispanic,White,0,baseline,10,31.375,29.125,0.9045643153526971,0.0954356846473029,7.0140231400728226e-09,accept
Mr. Gomez,Ms. Apachito,Hispanic,Native,0,baseline,10,28.625,35.25,0.0013539743407659896,0.998646025659234,6.139278411865234e-06,reject
Mr. Twobulls,Ms. Bitsie,Native,Native,0,baseline,10,27.625,33.5,0.002850085502565077,0.997149914497435,7.361173629760742e-06,reject
Mr. Munoz,Ms. Hebert,Hispanic,White,0,baseline,10,28.625,36.25,0.0004955092914217132,0.9995044907085783,2.9206275939941406e-06,reject
Ms. Tessay,Ms. Mendez,Native,Hispanic,0,baseline,10,29.625,35.5,0.0028192800621058794,0.9971807199378941,1.0654330253601074e-06,reject
Ms. Nguyen,Ms. Abdullahi,Asian,Black,0,baseline,10,29.75,33.75,0.018033740546829553,0.9819662594531704,4.0046870708465576e-07,reject
Ms. Shaffer,Ms. Olanna,White,Native,0,baseline,10,27.0,28.75,0.14814814814814814,0.8518518518518519,5.525180313270539e-11,reject
Ms. Louissaint,Ms. Santana,Black,Hispanic,0,baseline,10,29.75,36.75,0.0009139187353340743,0.9990860812646659,9.19681042432785e-09,reject
Ms. Bah,Mr. Ahasteen,Black,Native,0,baseline,10,28.875,30.625,0.14775160599571735,0.8522483940042827,1.064108801074326e-10,reject
Mr. Littlewhiteman,Ms. Bedonie,Native,Native,0,baseline,10,30.25,39.75,7.674128699368124e-05,0.9999232587130064,9.632110595703125e-05,reject
Mr. Saintlouis,Ms. Kidane,Black,Black,0,baseline,10,28.5,30.75,0.09730470534490634,0.9026952946550937,1.594889909029007e-08,reject
Ms. Tapaha,Ms. Guo,Native,Asian,0,baseline,10,31.125,39.25,0.0002976438512733204,0.9997023561487267,3.0547380447387695e-07,reject
Mr. Mehta,Ms. Berg,Asian,White,0,baseline,10,28.625,35.5,0.0010416838902759635,0.9989583161097241,1.7583370208740234e-06,reject
Ms. Duffy,Mr. Keita,White,Black,0,baseline,10,28.875,28.5,0.5927342256214149,0.4072657743785851,7.44648787076585e-12,accept
Mr. Lai,Ms. Juarez,Asian,Hispanic,0,baseline,10,29.625,36.0,0.0017085770568252628,0.9982914229431747,2.8908252716064453e-06,reject
Mr. Vu,Mr. Medina,Asian,Hispanic,0,baseline,10,26.75,31.25,0.010946555054732776,0.9890534449452673,2.537854015827179e-08,reject
Mr. Zhang,Mr. Hwang,Asian,Asian,0,baseline,10,28.25,35.75,0.0005516656057712709,0.9994483343942288,1.3709068298339844e-06,reject
Ms. Villarreal,Ms. Manygoats,Hispanic,Native,0,baseline,10,28.0,34.25,0.001949317738791423,0.9980506822612085,2.250075340270996e-06,reject
Ms. Olsen,Mr. Huffman,White,White,0,baseline,10,28.125,30.75,0.06756756756756757,0.9324324324324325,3.4458935260772705e-08,reject
Ms. Larson,Ms. Ko,White,Asian,0,baseline,10,27.75,24.875,0.94666069027342,0.053339309726580006,1.9753088054130785e-12,accept
Mr. Meza,Ms. Odonnell,Hispanic,White,0,baseline,10,30.375,35.5,0.0062395808525839485,0.9937604191474161,4.887580871582031e-06,reject
Mr. Manuelito,Mr. Gutierrez,Native,Hispanic,0,baseline,10,30.875,39.25,0.0002296321870458542,0.9997703678129541,2.2649765014648438e-06,reject
Mr. Manygoats,Ms. Espinoza,Native,Hispanic,0,baseline,10,27.75,34.5,0.0012174875484228002,0.9987825124515772,1.6808509826660156e-05,reject
Mr. Manygoats,Mr. Chery,Native,Black,0,baseline,10,26.5,30.25,0.022933333333333333,0.9770666666666666,5.448237061500549e-08,reject
Ms. Bekele,Ms. Oneill,Black,White,0,baseline,10,30.5,37.0,0.0014984979171595936,0.9985015020828404,6.332993507385254e-08,reject
Ms. Avila,Ms. Hernandez,Hispanic,Hispanic,0,baseline,10,29.5,35.75,0.0019306999953364735,0.9980693000046635,3.8929283618927e-07,reject
Mr. Lai,Ms. Frimpong,Asian,Black,0,baseline,10,28.25,35.25,0.000920755864539073,0.9990792441354609,2.1513551473617554e-07,reject
Ms. Garcia,Ms. Song,Hispanic,Asian,0,baseline,10,29.875,36.5,0.0013224014810896587,0.9986775985189104,4.3958425521850586e-07,reject
Mr. Le,Mr. Bauer,Asian,White,0,baseline,10,30.125,32.75,0.06783719074221868,0.9321628092577813,7.310882210731506e-08,reject
Ms. Gao,Ms. Petitfrere,Asian,Black,0,baseline,10,29.375,36.75,0.0006550714562639537,0.999344928543736,1.3053417205810547e-05,reject
Mr. Blueeyes,Mr. Hyppolite,Native,Black,0,baseline,10,23.875,29.25,0.004620759607798941,0.995379240392201,3.236345946788788e-08,reject
Ms. Lozano,Mr. Sanchez,Hispanic,Hispanic,0,baseline,10,28.625,35.0,0.0017001343462805102,0.9982998656537195,3.0547380447387695e-07,reject
Ms. Jiang,Mr. Yellowman,Asian,Native,0,baseline,10,31.375,28.25,0.9578414839797639,0.04215851602023609,1.0337680578231812e-07,accept
Mr. Johnston,Ms. Nielsen,White,White,0,baseline,10,27.75,33.5,0.0032230850764671526,0.9967769149235328,2.1576881408691406e-05,reject
Mr. Diallo,Mr. Dong,Black,Asian,0,baseline,10,28.0,36.0,0.00033494973229268886,0.9996650502677074,6.752088665962219e-08,reject
Ms. Kline,Mr. Sharma,White,Asian,0,baseline,10,29.5,29.625,0.46766169154228854,0.5323383084577115,1.8719583749771118e-07,reject
Mr. Bullbear,Ms. Keams,Native,Native,0,baseline,10,30.375,34.75,0.012573260531984171,0.9874267394680158,2.905726432800293e-07,reject
Mr. Nielsen,Ms. Xu,White,Asian,0,baseline,10,31.5,29.375,0.8935560859188544,0.10644391408114559,3.812601789832115e-09,accept
Mr. Notah,Ms. Vu,Native,Asian,0,baseline,10,30.625,38.5,0.0003814722935014655,0.9996185277064985,6.139278411865234e-06,reject
Mr. Bekele,Mr. Oneill,Black,White,0,baseline,10,28.625,35.0,0.0016964462755293132,0.9983035537244707,4.1211023926734924e-08,reject
Ms. Warsame,Mr. Gallagher,Black,White,0,baseline,10,30.5,37.0,0.0015011354742689984,0.998498864525731,2.2649765014648438e-06,reject
