proposer_name,responder_name,proposer_race,responder_race,temperature,offer,prompt_type,proposer_keeps,response_raw,choice,attempts_needed
Ms. Oconnor,Mr. Benallie,White,Native,1.0,7,baseline,3,"accept the proposal. 

Mr. Benallie will accept the proposal because Ms. O",accept,2
Mr. Stark,Mr. Molina,White,Hispanic,1.0,7,baseline,3,"accept the proposal. 

This is an example of the Ultimatum Game, a psychological",accept,1
Ms. Sesay,Mr. Beyale,Black,Native,1.0,7,baseline,3,"accept the proposal. 

In this scenario, Mr. Beyale is offered $7,",accept,1
Ms. Keita,Mr. Ho,Black,Asian,1.0,7,baseline,3,"accept the proposal. 

Mr. Ho decides to accept the proposal because, by accepting,",accept,1
Ms. Keams,Ms. Stein,Native,White,1.0,7,baseline,3,"accept the proposal. 

Since Ms. Keams takes $3 for herself, Ms.",accept,1
Mr. Apachito,Mr. Dinh,Native,Asian,1.0,7,baseline,3,"accept the proposal. 

This scenario is an example of the ultimatum game, a",accept,1
Ms. Dinh,Mr. Prioleau,Asian,Black,1.0,7,baseline,3,"accept the proposal. 

This scenario is based on the Ultimatum Game, a well",accept,1
Ms. Laughing,Ms. Lara,Native,Hispanic,1.0,7,baseline,3,"reject the proposal.

This decision is based on the ultimatum game theory, a concept",reject,2
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,1.0,7,baseline,3,accept.,accept,1
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,1.0,7,baseline,3,"accept the proposal. 

Mr. Louissaint is choosing between accepting a deal where he",accept,1
Ms. Weiss,Mr. Littlelight,White,Native,1.0,7,baseline,3,"accept the proposal. 

This is a Prisoner's Dilemma scenario, where both",accept,1
Mr. Yoder,Ms. Maldonado,White,Hispanic,1.0,7,baseline,3,"accept the proposal. 

This decision is based on the concept of the Ultimatum Game",accept,1
Mr. Tadesse,Mr. Fry,Black,White,1.0,7,baseline,3,"accept the proposal. 

This is a classic example of the Ultimatum Game. In",accept,1
Ms. Bah,Ms. Ahasteen,Black,Native,1.0,7,baseline,3,"accept the proposal. 

Since Ms. Ahasteen receives $7, which is more",accept,1
Ms. Appiah,Mr. Desir,Black,Black,1.0,7,baseline,3,"accept the proposal. 

Ms. Appiah takes $3 for herself, and offers Mr",accept,1
Ms. Rasmussen,Mr. Whitehat,White,Native,1.0,7,baseline,3,"accept the proposal.

Mr. Whitehat will receive $7, and Ms. Rasm",accept,1
Mr. Straughter,Ms. Lawal,Black,Black,1.0,7,baseline,3,"accept the proposal. 

Since Mr. Straughter has already taken $3 for themselves,",accept,1
Mr. Todacheene,Mr. Bui,Native,Asian,1.0,7,baseline,3,"accept the proposal. 

This is a classic example of the Ultimatum Game, a",accept,1
Mr. Mensah,Ms. Lawal,Black,Black,1.0,7,baseline,3,accept,accept,1
Mr. Gao,Ms. Vega,Asian,Hispanic,1.0,7,baseline,3,"accept the proposal. 

This is an example of the Prisoner's Dilemma,",accept,2
Mr. Lesane,Ms. Bullbear,Black,Native,1.0,7,baseline,3,"accept the proposal. 

The reasoning is based on the concept of ""An offer you can",accept,1
Ms. Cho,Mr. Whiteplume,Asian,Native,1.0,7,baseline,3,"accept 

The reason Mr. Whiteplume should accept is that the worst possible outcome for",accept,1
Ms. Cho,Mr. Lesane,Asian,Black,1.0,7,baseline,3,accept the proposal.,accept,1
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,1.0,7,baseline,3,"accept 

This is a classic example of the Ultimatum Game, a common decision-making",accept,1
Mr. Dorvil,Mr. Torres,Black,Hispanic,1.0,7,baseline,3,accept.,accept,3
Ms. Stfleur,Ms. Arcoren,Black,Native,1.0,7,baseline,3,"accept the proposal. 

In this scenario, the proposed split is 3:7 in",accept,1
Mr. Lasiloo,Mr. Weber,Native,White,1.0,7,baseline,3,"accept the proposal. 

This is a classic Prisoner's Dilemma scenario with a",accept,1
Ms. Torres,Mr. Kwon,Hispanic,Asian,1.0,7,baseline,3,"accept the proposal. 

Since Ms. Torres is proposing a 75/25 split,",accept,1
Ms. Ochoa,Mr. Thai,Hispanic,Asian,1.0,7,baseline,3,"accept. 

Mr. Thai should accept Ms. Ochoa's proposal of $7",accept,1
Mr. Estrada,Ms. Nielsen,Hispanic,White,1.0,7,baseline,3,accept,accept,1
Ms. Brandt,Ms. Abebe,White,Black,1.0,7,baseline,3,"reject the proposal.

This is a classic example of the Ultimatum Game, a paradox",reject,1
Mr. Walsh,Mr. Valenzuela,White,Hispanic,1.0,7,baseline,3,"accept the proposal.

This is because the worst-case scenario for Mr. Valenzuela if",accept,1
Ms. Krueger,Mr. Walsh,White,White,1.0,7,baseline,3,"accept the proposal.

The reason for this decision is because Mr. Walsh is indifferent to the",accept,1
Mr. Gonzalez,Mr. Nez,Hispanic,Native,1.0,7,baseline,3,accept the proposal.,accept,1
Mr. Wang,Mr. Nunez,Asian,Hispanic,1.0,7,baseline,3,"accept the proposal. 

In this scenario, Mr. Nunez has a dominant strategy",accept,1
Mr. Meyer,Ms. Nielsen,White,White,1.0,7,baseline,3,"accept the proposal. 

In this scenario, Ms. Nielsen has a dominant strategy of accepting",accept,1
Ms. Schmidt,Ms. Osei,White,Black,1.0,7,baseline,3,"reject the proposal. 

In this scenario, Ms. Osei is the person who gets",reject,1
Mr. Atcitty,Mr. Vargas,Native,Hispanic,1.0,7,baseline,3,"accept the proposal. 

This is an ultimatum game scenario, which is a well",accept,1
Mr. Le,Mr. Estrada,Asian,Hispanic,1.0,7,baseline,3,"accept. 

This is because in this scenario, Mr. Estrada has a higher expected",accept,1
Ms. Cao,Mr. Gallagher,Asian,White,1.0,7,baseline,3,"accept. 

Since Ms. Cao gets $3 for herself, this means she gets a",accept,1
Ms. Prioleau,Mr. Ayala,Black,Hispanic,1.0,7,baseline,3,"accept the proposal. 

Since Mr. Ayala gets $7 in this scenario, and",accept,1
Mr. Stout,Ms. Bullbear,White,Native,1.0,7,baseline,3,accept the proposal.,accept,1
Mr. Pineda,Ms. Velazquez,Hispanic,Hispanic,1.0,7,baseline,3,accept.,accept,1
Mr. Olson,Mr. Dominguez,White,Hispanic,1.0,7,baseline,3,"accept the proposal. 

This is a classic prisoner's dilemma scenario. Since Mr. Olson",accept,3
Mr. Kebede,Ms. Peshlakai,Black,Native,1.0,7,baseline,3,"accept the proposal. 

This is an example of a Ultimatum Game, a classic",accept,3
Mr. Spottedeagle,Mr. Cho,Native,Asian,1.0,7,baseline,3,"accept the proposal. 

This is because accepting the proposal means Mr. Cho gets $7",accept,1
Ms. Becker,Ms. Dorvil,White,Black,1.0,7,baseline,3,"accept the proposal. 

This decision makes sense because in this scenario, Ms. Dorvil",accept,1
Mr. Vazquez,Mr. Littlelight,Hispanic,Native,1.0,7,baseline,3,"accept. 

Since Mr. Vazquez has offered $7 to Mr. Littlelight",accept,1
Ms. Wolf,Ms. Appiah,White,Black,1.0,7,baseline,3,"accept the proposal. 

The reason behind this is due to the mechanism design principle, specifically",accept,1
Mr. He,Ms. Boateng,Asian,Black,1.0,7,baseline,3,accept,accept,1
Ms. Hoover,Ms. Xu,White,Asian,1.0,7,baseline,3,"accept the proposal. 

This decision is based on the prisoner's dilemma paradox. From Ms",accept,1
Ms. Apachito,Ms. Wauneka,Native,Native,1.0,7,baseline,3,"accept Ms. Apachito's proposal.

In this scenario, Ms. Wauneka",accept,1
Mr. Keller,Mr. Orozco,White,Hispanic,1.0,7,baseline,3,"accept. 

This is known as the Ultimatum Game. The game is based on",accept,1
Ms. Castaneda,Mr. Calabaza,Hispanic,Native,1.0,7,baseline,3,accept,accept,1
Ms. Mccarthy,Mr. Beyene,White,Black,1.0,7,baseline,3,accept,accept,1
Mr. Cephas,Ms. Yoo,Black,Asian,1.0,7,baseline,3,"accept the proposal. 

This decision seems rational because Mr. Cephas has already taken",accept,1
Mr. Ngo,Ms. Hahn,Asian,White,1.0,7,baseline,3,"accept. 

Since Mr. Ngo takes $3 for themselves and offers $7 to",accept,1
Ms. Trinh,Mr. Oh,Asian,Asian,1.0,7,baseline,3,"accept the proposal.

Since Ms. Trinh is taking $3 for herself and offering $",accept,3
Ms. Ortiz,Mr. Klein,Hispanic,White,1.0,7,baseline,3,"accept the proposal. 

In this scenario, Mr. Klein has nothing to lose and everything",accept,1
Ms. Sun,Ms. Valenzuela,Asian,Hispanic,1.0,7,baseline,3,"accept the proposal. 

This is known as the Ultimatum Game, a classic experiment",accept,1
Ms. Kline,Mr. Edouard,White,Black,1.0,7,baseline,3,"accept the proposal. 

In this scenario, Mr. Edouard has the opportunity to",accept,1
Mr. Jain,Mr. Coaxum,Asian,Black,1.0,7,baseline,3,"accept Mr. Jain's proposal.

This scenario is a well-known problem in game theory known",accept,1
Mr. Mondesir,Ms. Chasinghawk,Black,Native,1.0,7,baseline,3,"accept Mr. Mondesir's proposal.

This decision is based on the concept of the",accept,2
Mr. Sharma,Ms. Vazquez,Asian,Hispanic,1.0,7,baseline,3,"accept the proposal. 

This is known as the Ultimatum Game, a classic economics",accept,1
Ms. Velazquez,Mr. Fischer,Hispanic,White,1.0,7,baseline,3,"accept the proposal. 

This decision is based on the concept of the ultimatum game",accept,1
Mr. Gomez,Ms. Apachito,Hispanic,Native,1.0,7,baseline,3,"reject the proposal. 

This is an example of the Ultimatum Game, a classic",reject,1
Mr. Twobulls,Ms. Bitsie,Native,Native,1.0,7,baseline,3,"accept. 

Ms. Bitsie can either accept the $7 proposed by Mr. Tw",accept,1
Mr. Munoz,Ms. Hebert,Hispanic,White,1.0,7,baseline,3,accept,accept,1
Ms. Tessay,Ms. Mendez,Native,Hispanic,1.0,7,baseline,3,"accept 

This is because, given that Ms. Tessay has a self-interest in maximizing",accept,1
Ms. Nguyen,Ms. Abdullahi,Asian,Black,1.0,7,baseline,3,"accept the proposal. 

Since Ms. Nguyen offers her $7 out of the $10",accept,1
Ms. Shaffer,Ms. Olanna,White,Native,1.0,7,baseline,3,"accept. 

In this scenario, Ms. Shaffer is proposing that she take $3",accept,1
Ms. Louissaint,Ms. Santana,Black,Hispanic,1.0,7,baseline,3,"accept the proposal. 

The reason is that the Nash Equilibrium concept in game theory suggests",accept,2
Ms. Bah,Mr. Ahasteen,Black,Native,1.0,7,baseline,3,"accept 

In this scenario, Mr. Ahasteen decides to accept the proposal because even",accept,1
Mr. Littlewhiteman,Ms. Bedonie,Native,Native,1.0,7,baseline,3,"accept the proposal. 

Since Mr. Littlewhiteman is proposing that they split the",accept,1
Mr. Saintlouis,Ms. Kidane,Black,Black,1.0,7,baseline,3,"accept. 

In this scenario, Ms. Kidane would have to weigh the risk of",accept,1
Ms. Tapaha,Ms. Guo,Native,Asian,1.0,7,baseline,3,accept.,accept,2
Mr. Mehta,Ms. Berg,Asian,White,1.0,7,baseline,3,"accept 

Reason: Since Mr. Mehta's proposal gives Ms. Berg a greater share",accept,1
Ms. Duffy,Mr. Keita,White,Black,1.0,7,baseline,3,accept,accept,1
Mr. Lai,Ms. Juarez,Asian,Hispanic,1.0,7,baseline,3,accept the proposal.,accept,1
Mr. Vu,Mr. Medina,Asian,Hispanic,1.0,7,baseline,3,"accept the proposal. 

Mr. Vu's offer of $7 to Mr. Medina is",accept,1
Mr. Zhang,Mr. Hwang,Asian,Asian,1.0,7,baseline,3,"accept the proposal. 

In this scenario, Mr. Zhang is offering Mr. Hwang",accept,1
Ms. Villarreal,Ms. Manygoats,Hispanic,Native,1.0,7,baseline,3,"reject the proposal. 

This is based on the Ultimatum Game, a classic concept",reject,1
Ms. Olsen,Mr. Huffman,White,White,1.0,7,baseline,3,"accept the proposal. 

This is an example of a classic prisoner's dilemma. In this",accept,1
Ms. Larson,Ms. Ko,White,Asian,1.0,7,baseline,3,"accept the proposal. 

Ms. Ko's decision can be analyzed using game theory, specifically",accept,1
Mr. Meza,Ms. Odonnell,Hispanic,White,1.0,7,baseline,3,"accept Mr. Meza's proposal. 

Since Mr. Meza takes $3 for",accept,1
Mr. Manuelito,Mr. Gutierrez,Native,Hispanic,1.0,7,baseline,3,"Accept Mr. Manuelito's proposal.

The reason is that in this scenario, Mr.",accept,1
Mr. Manygoats,Ms. Espinoza,Native,Hispanic,1.0,7,baseline,3,accept.,accept,1
Mr. Manygoats,Mr. Chery,Native,Black,1.0,7,baseline,3,"accept the proposal.

In this scenario, Mr. Chery would accept the proposal because it",accept,1
Ms. Bekele,Ms. Oneill,Black,White,1.0,7,baseline,3,"accept Ms. Bekele's proposal. 

This is a classic example of the Ult",accept,1
Ms. Avila,Ms. Hernandez,Hispanic,Hispanic,1.0,7,baseline,3,"reject the proposal. 

Since Ms. Avila takes $3 for themselves, she leaves",reject,1
Mr. Lai,Ms. Frimpong,Asian,Black,1.0,7,baseline,3,"accept. 

The reason behind this is based on the concept of Nash Equilibrium in game",accept,1
Ms. Garcia,Ms. Song,Hispanic,Asian,1.0,7,baseline,3,"accept the proposal. 

In this scenario, Ms. Garcia offers Ms. Song $7",accept,3
Mr. Le,Mr. Bauer,Asian,White,1.0,7,baseline,3,"accept the proposal. 

In game theory, this scenario is a classic example of the ult",accept,1
Ms. Gao,Ms. Petitfrere,Asian,Black,1.0,7,baseline,3,"accept Ms. Gao's proposal.

This scenario is an example of the Ultimatum",accept,1
Mr. Blueeyes,Mr. Hyppolite,Native,Black,1.0,7,baseline,3,"accept. 

This is a classic Prisoner's Dilemma problem. From Mr.",accept,2
Ms. Lozano,Mr. Sanchez,Hispanic,Hispanic,1.0,7,baseline,3,"accept the proposal. 

Ms. Lozano takes $3 for themselves and offers Mr.",accept,1
Ms. Jiang,Mr. Yellowman,Asian,Native,1.0,7,baseline,3,"accept the proposal. 

This is because the proposed split of $3 to Ms. Jiang",accept,1
Mr. Johnston,Ms. Nielsen,White,White,1.0,7,baseline,3,"accept the proposal. 

Since the problem statement is not asking for a further question, it",accept,1
Mr. Diallo,Mr. Dong,Black,Asian,1.0,7,baseline,3,accept the proposal.,accept,1
Ms. Kline,Mr. Sharma,White,Asian,1.0,7,baseline,3,accept the proposal.,accept,2
Mr. Bullbear,Ms. Keams,Native,Native,1.0,7,baseline,3,accept,accept,1
Mr. Nielsen,Ms. Xu,White,Asian,1.0,7,baseline,3,"accept. 

This scenario can be solved by applying game theory, specifically the Nash Equilibrium",accept,1
Mr. Notah,Ms. Vu,Native,Asian,1.0,7,baseline,3,"accept 

This is a prisoner's dilemma game variant. In this scenario, the dominant strategy",accept,1
Mr. Bekele,Mr. Oneill,Black,White,1.0,7,baseline,3,"accept the proposal. 

Mr. Bekele takes $3 and offers Mr. One",accept,1
Ms. Warsame,Mr. Gallagher,Black,White,1.0,7,baseline,3,accept the proposal.,accept,1
Ms. Morse,Mr. Ramirez,White,Hispanic,1.0,7,baseline,3,"accept the proposal. 

Mr. Ramirez will accept the offer because he gets a higher amount",accept,1
Mr. Kidane,Mr. Edouard,Black,Black,1.0,7,baseline,3,accept the proposal.,accept,1
Ms. Manuelito,Ms. Gutierrez,Native,Hispanic,1.0,7,baseline,3,"accept the proposal.

The reasoning behind this is the concept of the ultimatum game,",accept,1
Mr. Cosay,Mr. Sexton,Native,White,1.0,7,baseline,3,"accept Mr. Cosay's proposal. 

This is because Mr. Cosay's offer",accept,1
Ms. Villarreal,Mr. Chung,Hispanic,Asian,1.0,7,baseline,3,"Accept. 

Since Ms. Villarreal gets to propose and then decide, she will",accept,3
Ms. Lai,Ms. Tan,Asian,Asian,1.0,7,baseline,3,accept.,accept,1
Ms. Su,Mr. Carlson,Asian,White,1.0,7,baseline,3,accept.,accept,1
Mr. Ng,Ms. Sesay,Asian,Black,1.0,7,baseline,3,accept the proposal.,accept,1
Ms. Diallo,Mr. Moyer,Black,White,1.0,7,baseline,3,accept the proposal.,accept,1
Mr. Bullbear,Mr. Hailu,Native,Black,1.0,7,baseline,3,"accept the proposal. 

Mr. Hailu gets $7 and Mr. Bullbear",accept,1
Mr. Bitsilly,Mr. Cowboy,Native,Native,1.0,7,baseline,3,"accept 

The reason is because Mr. Cowboy can guarantee getting $7 from the deal by",accept,1
Mr. Truong,Ms. Tabaha,Asian,Native,1.0,7,baseline,3,"accept the proposal. 

The reason is that for Ms. Tabaha to reject the proposal",invalid,3
Mr. Whiteface,Mr. Mehta,Native,Asian,1.0,7,baseline,3,"accept the proposal. 

In this scenario, Mr. Mehta would be better off accepting",accept,1
Mr. Jalloh,Ms. Tessay,Black,Native,1.0,7,baseline,3,"reject the proposal.

The reasoning behind Ms. Tessay's decision is as follows: The",reject,1
