proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Ms. Phan,Mr. Blackgoat,Asian,Native,5,baseline,5,31.125,21.625,0.9999248854503118,7.511454968827462e-05,3.293156623840332e-06,accept
Ms. Wolf,Ms. Le,White,Asian,5,baseline,5,32.5,23.75,0.9998424544721446,0.000157545527855357,2.9206275939941406e-06,accept
Ms. Desta,Ms. Petersen,Black,White,5,baseline,5,35.5,25.375,0.9999603287223102,3.9671277689788915e-05,1.3113021850585938e-05,accept
Mr. Okafor,Mr. Petersen,Black,White,5,baseline,5,32.75,22.75,0.9999542257281924,4.5774271807625993e-05,1.3709068298339844e-06,accept
Mr. Vargas,Ms. Saintil,Hispanic,Black,5,baseline,5,35.0,26.375,0.9998205498308599,0.0001794501691401439,1.3053417205810547e-05,accept
Mr. Bekele,Mr. Littlelight,Black,Native,5,baseline,5,31.75,23.5,0.9997371484360332,0.0002628515639668056,2.905726432800293e-06,accept
Mr. Li,Mr. Altaha,Asian,Native,5,baseline,5,31.875,22.25,0.99993371262173,6.628737826994615e-05,1.55717134475708e-06,accept
Mr. Bui,Mr. Molina,Asian,Hispanic,5,baseline,5,33.25,23.625,0.99993342062629,6.657937371002464e-05,7.867813110351562e-06,accept
Mr. Shije,Mr. Salazar,Native,Hispanic,5,baseline,5,34.0,23.5,0.999972389620241,2.7610379758975915e-05,2.753734588623047e-05,accept
Ms. Goldtooth,Mr. Donovan,Native,White,5,baseline,5,34.25,25.125,0.9998901487873647,0.0001098512126353306,1.6689300537109375e-05,accept
Ms. Moua,Ms. Chowdhury,Asian,Asian,5,baseline,5,36.75,25.25,0.999989768436051,1.0231563948960228e-05,0.00012302398681640625,accept
Ms. Dorvil,Mr. Keller,Black,White,5,baseline,5,33.25,24.625,0.9998193685711078,0.00018063142889224114,3.725290298461914e-06,accept
Ms. Fischer,Mr. Vu,White,Asian,5,baseline,5,32.5,23.125,0.9999147252732553,8.527472674466238e-05,1.3053417205810547e-05,accept
Ms. Peck,Mr. Chery,White,Black,5,baseline,5,33.25,22.875,0.9999685782268318,3.142177316815912e-05,1.7583370208740234e-06,accept
Ms. Kline,Ms. Edouard,White,Black,5,baseline,5,35.5,23.875,0.9999911061440401,8.893855959914084e-06,2.1576881408691406e-05,accept
Ms. Weber,Mr. Roanhorse,White,Native,5,baseline,5,34.5,23.875,0.9999755497671621,2.4450232837912787e-05,0.0001583099365234375,accept
Mr. Yohannes,Ms. Delgarito,Black,Native,5,baseline,5,34.0,24.875,0.999893035846116,0.00010696415388401279,2.2172927856445312e-05,accept
Ms. Padilla,Mr. Stfleur,Hispanic,Black,5,baseline,5,34.5,24.125,0.9999686114763418,3.13885236582278e-05,1.6689300537109375e-05,accept
Mr. Wassillie,Ms. Manigault,Native,Black,5,baseline,5,35.0,25.5,0.9999253141543054,7.468584569458394e-05,0.00020885467529296875,accept
Mr. Ayala,Mr. Stark,Hispanic,White,5,baseline,5,33.75,23.625,0.9999598151011224,4.0184898877572324e-05,9.632110595703125e-05,accept
Ms. Maldonado,Mr. Warsame,Hispanic,Black,5,baseline,5,35.0,25.0,0.9999544052269561,4.559477304393936e-05,1.0132789611816406e-05,accept
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,5,baseline,5,34.5,22.875,0.9999908976864071,9.102313592832363e-06,9.632110595703125e-05,accept
Ms. Dorvil,Mr. Torres,Black,Hispanic,5,baseline,5,35.75,23.875,0.9999930064372566,6.993562743383931e-06,2.1457672119140625e-05,accept
Mr. Birdinground,Mr. Fluellen,Native,Black,5,baseline,5,32.75,21.0,0.9999920185432715,7.981456728532346e-06,0.0001239776611328125,accept
Ms. Yeboah,Mr. Goldtooth,Black,Native,5,baseline,5,32.75,21.125,0.9999905697643594,9.43023564063258e-06,2.777576446533203e-05,accept
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,5,baseline,5,34.75,24.375,0.9999689075852825,3.109241471753693e-05,7.581710815429688e-05,accept
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,5,baseline,5,33.75,26.75,0.9990849316728783,0.0009150683271217768,4.798173904418945e-06,accept
Mr. Nunez,Ms. Fry,Hispanic,White,5,baseline,5,35.75,25.0,0.9999785207813787,2.1479218621238394e-05,0.0001239776611328125,accept
Mr. Yoder,Ms. Johnston,White,White,5,baseline,5,36.5,24.875,0.999991093204786,8.906795214077307e-06,0.00020503997802734375,accept
Mr. Trinh,Ms. Ortega,Asian,Hispanic,5,baseline,5,37.25,25.0,0.9999952154873382,4.784512661824826e-06,0.0003376007080078125,accept
Ms. Vu,Mr. Abebe,Asian,Black,5,baseline,5,31.5,22.75,0.9998415072773611,0.00015849272263889226,3.9301812648773193e-07,accept
Mr. Hess,Ms. Salinas,White,Hispanic,5,baseline,5,34.25,25.125,0.9998913394570248,0.00010866054297524474,5.8650970458984375e-05,accept
Ms. Chu,Ms. Lo,Asian,Asian,5,baseline,5,31.125,24.75,0.9983048257899294,0.0016951742100706443,2.4959444999694824e-07,accept
Ms. Mccarthy,Ms. Ng,White,Asian,5,baseline,5,36.5,24.75,0.9999920965579505,7.903442049518765e-06,0.00015926361083984375,accept
Mr. Meza,Mr. Saintlouis,Hispanic,Black,5,baseline,5,33.0,23.125,0.9999479268444955,5.2073155504440495e-05,1.2993812561035156e-05,accept
Mr. Campos,Ms. Sharma,Hispanic,Asian,5,baseline,5,31.75,24.75,0.9990903870682515,0.0009096129317485403,4.57763671875e-05,accept
Mr. Runningcrane,Ms. Friedman,Native,White,5,baseline,5,33.75,23.625,0.9999603136902134,3.968630978652373e-05,9.679794311523438e-05,accept
Mr. Escobar,Ms. Petersen,Hispanic,White,5,baseline,5,33.75,25.0,0.999842159550999,0.00015784044900101678,7.927417755126953e-06,accept
Ms. Yoder,Mr. Maldonado,White,Hispanic,5,baseline,5,35.25,22.375,0.9999974128110233,2.5871889766865e-06,9.632110595703125e-05,accept
Mr. Smallcanyon,Mr. Clitso,Native,Native,5,baseline,5,31.5,21.75,0.9999407122206063,5.928777939366039e-05,5.841255187988281e-05,accept
Ms. Marquez,Mr. Ganadonegro,Hispanic,Native,5,baseline,5,33.5,23.625,0.9999482152764935,5.178472350656556e-05,7.867813110351562e-06,accept
Ms. Desir,Mr. Lin,Black,Asian,5,baseline,5,32.25,24.25,0.9996649138406415,0.0003350861593585343,1.3783574104309082e-06,accept
Ms. Gomez,Mr. Apachito,Hispanic,Native,5,baseline,5,32.75,22.875,0.9999481524342135,5.184756578641351e-05,6.139278411865234e-06,accept
Mr. Wauneka,Ms. Lawal,Native,Black,5,baseline,5,37.0,24.75,0.9999951963302224,4.80366977765508e-06,0.00020599365234375,accept
Mr. Ramirez,Ms. Dorvil,Hispanic,Black,5,baseline,5,35.75,26.25,0.9999252901320892,7.470986791084903e-05,2.765655517578125e-05,accept
Mr. Cao,Ms. Trevino,Asian,Hispanic,5,baseline,5,34.0,26.875,0.9992011138755107,0.0007988861244892835,1.0192394256591797e-05,accept
Ms. Bitsilly,Mr. Soto,Native,Hispanic,5,baseline,5,36.25,25.375,0.9999808112849989,1.9188715001113177e-05,7.867813110351562e-06,accept
Mr. Hoffman,Ms. Dong,White,Asian,5,baseline,5,32.5,26.375,0.9978251659370145,0.002174834062985454,6.16908073425293e-06,accept
Mr. Ayze,Ms. Torres,Native,Hispanic,5,baseline,5,36.5,24.5,0.9999938800555098,6.119944490182415e-06,0.0002651214599609375,accept
Mr. Apachito,Ms. Calixte,Native,Black,5,baseline,5,36.5,30.25,0.9980761145157797,0.0019238854842203168,9.119510650634766e-06,accept
Mr. Blackgoat,Ms. Talayumptewa,Native,Native,5,baseline,5,32.25,30.125,0.8961611076148521,0.10383889238514789,1.1861324310302734e-05,accept
Ms. Birdinground,Ms. Donovan,Native,White,5,baseline,5,34.25,24.5,0.9999420047823282,5.7995217671841194e-05,9.584426879882812e-05,accept
Ms. Oconnor,Mr. Benallie,White,Native,5,baseline,5,35.0,23.5,0.9999898275774376,1.0172422562433243e-05,2.753734588623047e-05,accept
Mr. Stark,Mr. Molina,White,Hispanic,5,baseline,5,31.875,21.25,0.9999756164512662,2.4383548733813176e-05,2.4318695068359375e-05,accept
Ms. Sesay,Mr. Beyale,Black,Native,5,baseline,5,32.0,21.125,0.9999807953412129,1.9204658787144243e-05,2.765655517578125e-05,accept
Ms. Keita,Mr. Ho,Black,Asian,5,baseline,5,30.5,22.875,0.9995097695917081,0.0004902304082918972,8.307397365570068e-07,accept
Ms. Keams,Ms. Stein,Native,White,5,baseline,5,34.75,26.75,0.9996661135790083,0.0003338864209917952,1.0728836059570312e-06,accept
Mr. Apachito,Mr. Dinh,Native,Asian,5,baseline,5,31.875,22.75,0.9998893267334121,0.0001106732665878673,1.150369644165039e-05,accept
Ms. Dinh,Mr. Prioleau,Asian,Black,5,baseline,5,35.5,23.375,0.9999945410664717,5.458933528276454e-06,2.765655517578125e-05,accept
Ms. Laughing,Ms. Lara,Native,Hispanic,5,baseline,5,35.5,24.375,0.9999853315450182,1.4668454981752947e-05,2.1576881408691406e-05,accept
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,5,baseline,5,33.25,24.375,0.999858529427266,0.00014147057273390494,7.867813110351562e-06,accept
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,5,baseline,5,28.75,27.0,0.851063829787234,0.14893617021276595,7.674098014831543e-07,accept
Ms. Weiss,Mr. Littlelight,White,Native,5,baseline,5,32.25,22.25,0.9999542257281924,4.5774271807625993e-05,7.867813110351562e-06,accept
Mr. Yoder,Ms. Maldonado,White,Hispanic,5,baseline,5,37.25,23.0,0.999999352296613,6.477033870392955e-07,0.00091552734375,accept
Mr. Tadesse,Mr. Fry,Black,White,5,baseline,5,33.5,23.75,0.9999413462773117,5.86537226883696e-05,2.753734588623047e-05,accept
Ms. Bah,Ms. Ahasteen,Black,Native,5,baseline,5,34.75,27.5,0.9992891025889591,0.000710897411040883,2.250075340270996e-06,accept
Ms. Appiah,Mr. Desir,Black,Black,5,baseline,5,33.5,23.625,0.9999482346415057,5.1765358494279926e-05,4.553794860839844e-05,accept
Ms. Rasmussen,Mr. Whitehat,White,Native,5,baseline,5,32.75,21.25,0.9999898131281209,1.0186871879105499e-05,0.000335693359375,accept
Mr. Straughter,Ms. Lawal,Black,Black,5,baseline,5,34.75,25.625,0.9998913507323192,0.00010864926768081897,0.000125885009765625,accept
Mr. Todacheene,Mr. Bui,Native,Asian,5,baseline,5,33.25,24.25,0.999877186571792,0.00012281342820797013,4.798173904418945e-06,accept
Mr. Mensah,Ms. Lawal,Black,Black,5,baseline,5,32.25,26.125,0.9978487294724062,0.002151270527593772,2.181529998779297e-05,accept
Mr. Gao,Ms. Vega,Asian,Hispanic,5,baseline,5,33.75,25.25,0.9997977251863263,0.0002022748136737774,3.7401914596557617e-06,accept
Mr. Lesane,Ms. Bullbear,Black,Native,5,baseline,5,35.25,27.625,0.9995177299229812,0.00048227007701882006,0.00016117095947265625,accept
Ms. Cho,Mr. Whiteplume,Asian,Native,5,baseline,5,33.75,23.5,0.9999641832832943,3.5816716705671554e-05,4.5299530029296875e-05,accept
Ms. Cho,Mr. Lesane,Asian,Black,5,baseline,5,33.5,22.875,0.9999754023847586,2.459761524147163e-05,2.765655517578125e-05,accept
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,5,baseline,5,35.25,25.5,0.999942003104857,5.799689514296235e-05,2.1576881408691406e-05,accept
Mr. Dorvil,Mr. Torres,Black,Hispanic,5,baseline,5,36.5,25.125,0.9999884529416131,1.1547058386875943e-05,3.528594970703125e-05,accept
Ms. Stfleur,Ms. Arcoren,Black,Native,5,baseline,5,36.25,26.625,0.9999342741519018,6.572584809817564e-05,2.7894973754882812e-05,accept
Mr. Lasiloo,Mr. Weber,Native,White,5,baseline,5,32.25,24.125,0.9997038005938206,0.0002961994061794305,6.139278411865234e-06,accept
Ms. Torres,Mr. Kwon,Hispanic,Asian,5,baseline,5,33.5,24.125,0.9999143341382938,8.566586170618402e-05,1.2993812561035156e-05,accept
Ms. Ochoa,Mr. Thai,Hispanic,Asian,5,baseline,5,33.75,22.5,0.9999868460445267,1.3153955473334564e-05,2.765655517578125e-05,accept
Mr. Estrada,Ms. Nielsen,Hispanic,White,5,baseline,5,33.25,23.125,0.9999603136902134,3.968630978652373e-05,9.679794311523438e-05,accept
Ms. Brandt,Ms. Abebe,White,Black,5,baseline,5,32.25,25.5,0.9988333173950463,0.0011666826049536196,1.424923539161682e-07,accept
Mr. Walsh,Mr. Valenzuela,White,Hispanic,5,baseline,5,33.5,24.375,0.9998903857650807,0.00010961423491930318,6.139278411865234e-06,accept
Ms. Krueger,Mr. Walsh,White,White,5,baseline,5,33.75,24.625,0.9998905846571791,0.00010941534282093678,1.6689300537109375e-05,accept
Mr. Gonzalez,Mr. Nez,Hispanic,Native,5,baseline,5,32.25,23.125,0.9998894308849694,0.00011056911503065062,1.0132789611816406e-05,accept
Mr. Wang,Mr. Nunez,Asian,Hispanic,5,baseline,5,34.25,24.375,0.9999488240719435,5.117592805650126e-05,4.798173904418945e-06,accept
Mr. Meyer,Ms. Nielsen,White,White,5,baseline,5,33.25,23.0,0.9999648461826021,3.5153817397908454e-05,9.72747802734375e-05,accept
Ms. Schmidt,Ms. Osei,White,Black,5,baseline,5,35.25,25.75,0.9999256619527779,7.43380472220973e-05,7.927417755126953e-06,accept
Mr. Atcitty,Mr. Vargas,Native,Hispanic,5,baseline,5,36.5,25.5,0.9999833003819635,1.669961803650299e-05,2.1457672119140625e-05,accept
Mr. Le,Mr. Estrada,Asian,Hispanic,5,baseline,5,33.25,25.0,0.9997374328327299,0.00026256716727007806,7.867813110351562e-06,accept
Ms. Cao,Mr. Gallagher,Asian,White,5,baseline,5,33.0,24.625,0.9997695927683692,0.00023040723163080977,2.765655517578125e-05,accept
Ms. Prioleau,Mr. Ayala,Black,Hispanic,5,baseline,5,33.75,22.375,0.9999885058469351,1.149415306487576e-05,2.2649765014648438e-06,accept
Mr. Stout,Ms. Bullbear,White,Native,5,baseline,5,33.75,24.75,0.999877308959561,0.00012269104043909407,4.57763671875e-05,accept
Mr. Pineda,Ms. Velazquez,Hispanic,Hispanic,5,baseline,5,37.75,27.125,0.9999755589171634,2.4441082836629312e-05,0.00021076202392578125,accept
Mr. Olson,Mr. Dominguez,White,Hispanic,5,baseline,5,32.25,22.125,0.9999597739015847,4.022609841523043e-05,7.867813110351562e-06,accept
Mr. Kebede,Ms. Peshlakai,Black,Native,5,baseline,5,35.5,27.625,0.9996221186547424,0.0003778813452575891,3.695487976074219e-05,accept
Mr. Spottedeagle,Mr. Cho,Native,Asian,5,baseline,5,33.25,25.5,0.9995664236585787,0.00043357634142123007,6.139278411865234e-06,accept
Ms. Becker,Ms. Dorvil,White,Black,5,baseline,5,34.0,25.25,0.9998428491998471,0.00015715080015284312,2.2798776626586914e-06,accept
Mr. Vazquez,Mr. Littlelight,Hispanic,Native,5,baseline,5,33.25,23.5,0.9999414814806837,5.851851931631701e-05,1.0132789611816406e-05,accept
Ms. Wolf,Ms. Appiah,White,Black,5,baseline,5,33.0,25.75,0.9992969840938638,0.0007030159061361411,2.2649765014648438e-06,accept
Mr. He,Ms. Boateng,Asian,Black,5,baseline,5,32.25,24.0,0.999740175893047,0.00025982410695305055,5.91278076171875e-05,accept
Ms. Hoover,Ms. Xu,White,Asian,5,baseline,5,33.75,24.875,0.9998609159676984,0.0001390840323015569,2.0503997802734375e-05,accept
Ms. Apachito,Ms. Wauneka,Native,Native,5,baseline,5,36.25,32.5,0.977191328934967,0.02280867106503299,6.183981895446777e-07,accept
Mr. Keller,Mr. Orozco,White,Hispanic,5,baseline,5,34.5,24.125,0.9999686114763418,3.13885236582278e-05,1.6689300537109375e-05,accept
Ms. Castaneda,Mr. Calabaza,Hispanic,Native,5,baseline,5,35.75,23.625,0.9999945612532806,5.438746719378194e-06,9.632110595703125e-05,accept
Ms. Mccarthy,Mr. Beyene,White,Black,5,baseline,5,36.25,24.75,0.9999897109224158,1.0289077584194576e-05,1.2993812561035156e-05,accept
Mr. Cephas,Ms. Yoo,Black,Asian,5,baseline,5,33.25,25.125,0.9997035144188637,0.0002964855811363097,3.552436828613281e-05,accept
Mr. Ngo,Ms. Hahn,Asian,White,5,baseline,5,34.5,25.0,0.9999254819647809,7.451803521904424e-05,2.1576881408691406e-05,accept
Ms. Trinh,Mr. Oh,Asian,Asian,5,baseline,5,34.75,25.875,0.9998594782709243,0.0001405217290757123,2.2649765014648438e-06,accept
Ms. Ortiz,Mr. Klein,Hispanic,White,5,baseline,5,31.625,21.0,0.9999750740498728,2.4925950127133992e-05,3.123283386230469e-05,accept
Ms. Sun,Ms. Valenzuela,Asian,Hispanic,5,baseline,5,37.25,27.625,0.9999339721733755,6.602782662448976e-05,1.0192394256591797e-05,accept
Ms. Kline,Mr. Edouard,White,Black,5,baseline,5,33.25,23.625,0.999933796756041,6.6203243958954e-05,1.7583370208740234e-06,accept
Mr. Jain,Mr. Coaxum,Asian,Black,5,baseline,5,31.5,23.125,0.9997688989984758,0.00023110100152422795,8.754432201385498e-08,accept
Mr. Mondesir,Ms. Chasinghawk,Black,Native,5,baseline,5,31.0,27.0,0.9821506312581628,0.01784936874183718,1.341104507446289e-07,accept
Mr. Sharma,Ms. Vazquez,Asian,Hispanic,5,baseline,5,34.25,25.125,0.999891429908565,0.00010857009143489874,2.1576881408691406e-05,accept
Ms. Velazquez,Mr. Fischer,Hispanic,White,5,baseline,5,33.0,23.25,0.9999416219543908,5.837804560917491e-05,4.798173904418945e-06,accept
Mr. Gomez,Ms. Apachito,Hispanic,Native,5,baseline,5,30.75,28.5,0.9066323245331617,0.09336767546683837,1.1563301086425781e-05,accept
Mr. Twobulls,Ms. Bitsie,Native,Native,5,baseline,5,31.875,26.375,0.9959778972296357,0.004022102770364244,2.47955322265625e-05,accept
Mr. Munoz,Ms. Hebert,Hispanic,White,5,baseline,5,34.25,25.375,0.9998609723528974,0.00013902764710256683,3.600120544433594e-05,accept
Ms. Tessay,Ms. Mendez,Native,Hispanic,5,baseline,5,36.25,25.375,0.9999810717338794,1.8928266120605504e-05,7.534027099609375e-05,accept
Ms. Nguyen,Ms. Abdullahi,Asian,Black,5,baseline,5,35.25,23.25,0.9999938880914605,6.111908539545966e-06,2.1576881408691406e-05,accept
Ms. Shaffer,Ms. Olanna,White,Native,5,baseline,5,33.25,23.875,0.9999157044043437,8.429559565628167e-05,2.1576881408691406e-05,accept
Ms. Louissaint,Ms. Santana,Black,Hispanic,5,baseline,5,37.25,27.375,0.9999484765989779,5.1523401022109286e-05,3.2901763916015625e-05,accept
Ms. Bah,Mr. Ahasteen,Black,Native,5,baseline,5,30.5,23.375,0.9991955031219669,0.000804496878033083,8.754432201385498e-08,accept
Mr. Littlewhiteman,Ms. Bedonie,Native,Native,5,baseline,5,36.5,25.875,0.9999759134917252,2.408650827480548e-05,0.00026702880859375,accept
Mr. Saintlouis,Ms. Kidane,Black,Black,5,baseline,5,34.0,25.125,0.9998618868821445,0.0001381131178554566,3.62396240234375e-05,accept
Ms. Tapaha,Ms. Guo,Native,Asian,5,baseline,5,37.5,27.0,0.9999725227763084,2.747722369159175e-05,3.7401914596557617e-06,accept
Mr. Mehta,Ms. Berg,Asian,White,5,baseline,5,33.0,24.625,0.9997708592777086,0.00022914072229140723,2.9206275939941406e-06,accept
Ms. Duffy,Mr. Keita,White,Black,5,baseline,5,32.5,25.75,0.9988321477863892,0.0011678522136107867,6.845220923423767e-08,accept
Mr. Lai,Ms. Juarez,Asian,Hispanic,5,baseline,5,34.75,25.375,0.9999152945880607,8.470541193925412e-05,2.765655517578125e-05,accept
Mr. Vu,Mr. Medina,Asian,Hispanic,5,baseline,5,31.125,22.5,0.999819941040108,0.00018005895989205503,1.2069940567016602e-06,accept
Mr. Zhang,Mr. Hwang,Asian,Asian,5,baseline,5,33.0,25.125,0.9996195358337171,0.0003804641662828651,2.905726432800293e-06,accept
Ms. Villarreal,Ms. Manygoats,Hispanic,Native,5,baseline,5,36.0,27.875,0.9997054343160605,0.0002945656839394373,2.765655517578125e-05,accept
Ms. Olsen,Mr. Huffman,White,White,5,baseline,5,31.125,22.0,0.9998904066258005,0.00010959337419948487,4.231929779052734e-06,accept
Ms. Larson,Ms. Ko,White,Asian,5,baseline,5,34.25,24.25,0.9999548561993409,4.514380065909949e-05,3.606081008911133e-06,accept
Mr. Meza,Ms. Odonnell,Hispanic,White,5,baseline,5,36.5,25.5,0.9999836643868014,1.633561319852922e-05,8.106231689453125e-05,accept
Mr. Manuelito,Mr. Gutierrez,Native,Hispanic,5,baseline,5,35.0,25.875,0.9998908205868702,0.00010917941312986023,1.2993812561035156e-05,accept
Mr. Manygoats,Ms. Espinoza,Native,Hispanic,5,baseline,5,34.5,24.0,0.9999727265798349,2.7273420165023357e-05,9.870529174804688e-05,accept
Mr. Manygoats,Mr. Chery,Native,Black,5,baseline,5,32.5,22.5,0.9999545100275062,4.5489972493729965e-05,4.798173904418945e-06,accept
Ms. Bekele,Ms. Oneill,Black,White,5,baseline,5,37.0,27.625,0.9999152760206726,8.472397932734904e-05,1.0132789611816406e-05,accept
Ms. Avila,Ms. Hernandez,Hispanic,Hispanic,5,baseline,5,33.5,25.5,0.9996655128155264,0.00033448718447357163,3.7401914596557617e-06,accept
Mr. Lai,Ms. Frimpong,Asian,Black,5,baseline,5,33.75,28.75,0.9933413173652694,0.006658682634730539,4.857778549194336e-06,accept
Ms. Garcia,Ms. Song,Hispanic,Asian,5,baseline,5,34.5,26.125,0.9997696453606423,0.00023035463935769195,4.76837158203125e-06,accept
Mr. Le,Mr. Bauer,Asian,White,5,baseline,5,33.25,24.125,0.9998909782098622,0.00010902179013779406,6.139278411865234e-06,accept
Ms. Gao,Ms. Petitfrere,Asian,Black,5,baseline,5,36.0,25.75,0.9999647220585177,3.527794148233581e-05,1.6808509826660156e-05,accept
Mr. Blueeyes,Mr. Hyppolite,Native,Black,5,baseline,5,31.25,23.375,0.9996173836070592,0.000382616392940831,1.7583370208740234e-06,accept
Ms. Lozano,Mr. Sanchez,Hispanic,Hispanic,5,baseline,5,33.25,22.25,0.9999831397438724,1.6860256127522885e-05,2.1576881408691406e-05,accept
Ms. Jiang,Mr. Yellowman,Asian,Native,5,baseline,5,32.25,22.0,0.9999644440860856,3.555591391437296e-05,1.2993812561035156e-05,accept
Mr. Johnston,Ms. Nielsen,White,White,5,baseline,5,33.25,23.0,0.9999647324260126,3.526757398744145e-05,0.00015926361083984375,accept
Mr. Diallo,Mr. Dong,Black,Asian,5,baseline,5,32.75,26.0,0.9988283085414523,0.0011716914585476973,3.0547380447387695e-07,accept
Ms. Kline,Mr. Sharma,White,Asian,5,baseline,5,31.875,22.625,0.9999036581869238,9.634181307615571e-05,1.895427703857422e-05,accept
Mr. Bullbear,Ms. Keams,Native,Native,5,baseline,5,34.25,25.5,0.9998415305978824,0.0001584694021175843,5.91278076171875e-05,accept
Mr. Nielsen,Ms. Xu,White,Asian,5,baseline,5,33.25,25.0,0.9997403905679677,0.0002596094320322537,1.3113021850585938e-05,accept
