proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Ms. Appiah,Mr. Desir,Black,Black,3,baseline,7,32.5,23.375,0.9998889440676226,0.00011105593237741415,2.777576446533203e-05,accept
Ms. Rasmussen,Mr. Whitehat,White,Native,3,baseline,7,31.0,22.125,0.9998592159476307,0.0001407840523692506,9.632110595703125e-05,accept
Mr. Straughter,Ms. Lawal,Black,Black,3,baseline,7,33.5,27.125,0.9983231291190579,0.0016768708809421675,4.76837158203125e-05,accept
Mr. Todacheene,Mr. Bui,Native,Asian,3,baseline,7,32.5,25.625,0.9989730950913945,0.0010269049086054631,2.2649765014648438e-06,accept
Mr. Mensah,Ms. Lawal,Black,Black,3,baseline,7,30.875,26.5,0.9877082764272057,0.012291723572794318,3.4123659133911133e-06,accept
Mr. Gao,Ms. Vega,Asian,Hispanic,3,baseline,7,32.75,26.875,0.9972073839632234,0.002792616036776605,5.066394805908203e-07,accept
Mr. Lesane,Ms. Bullbear,Black,Native,3,baseline,7,33.25,30.625,0.9335302806499262,0.06646971935007386,3.0279159545898438e-05,accept
Ms. Cho,Mr. Whiteplume,Asian,Native,3,baseline,7,31.625,24.375,0.999284366664498,0.0007156333355019192,8.940696716308594e-06,accept
Ms. Cho,Mr. Lesane,Asian,Black,3,baseline,7,31.875,24.125,0.9995627138822826,0.0004372861177174229,2.5779008865356445e-06,accept
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,3,baseline,7,33.0,25.25,0.9995676456298779,0.0004323543701220844,1.3053417205810547e-05,accept
Mr. Dorvil,Mr. Torres,Black,Hispanic,3,baseline,7,35.0,28.25,0.9988256508653606,0.0011743491346394492,2.2649765014648438e-06,accept
Ms. Stfleur,Ms. Arcoren,Black,Native,3,baseline,7,34.0,26.375,0.9995153682859736,0.00048463171402633395,1.704692840576172e-05,accept
Mr. Lasiloo,Mr. Weber,Native,White,3,baseline,7,31.25,25.375,0.9972016387203654,0.002798361279634646,6.48200511932373e-07,accept
Ms. Torres,Mr. Kwon,Hispanic,Asian,3,baseline,7,31.625,24.5,0.9991891483308825,0.000810851669117546,4.231929779052734e-06,accept
Ms. Ochoa,Mr. Thai,Hispanic,Asian,3,baseline,7,31.75,23.375,0.9997679695527839,0.00023203044721608663,4.827976226806641e-06,accept
Mr. Estrada,Ms. Nielsen,Hispanic,White,3,baseline,7,32.5,24.875,0.99951449770848,0.00048550229151997804,4.57763671875e-05,accept
Ms. Brandt,Ms. Abebe,White,Black,3,baseline,7,32.5,26.875,0.9964280565744582,0.003571943425541798,1.1362135410308838e-07,accept
Mr. Walsh,Mr. Valenzuela,White,Hispanic,3,baseline,7,32.5,26.0,0.9984860537322624,0.0015139462677375484,2.2649765014648438e-06,accept
Ms. Krueger,Mr. Walsh,White,White,3,baseline,7,33.0,26.5,0.9984924590879056,0.001507540912094327,2.2649765014648438e-06,accept
Mr. Gonzalez,Mr. Nez,Hispanic,Native,3,baseline,7,31.375,24.625,0.998815980875272,0.0011840191247279575,2.5779008865356445e-06,accept
Mr. Wang,Mr. Nunez,Asian,Hispanic,3,baseline,7,33.75,26.25,0.9994456836259187,0.0005543163740813333,1.3709068298339844e-06,accept
Mr. Meyer,Ms. Nielsen,White,White,3,baseline,7,32.25,25.0,0.9992922252010724,0.0007077747989276139,2.1696090698242188e-05,accept
Ms. Schmidt,Ms. Osei,White,Black,3,baseline,7,34.75,26.125,0.9998204480349622,0.00017955196503782912,6.198883056640625e-06,accept
Mr. Atcitty,Mr. Vargas,Native,Hispanic,3,baseline,7,34.5,26.75,0.9995685456082433,0.00043145439175668314,3.725290298461914e-06,accept
Mr. Le,Mr. Estrada,Asian,Hispanic,3,baseline,7,32.5,27.375,0.9940746706552379,0.005925329344762124,5.066394805908203e-07,accept
Ms. Cao,Mr. Gallagher,Asian,White,3,baseline,7,32.75,26.25,0.9985022975393067,0.001497702460693277,2.2798776626586914e-06,accept
Ms. Prioleau,Mr. Ayala,Black,Hispanic,3,baseline,7,32.25,23.0,0.9999031949863421,9.680501365792476e-05,6.48200511932373e-07,accept
Mr. Stout,Ms. Bullbear,White,Native,3,baseline,7,31.875,27.125,0.9915407280676741,0.008459271932325825,1.9550323486328125e-05,accept
Mr. Pineda,Ms. Velazquez,Hispanic,Hispanic,3,baseline,7,35.5,28.625,0.9989782000601058,0.0010217999398941212,0.00010061264038085938,accept
Mr. Olson,Mr. Dominguez,White,Hispanic,3,baseline,7,32.25,23.875,0.9997686082420377,0.0002313917579622685,3.725290298461914e-06,accept
Mr. Kebede,Ms. Peshlakai,Black,Native,3,baseline,7,30.25,32.5,0.10047846889952153,0.8995215311004785,2.491474151611328e-05,reject
Mr. Spottedeagle,Mr. Cho,Native,Asian,3,baseline,7,31.875,27.375,0.9889955513931163,0.011004448606883634,7.450580596923828e-07,accept
Ms. Becker,Ms. Dorvil,White,Black,3,baseline,7,33.0,26.0,0.9990983352846973,0.0009016647153027306,1.080334186553955e-06,accept
Mr. Vazquez,Mr. Littlelight,Hispanic,Native,3,baseline,7,30.625,24.125,0.9984806911721354,0.0015193088278645775,2.562999725341797e-06,accept
Ms. Wolf,Ms. Appiah,White,Black,3,baseline,7,32.5,26.25,0.9980888311291186,0.0019111688708814312,2.2798776626586914e-06,accept
Mr. He,Ms. Boateng,Asian,Black,3,baseline,7,31.625,25.125,0.9985232281556135,0.001476771844386576,4.124641418457031e-05,accept
Ms. Hoover,Ms. Xu,White,Asian,3,baseline,7,33.75,26.375,0.999380642255213,0.0006193577447870724,2.1696090698242188e-05,accept
Ms. Apachito,Ms. Wauneka,Native,Native,3,baseline,7,33.25,34.75,0.18486672398968185,0.8151332760103182,2.16066837310791e-06,reject
Mr. Keller,Mr. Orozco,White,Hispanic,3,baseline,7,33.5,25.25,0.9997337356882933,0.00026626431170675426,7.867813110351562e-06,accept
Ms. Castaneda,Mr. Calabaza,Hispanic,Native,3,baseline,7,34.0,23.5,0.9999719576064993,2.804239350076292e-05,3.528594970703125e-05,accept
Ms. Mccarthy,Mr. Beyene,White,Black,3,baseline,7,33.75,24.0,0.9999404426701732,5.955732982672355e-05,6.16908073425293e-06,accept
Mr. Cephas,Ms. Yoo,Black,Asian,3,baseline,7,32.75,27.625,0.9941270944698803,0.005872905530119615,4.857778549194336e-06,accept
Mr. Ngo,Ms. Hahn,Asian,White,3,baseline,7,34.25,26.875,0.9993776520509193,0.0006223479490806223,6.16908073425293e-06,accept
Ms. Trinh,Mr. Oh,Asian,Asian,3,baseline,7,32.25,26.375,0.9971813341684935,0.0028186658315064203,1.862645149230957e-07,accept
Ms. Ortiz,Mr. Klein,Hispanic,White,3,baseline,7,30.0,21.5,0.9997870716114524,0.00021292838854756872,1.6808509826660156e-05,accept
Ms. Sun,Ms. Valenzuela,Asian,Hispanic,3,baseline,7,35.75,27.25,0.9997971637301246,0.00020283626987537603,1.6927719116210938e-05,accept
Ms. Kline,Mr. Edouard,White,Black,3,baseline,7,31.75,24.375,0.9993755752801817,0.0006244247198183156,3.9301812648773193e-07,accept
Mr. Jain,Mr. Coaxum,Asian,Black,3,baseline,7,30.75,24.25,0.9984922218510459,0.0015077781489540353,2.514570951461792e-08,accept
Mr. Mondesir,Ms. Chasinghawk,Black,Native,3,baseline,7,33.0,28.875,0.9842061512884456,0.015793848711554447,3.3676624298095703e-06,accept
Mr. Sharma,Ms. Vazquez,Asian,Hispanic,3,baseline,7,33.0,26.375,0.9986789491883074,0.0013210508116926296,1.3113021850585938e-05,accept
Ms. Velazquez,Mr. Fischer,Hispanic,White,3,baseline,7,31.125,23.875,0.9992890103302616,0.0007109896697383279,1.564621925354004e-06,accept
Mr. Gomez,Ms. Apachito,Hispanic,Native,3,baseline,7,27.0,30.75,0.02345985123021171,0.9765401487697883,7.82012939453125e-05,reject
Mr. Twobulls,Ms. Bitsie,Native,Native,3,baseline,7,27.375,31.875,0.011171010948702273,0.9888289890512977,6.723403930664062e-05,reject
Mr. Munoz,Ms. Hebert,Hispanic,White,3,baseline,7,33.0,26.5,0.9985119718627407,0.0014880281372593228,1.0311603546142578e-05,accept
Ms. Tessay,Ms. Mendez,Native,Hispanic,3,baseline,7,36.75,27.25,0.9999248854503118,7.511454968827462e-05,0.0001239776611328125,accept
Ms. Nguyen,Ms. Abdullahi,Asian,Black,3,baseline,7,33.25,23.875,0.9999156580999394,8.434190006061092e-05,2.777576446533203e-05,accept
Ms. Shaffer,Ms. Olanna,White,Native,3,baseline,7,32.0,24.5,0.9994500752049471,0.000549924795052862,7.987022399902344e-06,accept
Ms. Louissaint,Ms. Santana,Black,Hispanic,3,baseline,7,35.75,28.875,0.9989730950913945,0.0010269049086054631,1.0192394256591797e-05,accept
Ms. Bah,Mr. Ahasteen,Black,Native,3,baseline,7,30.5,23.625,0.9989641622045259,0.0010358377954741013,4.1443854570388794e-08,accept
Mr. Littlewhiteman,Ms. Bedonie,Native,Native,3,baseline,7,35.0,27.0,0.9996738142221626,0.00032618577783741145,0.00010061264038085938,accept
Mr. Saintlouis,Ms. Kidane,Black,Black,3,baseline,7,32.25,25.5,0.9988491228070175,0.0011508771929824562,8.285045623779297e-06,accept
Ms. Tapaha,Ms. Guo,Native,Asian,3,baseline,7,35.25,28.625,0.9986847678280836,0.0013152321719164493,6.51925802230835e-07,accept
Mr. Mehta,Ms. Berg,Asian,White,3,baseline,7,31.875,26.5,0.9954047366560622,0.004595263343937788,5.774199962615967e-07,accept
Ms. Duffy,Mr. Keita,White,Black,3,baseline,7,30.0,25.75,0.9859697386519944,0.014030261348005502,1.979060471057892e-08,accept
Mr. Lai,Ms. Juarez,Asian,Hispanic,3,baseline,7,34.25,26.75,0.9994462288182523,0.0005537711817477018,1.6808509826660156e-05,accept
Mr. Vu,Mr. Medina,Asian,Hispanic,3,baseline,7,29.875,23.5,0.99829925921709,0.0017007407829100457,1.2759119272232056e-07,accept
Mr. Zhang,Mr. Hwang,Asian,Asian,3,baseline,7,31.75,27.0,0.9914045527533768,0.008595447246623217,3.073364496231079e-07,accept
Ms. Villarreal,Ms. Manygoats,Hispanic,Native,3,baseline,7,33.0,26.875,0.9978369348724648,0.0021630651275351765,2.1696090698242188e-05,accept
Ms. Olsen,Mr. Huffman,White,White,3,baseline,7,30.125,23.5,0.9986700948665662,0.0013299051334338151,7.37607479095459e-07,accept
Ms. Larson,Ms. Ko,White,Asian,3,baseline,7,33.75,25.5,0.9997415649676956,0.00025843503230437906,2.2798776626586914e-06,accept
Mr. Meza,Ms. Odonnell,Hispanic,White,3,baseline,7,34.25,28.5,0.9969066499175631,0.0030933500824369946,2.968311309814453e-05,accept
Mr. Manuelito,Mr. Gutierrez,Native,Hispanic,3,baseline,7,33.25,28.625,0.990296354576449,0.00970364542355101,1.773238182067871e-06,accept
Mr. Manygoats,Ms. Espinoza,Native,Hispanic,3,baseline,7,32.5,26.0,0.9985264800208027,0.001473519979197365,1.341104507446289e-05,accept
Mr. Manygoats,Mr. Chery,Native,Black,3,baseline,7,31.5,24.25,0.9992873606019556,0.0007126393980444147,2.2649765014648438e-06,accept
Ms. Bekele,Ms. Oneill,Black,White,3,baseline,7,35.25,27.875,0.9993762703904547,0.0006237296095452645,7.927417755126953e-06,accept
Ms. Avila,Ms. Hernandez,Hispanic,Hispanic,3,baseline,7,32.75,27.625,0.9941014549744397,0.005898545025560362,1.773238182067871e-06,accept
Mr. Lai,Ms. Frimpong,Asian,Black,3,baseline,7,30.5,30.375,0.5360824742268041,0.4639175257731959,4.351139068603516e-06,accept
Ms. Garcia,Ms. Song,Hispanic,Asian,3,baseline,7,33.5,27.0,0.998508661236664,0.00149133876333601,2.2798776626586914e-06,accept
Mr. Le,Mr. Bauer,Asian,White,3,baseline,7,33.5,27.0,0.9984981282643294,0.0015018717356705745,6.48200511932373e-07,accept
Ms. Gao,Ms. Petitfrere,Asian,Black,3,baseline,7,34.25,25.75,0.9997978791670854,0.00020212083291454928,1.3172626495361328e-05,accept
Mr. Blueeyes,Mr. Hyppolite,Native,Black,3,baseline,7,29.125,24.75,0.9875402260912617,0.012459773908738345,3.520399332046509e-07,accept
Ms. Lozano,Mr. Sanchez,Hispanic,Hispanic,3,baseline,7,32.0,23.375,0.9998169280527247,0.0001830719472752792,6.198883056640625e-06,accept
Ms. Jiang,Mr. Yellowman,Asian,Native,3,baseline,7,31.125,22.5,0.9998199648986777,0.0001800351013222087,3.293156623840332e-06,accept
Mr. Johnston,Ms. Nielsen,White,White,3,baseline,7,32.0,25.125,0.9989724111916128,0.0010275888083872058,3.5762786865234375e-05,accept
Mr. Diallo,Mr. Dong,Black,Asian,3,baseline,7,31.375,27.125,0.9859680109900893,0.014031989009910706,3.702007234096527e-08,accept
Ms. Kline,Mr. Sharma,White,Asian,3,baseline,7,30.5,24.0,0.9984926887635386,0.0015073112364613927,3.7401914596557617e-06,accept
Mr. Bullbear,Ms. Keams,Native,Native,3,baseline,7,33.0,26.75,0.9980764513755309,0.0019235486244690877,3.600120544433594e-05,accept
Mr. Nielsen,Ms. Xu,White,Asian,3,baseline,7,32.5,26.5,0.99754230921061,0.002457690789389907,2.2798776626586914e-06,accept
Mr. Notah,Ms. Vu,Native,Asian,3,baseline,7,34.25,26.5,0.9995683201431155,0.0004316798568845159,3.7401914596557617e-06,accept
Mr. Bekele,Mr. Oneill,Black,White,3,baseline,7,33.0,26.875,0.9978112913381105,0.002188708661889485,2.905726432800293e-06,accept
