proposer_name,responder_name,proposer_race,responder_race,offer,prompt_type,proposer_keeps,logit_accept,logit_reject,p(accept),p(reject),z_coverage,choice
Ms. Ayze,Ms. Han,Native,Asian,1,baseline,9,28.625,35.0,0.0017075799595509427,0.998292420040449,4.798173904418945e-06,reject
Ms. Jensen,Mr. Oconnor,White,White,1,baseline,9,29.375,29.75,0.4057971014492754,0.5942028985507246,2.0023435354232788e-08,reject
Ms. Jain,Mr. Mccarthy,Asian,White,1,baseline,9,27.125,30.375,0.03739105988192297,0.9626089401180771,1.0337680578231812e-07,reject
Ms. Molina,Ms. Manigault,Hispanic,Black,1,baseline,9,29.125,36.0,0.0010747176799325408,0.9989252823200675,0.0003376007080078125,reject
Mr. Appiah,Mr. Keyonnie,Black,Native,1,baseline,9,26.625,35.25,0.00018011015157691178,0.9998198898484231,6.139278411865234e-06,reject
Ms. Figueroa,Ms. Stfleur,Hispanic,Black,1,baseline,9,29.25,37.0,0.00044173022330543945,0.9995582697766946,7.534027099609375e-05,reject
Mr. Moyer,Mr. Rasmussen,White,White,1,baseline,9,27.0,32.75,0.003176554974894969,0.996823445025105,2.2649765014648438e-06,reject
Ms. Huber,Ms. Brandt,White,White,1,baseline,9,31.625,32.5,0.29475587703435807,0.705244122965642,4.112720489501953e-06,reject
Ms. Gao,Mr. Yoo,Asian,Asian,1,baseline,9,30.375,31.125,0.3211009174311927,0.6788990825688074,2.537854015827179e-08,reject
Mr. Shah,Ms. Dominguez,Asian,Hispanic,1,baseline,9,27.75,34.0,0.0019890206062534808,0.9980109793937465,5.841255187988281e-05,reject
Ms. Mekonnen,Mr. Appiah,Black,Black,1,baseline,9,29.375,30.0,0.3467741935483871,0.6532258064516129,1.73225998878479e-07,reject
Ms. Cho,Ms. Lesane,Asian,Black,1,baseline,9,28.125,35.75,0.0005180608008168843,0.9994819391991832,0.0001239776611328125,reject
Ms. Dayzie,Mr. Traore,Native,Black,1,baseline,9,29.5,25.875,0.9736203269137401,0.02637967308625991,1.4379620552062988e-06,accept
Ms. Castillo,Mr. Diop,Hispanic,Black,1,baseline,9,28.625,32.0,0.0331514897188418,0.9668485102811583,2.5960616767406464e-08,reject
Mr. Santana,Ms. Guerrero,Hispanic,Hispanic,1,baseline,9,28.0,36.5,0.00020627346360648524,0.9997937265363935,0.00020313262939453125,reject
Ms. Sesay,Ms. Duffy,Black,White,1,baseline,9,29.625,36.75,0.0008229291575556653,0.9991770708424443,0.0001583099365234375,reject
Ms. Phan,Mr. Blackgoat,Asian,Native,1,baseline,9,27.5,25.0,0.9243287225386493,0.07567127746135069,2.240994945168495e-09,accept
Ms. Wolf,Ms. Le,White,Asian,1,baseline,9,27.75,32.25,0.011171856429759925,0.9888281435702401,2.9355287551879883e-06,reject
Ms. Desta,Ms. Petersen,Black,White,1,baseline,9,28.375,35.75,0.0006343629532035329,0.9993656370467965,4.5299530029296875e-05,reject
Mr. Okafor,Mr. Petersen,Black,White,1,baseline,9,27.625,34.0,0.0017032720753025548,0.9982967279246975,6.48200511932373e-07,reject
Mr. Vargas,Ms. Saintil,Hispanic,Black,1,baseline,9,28.375,36.25,0.0003817598956871591,0.9996182401043129,1.6689300537109375e-05,reject
Mr. Bekele,Mr. Littlelight,Black,Native,1,baseline,9,26.625,32.5,0.00280952327650858,0.9971904767234914,6.48200511932373e-07,reject
Mr. Li,Mr. Altaha,Asian,Native,1,baseline,9,26.25,31.25,0.006705013444062489,0.9932949865559375,5.3551048040390015e-08,reject
Mr. Bui,Mr. Molina,Asian,Hispanic,1,baseline,9,27.375,35.0,0.0004917384247362914,0.9995082615752637,7.867813110351562e-06,reject
Mr. Shije,Mr. Salazar,Native,Hispanic,1,baseline,9,28.5,35.5,0.0009160437749676133,0.9990839562250324,2.1457672119140625e-05,reject
Ms. Goldtooth,Mr. Donovan,Native,White,1,baseline,9,29.125,31.375,0.09552599758162031,0.9044740024183797,3.855675458908081e-07,reject
Ms. Moua,Ms. Chowdhury,Asian,Asian,1,baseline,9,30.25,37.0,0.0011751986085648475,0.9988248013914351,0.0001583099365234375,reject
Ms. Dorvil,Mr. Keller,Black,White,1,baseline,9,30.0,32.0,0.11910112359550562,0.8808988764044944,7.776543498039246e-08,reject
Ms. Fischer,Mr. Vu,White,Asian,1,baseline,9,28.25,31.625,0.033114603998168776,0.9668853960018312,7.636845111846924e-07,reject
Ms. Peck,Mr. Chery,White,Black,1,baseline,9,28.75,25.75,0.9524655708573967,0.047534429142603286,1.025910023599863e-09,accept
Ms. Kline,Ms. Edouard,White,Black,1,baseline,9,29.875,33.25,0.033375580904098014,0.966624419095902,1.1026859283447266e-06,reject
Ms. Weber,Mr. Roanhorse,White,Native,1,baseline,9,27.5,30.625,0.041857622975863124,0.9581423770241368,1.2218952178955078e-05,reject
Mr. Yohannes,Ms. Delgarito,Black,Native,1,baseline,9,27.25,35.5,0.0002816213882056963,0.9997183786117944,0.00016117095947265625,reject
Ms. Padilla,Mr. Stfleur,Hispanic,Black,1,baseline,9,28.125,32.0,0.02036353696870302,0.979636463031297,8.530914783477783e-07,reject
Mr. Wassillie,Ms. Manigault,Native,Black,1,baseline,9,27.25,34.75,0.0005633359971702192,0.9994366640028298,0.000568389892578125,reject
Mr. Ayala,Mr. Stark,Hispanic,White,1,baseline,9,27.25,35.25,0.000336080659358246,0.9996639193406418,5.817413330078125e-05,reject
Ms. Maldonado,Mr. Warsame,Hispanic,Black,1,baseline,9,27.375,31.875,0.011013088854292799,0.9889869111457072,2.0116567611694336e-06,reject
Mr. Martinez,Mr. Spottedhorse,Hispanic,Native,1,baseline,9,26.875,33.25,0.0017020359797479264,0.9982979640202521,2.1576881408691406e-05,reject
Ms. Dorvil,Mr. Torres,Black,Hispanic,1,baseline,9,29.625,34.25,0.009680258140217073,0.9903197418597829,3.9674341678619385e-07,reject
Mr. Birdinground,Mr. Fluellen,Native,Black,1,baseline,9,28.25,28.375,0.46804123711340206,0.5319587628865979,1.8030405044555664e-06,reject
Ms. Yeboah,Mr. Goldtooth,Black,Native,1,baseline,9,30.625,25.75,0.9923385625684057,0.007661437431594309,9.5367431640625e-07,accept
Ms. Munoz,Ms. Chasinghawk,Hispanic,Native,1,baseline,9,27.25,35.0,0.0004422068414311779,0.9995577931585689,3.552436828613281e-05,reject
Mr. Sandoval,Mr. Bitsuie,Hispanic,Native,1,baseline,9,27.5,34.75,0.0007094315880032229,0.9992905684119968,2.2649765014648438e-06,reject
Mr. Nunez,Ms. Fry,Hispanic,White,1,baseline,9,28.125,36.75,0.000182816663483546,0.9998171833365165,0.000911712646484375,reject
Mr. Yoder,Ms. Johnston,White,White,1,baseline,9,28.375,35.75,0.0006376879099917377,0.9993623120900083,0.000335693359375,reject
Mr. Trinh,Ms. Ortega,Asian,Hispanic,1,baseline,9,29.625,36.5,0.0010380223751489755,0.9989619776248511,9.679794311523438e-05,reject
Ms. Vu,Mr. Abebe,Asian,Black,1,baseline,9,27.125,26.25,0.705685618729097,0.29431438127090304,2.7284841053187847e-10,accept
Mr. Hess,Ms. Salinas,White,Hispanic,1,baseline,9,27.5,35.25,0.00044092322112438195,0.9995590767788756,0.000335693359375,reject
Ms. Chu,Ms. Lo,Asian,Asian,1,baseline,9,28.875,30.625,0.14864864864864866,0.8513513513513513,2.584420144557953e-08,reject
Ms. Mccarthy,Ms. Ng,White,Asian,1,baseline,9,27.5,34.75,0.0007479431563201197,0.9992520568436799,0.00015926361083984375,reject
Mr. Meza,Mr. Saintlouis,Hispanic,Black,1,baseline,9,26.625,34.5,0.00037938371223634494,0.9996206162877637,1.3113021850585938e-05,reject
Mr. Campos,Ms. Sharma,Hispanic,Asian,1,baseline,9,26.375,34.5,0.0003028564709738795,0.9996971435290262,0.0002613067626953125,reject
Mr. Runningcrane,Ms. Friedman,Native,White,1,baseline,9,27.75,34.0,0.001949317738791423,0.9980506822612085,0.00012302398681640625,reject
Mr. Escobar,Ms. Petersen,Hispanic,White,1,baseline,9,27.5,34.75,0.0007164562591101119,0.9992835437408899,7.534027099609375e-05,reject
Ms. Yoder,Mr. Maldonado,White,Hispanic,1,baseline,9,28.125,32.25,0.016067506646630446,0.9839324933533695,8.046627044677734e-06,reject
Mr. Smallcanyon,Mr. Clitso,Native,Native,1,baseline,9,24.625,30.375,0.0031492886951395463,0.9968507113048605,1.5020370483398438e-05,reject
Ms. Marquez,Mr. Ganadonegro,Hispanic,Native,1,baseline,9,29.375,31.0,0.1649954421148587,0.8350045578851413,6.379559636116028e-08,reject
Ms. Desir,Mr. Lin,Black,Asian,1,baseline,9,28.625,29.375,0.3206442166910688,0.6793557833089312,1.9907020032405853e-08,reject
Ms. Gomez,Mr. Apachito,Hispanic,Native,1,baseline,9,27.25,30.125,0.053180396246089674,0.9468196037539103,2.2351741790771484e-07,reject
Mr. Wauneka,Ms. Lawal,Native,Black,1,baseline,9,29.625,34.25,0.010058104588258865,0.9899418954117412,4.649162292480469e-05,reject
Mr. Ramirez,Ms. Dorvil,Hispanic,Black,1,baseline,9,28.75,37.25,0.00020507608322687716,0.9997949239167732,5.817413330078125e-05,reject
Mr. Cao,Ms. Trevino,Asian,Hispanic,1,baseline,9,28.5,37.5,0.00012326974517168197,0.9998767302548284,9.584426879882812e-05,reject
Ms. Bitsilly,Mr. Soto,Native,Hispanic,1,baseline,9,29.875,33.75,0.02029191883232467,0.9797080811676754,2.4586915969848633e-07,reject
Mr. Hoffman,Ms. Dong,White,Asian,1,baseline,9,27.125,34.75,0.0004901546522437252,0.9995098453477562,2.753734588623047e-05,reject
Mr. Ayze,Ms. Torres,Native,Hispanic,1,baseline,9,28.75,36.25,0.0005734703780493185,0.9994265296219507,0.0003376007080078125,reject
Mr. Apachito,Ms. Calixte,Native,Black,1,baseline,9,29.875,38.0,0.0002994587240288796,0.9997005412759711,1.6808509826660156e-05,reject
Mr. Blackgoat,Ms. Talayumptewa,Native,Native,1,baseline,9,27.0,35.5,0.000207736092068636,0.9997922639079314,0.0004482269287109375,reject
Ms. Birdinground,Ms. Donovan,Native,White,1,baseline,9,28.25,32.0,0.023326793110965773,0.9766732068890343,1.704692840576172e-05,reject
Ms. Oconnor,Mr. Benallie,White,Native,1,baseline,9,29.875,29.125,0.6781609195402298,0.3218390804597701,2.421438694000244e-07,accept
Mr. Stark,Mr. Molina,White,Hispanic,1,baseline,9,26.875,31.25,0.012558306422676713,0.9874416935773233,1.0371208190917969e-05,reject
Ms. Sesay,Mr. Beyale,Black,Native,1,baseline,9,25.125,29.25,0.01588452890404004,0.98411547109596,4.0046870708465576e-07,reject
Ms. Keita,Mr. Ho,Black,Asian,1,baseline,9,28.125,29.125,0.2697095435684647,0.7302904564315352,5.2677933126688e-09,reject
Ms. Keams,Ms. Stein,Native,White,1,baseline,9,28.875,36.5,0.0004950115386492459,0.9995049884613507,1.6689300537109375e-05,reject
Mr. Apachito,Mr. Dinh,Native,Asian,1,baseline,9,26.625,33.5,0.0010338528508686696,0.9989661471491313,3.7401914596557617e-06,reject
Ms. Dinh,Mr. Prioleau,Asian,Black,1,baseline,9,31.25,29.875,0.7969348659003831,0.20306513409961685,1.825392246246338e-07,accept
Ms. Laughing,Ms. Lara,Native,Hispanic,1,baseline,9,28.5,35.5,0.0009191790036921213,0.9990808209963079,4.5299530029296875e-05,reject
Ms. Dominguez,Mr. Yoon,Hispanic,Asian,1,baseline,9,28.375,33.25,0.007590544350466276,0.9924094556495338,1.0728836059570312e-06,reject
Mr. Tsinnijinnie,Mr. Louissaint,Native,Black,1,baseline,9,25.25,31.625,0.001697481304766711,0.9983025186952333,9.499490261077881e-07,reject
Ms. Weiss,Mr. Littlelight,White,Native,1,baseline,9,28.375,25.875,0.923907177549919,0.07609282245008095,1.0803341865539551e-07,accept
Mr. Yoder,Ms. Maldonado,White,Hispanic,1,baseline,9,30.125,34.5,0.012632755729457797,0.9873672442705422,0.00026702880859375,reject
Mr. Tadesse,Mr. Fry,Black,White,1,baseline,9,27.5,34.75,0.0007091725713870082,0.999290827428613,4.798173904418945e-06,reject
Ms. Bah,Ms. Ahasteen,Black,Native,1,baseline,9,27.75,33.75,0.002477291494632535,0.9975227085053675,2.250075340270996e-06,reject
Ms. Appiah,Mr. Desir,Black,Black,1,baseline,9,28.375,29.375,0.26972477064220185,0.7302752293577982,1.0132789611816406e-06,reject
Ms. Rasmussen,Mr. Whitehat,White,Native,1,baseline,9,28.0,28.375,0.4072727272727273,0.5927272727272728,2.0563602447509766e-06,reject
Mr. Straughter,Ms. Lawal,Black,Black,1,baseline,9,27.375,34.0,0.0013641614470560235,0.998635838552944,0.00016021728515625,reject
Mr. Todacheene,Mr. Bui,Native,Asian,1,baseline,9,27.625,34.5,0.001033873952208514,0.9989661260477914,1.3709068298339844e-06,reject
Mr. Mensah,Ms. Lawal,Black,Black,1,baseline,9,26.75,34.0,0.0007150728953722164,0.9992849271046278,2.765655517578125e-05,reject
Mr. Gao,Ms. Vega,Asian,Hispanic,1,baseline,9,28.125,34.75,0.0013341551521014895,0.9986658448478986,3.725290298461914e-06,reject
Mr. Lesane,Ms. Bullbear,Black,Native,1,baseline,9,28.5,38.75,3.556252709239817e-05,0.9999644374729076,0.0019378662109375,reject
Ms. Cho,Mr. Whiteplume,Asian,Native,1,baseline,9,29.0,29.625,0.34864864864864864,0.6513513513513514,6.891787052154541e-07,reject
Ms. Cho,Mr. Lesane,Asian,Black,1,baseline,9,27.25,29.875,0.06740681998413957,0.9325931800158604,2.942979335784912e-07,reject
Ms. Barrera,Ms. Blackgoat,Hispanic,Native,1,baseline,9,27.5,33.5,0.0025090769548661335,0.9974909230451339,7.867813110351562e-06,reject
Mr. Dorvil,Mr. Torres,Black,Hispanic,1,baseline,9,29.875,37.5,0.0004880429477794046,0.9995119570522206,3.725290298461914e-06,reject
Ms. Stfleur,Ms. Arcoren,Black,Native,1,baseline,9,28.5,35.0,0.0015167930660888408,0.9984832069339111,1.0192394256591797e-05,reject
Mr. Lasiloo,Mr. Weber,Native,White,1,baseline,9,27.0,33.5,0.0015050344462109169,0.9984949655537891,1.3709068298339844e-06,reject
Ms. Torres,Mr. Kwon,Hispanic,Asian,1,baseline,9,29.875,30.0,0.46757679180887374,0.5324232081911263,2.7194619178771973e-07,reject
Ms. Ochoa,Mr. Thai,Hispanic,Asian,1,baseline,9,29.5,31.625,0.10681318681318681,0.8931868131868131,1.0579824447631836e-06,reject
Mr. Estrada,Ms. Nielsen,Hispanic,White,1,baseline,9,26.875,33.0,0.0022285466210023638,0.9977714533789976,9.632110595703125e-05,reject
Ms. Brandt,Ms. Abebe,White,Black,1,baseline,9,28.625,30.5,0.13271028037383178,0.8672897196261682,3.899913281202316e-09,reject
Mr. Walsh,Mr. Valenzuela,White,Hispanic,1,baseline,9,27.0,33.0,0.0024604491154629764,0.997539550884537,6.51925802230835e-07,reject
Ms. Krueger,Mr. Walsh,White,White,1,baseline,9,29.625,30.875,0.22289156626506024,0.7771084337349398,7.729977369308472e-08,reject
Mr. Gonzalez,Mr. Nez,Hispanic,Native,1,baseline,9,26.125,31.875,0.003158697309661257,0.9968413026903388,4.26173210144043e-06,reject
Mr. Wang,Mr. Nunez,Asian,Hispanic,1,baseline,9,28.75,36.0,0.0007112257893779256,0.9992887742106221,1.7583370208740234e-06,reject
Mr. Meyer,Ms. Nielsen,White,White,1,baseline,9,26.875,33.5,0.001350337584396099,0.9986496624156039,0.0001239776611328125,reject
Ms. Schmidt,Ms. Osei,White,Black,1,baseline,9,28.75,34.25,0.004145979423657675,0.9958540205763423,2.2798776626586914e-06,reject
Mr. Atcitty,Mr. Vargas,Native,Hispanic,1,baseline,9,29.875,37.25,0.0006243672977019647,0.999375632702298,4.798173904418945e-06,reject
Mr. Le,Mr. Estrada,Asian,Hispanic,1,baseline,9,28.5,33.25,0.008579069848216457,0.9914209301517836,8.381903171539307e-07,reject
Ms. Cao,Mr. Gallagher,Asian,White,1,baseline,9,29.0,33.25,0.013987431583215082,0.9860125684167849,2.294778823852539e-06,reject
Ms. Prioleau,Mr. Ayala,Black,Hispanic,1,baseline,9,29.125,30.75,0.16427432216905902,0.835725677830941,1.8277205526828766e-08,reject
Mr. Stout,Ms. Bullbear,White,Native,1,baseline,9,27.0,35.5,0.0002075905128854397,0.9997924094871146,0.0002040863037109375,reject
Mr. Pineda,Ms. Velazquez,Hispanic,Hispanic,1,baseline,9,29.875,38.0,0.0003199368725348738,0.9996800631274652,0.000736236572265625,reject
Mr. Olson,Mr. Dominguez,White,Hispanic,1,baseline,9,28.75,30.5,0.14859437751004015,0.8514056224899599,4.637986421585083e-07,reject
Mr. Kebede,Ms. Peshlakai,Black,Native,1,baseline,9,27.75,35.0,0.0007332949763653388,0.9992667050236347,0.00016498565673828125,reject
Mr. Spottedeagle,Mr. Cho,Native,Asian,1,baseline,9,28.125,33.0,0.007550803223027416,0.9924491967769726,2.294778823852539e-06,reject
Ms. Becker,Ms. Dorvil,White,Black,1,baseline,9,27.875,33.0,0.005982512655315232,0.9940174873446848,5.066394805908203e-07,reject
Mr. Vazquez,Mr. Littlelight,Hispanic,Native,1,baseline,9,28.125,30.125,0.11896348645465253,0.8810365135453475,3.948807716369629e-07,reject
Ms. Wolf,Ms. Appiah,White,Black,1,baseline,9,27.625,33.5,0.0027944787873655686,0.9972055212126344,1.3783574104309082e-06,reject
Mr. He,Ms. Boateng,Asian,Black,1,baseline,9,25.75,34.0,0.0002833191264940178,0.999716680873506,0.00151824951171875,reject
Ms. Hoover,Ms. Xu,White,Asian,1,baseline,9,30.25,32.5,0.09649122807017543,0.9035087719298246,6.794929504394531e-06,reject
Ms. Apachito,Ms. Wauneka,Native,Native,1,baseline,9,29.625,38.75,0.00011266759304465392,0.9998873324069554,0.0001239776611328125,reject
Mr. Keller,Mr. Orozco,White,Hispanic,1,baseline,9,28.125,32.25,0.01580231201612048,0.9841976879838795,1.0952353477478027e-06,reject
Ms. Castaneda,Mr. Calabaza,Hispanic,Native,1,baseline,9,32.0,29.625,0.914616497829233,0.085383502170767,1.9371509552001953e-06,accept
Ms. Mccarthy,Mr. Beyene,White,Black,1,baseline,9,30.875,29.625,0.775842044134727,0.22415795586527293,1.0011717677116394e-07,accept
Mr. Cephas,Ms. Yoo,Black,Asian,1,baseline,9,28.25,36.0,0.00043412477619454953,0.9995658752238055,4.5299530029296875e-05,reject
Mr. Ngo,Ms. Hahn,Asian,White,1,baseline,9,28.875,35.0,0.0021902182172517676,0.9978097817827483,1.2993812561035156e-05,reject
Ms. Trinh,Mr. Oh,Asian,Asian,1,baseline,9,29.625,31.625,0.11935110081112399,0.880648899188876,2.514570951461792e-08,reject
Ms. Ortiz,Mr. Klein,Hispanic,White,1,baseline,9,25.75,29.125,0.0327287888263498,0.9672712111736502,4.470348358154297e-06,reject
Ms. Sun,Ms. Valenzuela,Asian,Hispanic,1,baseline,9,29.75,35.5,0.0032482199324542346,0.9967517800675457,2.1696090698242188e-05,reject
Ms. Kline,Mr. Edouard,White,Black,1,baseline,9,29.75,27.125,0.9324009324009324,0.0675990675990676,4.685716703534126e-09,accept
Mr. Jain,Mr. Coaxum,Asian,Black,1,baseline,9,26.0,30.625,0.00973041952464508,0.990269580475355,1.4260876923799515e-09,reject
Mr. Mondesir,Ms. Chasinghawk,Black,Native,1,baseline,9,28.5,35.0,0.0015222408507712922,0.9984777591492288,1.6570091247558594e-05,reject
Mr. Sharma,Ms. Vazquez,Asian,Hispanic,1,baseline,9,27.125,34.0,0.0010432345047821552,0.9989567654952178,5.841255187988281e-05,reject
Ms. Velazquez,Mr. Fischer,Hispanic,White,1,baseline,9,27.375,32.5,0.00595392182241781,0.9940460781775822,5.066394805908203e-07,reject
Mr. Gomez,Ms. Apachito,Hispanic,Native,1,baseline,9,26.125,34.0,0.0003805982074114964,0.9996194017925885,0.00016021728515625,reject
Mr. Twobulls,Ms. Bitsie,Native,Native,1,baseline,9,26.25,32.25,0.002469677844245651,0.9975303221557543,1.2755393981933594e-05,reject
Mr. Munoz,Ms. Hebert,Hispanic,White,1,baseline,9,27.75,36.0,0.00026511692498032663,0.9997348830750197,2.765655517578125e-05,reject
Ms. Tessay,Ms. Mendez,Native,Hispanic,1,baseline,9,28.5,36.0,0.000560127122413018,0.999439872877587,9.679794311523438e-05,reject
Ms. Nguyen,Ms. Abdullahi,Asian,Black,1,baseline,9,27.625,33.25,0.003641402898379797,0.9963585971016202,7.867813110351562e-06,reject
Ms. Shaffer,Ms. Olanna,White,Native,1,baseline,9,26.0,31.5,0.00413440577313388,0.9958655942268662,6.198883056640625e-06,reject
Ms. Louissaint,Ms. Santana,Black,Hispanic,1,baseline,9,29.125,38.25,0.00011039535530978336,0.9998896046446902,7.486343383789062e-05,reject
Ms. Bah,Mr. Ahasteen,Black,Native,1,baseline,9,27.5,27.75,0.43769968051118213,0.5623003194888179,1.418811734765768e-10,reject
Mr. Littlewhiteman,Ms. Bedonie,Native,Native,1,baseline,9,28.75,37.0,0.0002724936850006436,0.9997275063149994,0.00055694580078125,reject
Mr. Saintlouis,Ms. Kidane,Black,Black,1,baseline,9,29.75,30.0,0.44166666666666665,0.5583333333333333,3.3527612686157227e-07,reject
Ms. Tapaha,Ms. Guo,Native,Asian,1,baseline,9,29.125,37.5,0.00023223519263672253,0.9997677648073633,6.139278411865234e-06,reject
Mr. Mehta,Ms. Berg,Asian,White,1,baseline,9,27.125,34.25,0.0008094472473249432,0.9991905527526751,7.867813110351562e-06,reject
Ms. Duffy,Mr. Keita,White,Black,1,baseline,9,26.5,29.75,0.037355371900826446,0.9626446280991735,2.750311978161335e-09,reject
Mr. Lai,Ms. Juarez,Asian,Hispanic,1,baseline,9,27.75,35.5,0.0004349128724545516,0.9995650871275454,9.632110595703125e-05,reject
Mr. Vu,Mr. Medina,Asian,Hispanic,1,baseline,9,26.75,30.375,0.02604482132041187,0.9739551786795881,4.7963112592697144e-08,reject
Mr. Zhang,Mr. Hwang,Asian,Asian,1,baseline,9,27.0,35.0,0.000335580707160072,0.9996644192928399,1.3709068298339844e-06,reject
Ms. Villarreal,Ms. Manygoats,Hispanic,Native,1,baseline,9,27.375,34.25,0.0010471391621096721,0.9989528608378904,1.2993812561035156e-05,reject
Ms. Olsen,Mr. Huffman,White,White,1,baseline,9,27.75,27.875,0.4691075514874142,0.5308924485125858,2.537854015827179e-08,reject
Ms. Larson,Ms. Ko,White,Asian,1,baseline,9,28.75,32.0,0.03777044371103777,0.9622295562889622,3.166496753692627e-07,reject
Mr. Meza,Ms. Odonnell,Hispanic,White,1,baseline,9,28.25,36.0,0.000474678255055992,0.999525321744944,0.000278472900390625,reject
Mr. Manuelito,Mr. Gutierrez,Native,Hispanic,1,baseline,9,28.0,36.25,0.0002613057823236688,0.9997386942176764,1.0132789611816406e-05,reject
Mr. Manygoats,Ms. Espinoza,Native,Hispanic,1,baseline,9,27.375,34.0,0.0013614638149954134,0.9986385361850045,9.632110595703125e-05,reject
Mr. Manygoats,Mr. Chery,Native,Black,1,baseline,9,28.125,30.375,0.09523809523809523,0.9047619047619048,2.444721758365631e-08,reject
Ms. Bekele,Ms. Oneill,Black,White,1,baseline,9,29.75,37.0,0.0007162297665090961,0.9992837702334909,1.2993812561035156e-05,reject
Ms. Avila,Ms. Hernandez,Hispanic,Hispanic,1,baseline,9,27.875,35.25,0.0006321463030531557,0.9993678536969468,7.867813110351562e-06,reject
Mr. Lai,Ms. Frimpong,Asian,Black,1,baseline,9,27.125,35.25,0.00030085015072393314,0.9996991498492761,5.841255187988281e-05,reject
Ms. Garcia,Ms. Song,Hispanic,Asian,1,baseline,9,28.375,35.75,0.0006286257208385121,0.9993713742791615,1.0132789611816406e-05,reject
Mr. Le,Mr. Bauer,Asian,White,1,baseline,9,30.25,32.25,0.11892208553016989,0.8810779144698301,9.918585419654846e-08,reject
Ms. Gao,Ms. Petitfrere,Asian,Black,1,baseline,9,28.25,35.0,0.0012609253252001853,0.9987390746747998,2.1576881408691406e-05,reject
Mr. Blueeyes,Mr. Hyppolite,Native,Black,1,baseline,9,25.5,31.75,0.0019332388194354942,0.9980667611805645,1.126900315284729e-07,reject
Ms. Lozano,Mr. Sanchez,Hispanic,Hispanic,1,baseline,9,26.75,32.25,0.004070157085179071,0.9959298429148209,1.780688762664795e-06,reject
Ms. Jiang,Mr. Yellowman,Asian,Native,1,baseline,9,29.125,25.5,0.973987664253151,0.02601233574684902,2.169981598854065e-07,accept
Mr. Johnston,Ms. Nielsen,White,White,1,baseline,9,26.0,32.75,0.0011915052683223138,0.9988084947316777,0.00015926361083984375,reject
Mr. Diallo,Mr. Dong,Black,Asian,1,baseline,9,27.375,35.25,0.00038095238095238096,0.9996190476190476,3.0547380447387695e-07,reject
Ms. Kline,Mr. Sharma,White,Asian,1,baseline,9,26.625,30.25,0.026132980482963943,0.973867019517036,1.4081597328186035e-06,reject
Mr. Bullbear,Ms. Keams,Native,Native,1,baseline,9,28.25,35.0,0.0011856714813884622,0.9988143285186115,0.00015926361083984375,reject
Mr. Nielsen,Ms. Xu,White,Asian,1,baseline,9,28.125,33.5,0.004642865311163461,0.9953571346888366,1.0192394256591797e-05,reject
Mr. Notah,Ms. Vu,Native,Asian,1,baseline,9,29.375,37.0,0.0004907529668863758,0.9995092470331136,2.1457672119140625e-05,reject
Mr. Bekele,Mr. Oneill,Black,White,1,baseline,9,27.625,35.75,0.00029545133402700166,0.999704548665973,2.2649765014648438e-06,reject
Ms. Warsame,Mr. Gallagher,Black,White,1,baseline,9,28.875,35.25,0.0017098119206887241,0.9982901880793112,2.905726432800293e-06,reject
Ms. Morse,Mr. Ramirez,White,Hispanic,1,baseline,9,27.5,29.625,0.1063504208110176,0.8936495791889824,3.03611159324646e-07,reject
